"Age"	"Iteration"	"MeanIndividualWeight"	"StratumTransfer"	"Quarter"
10	395	0.222402706413	"27.4.aE"	"Q3"
11	395	0.222634983803	"27.4.aE"	"Q3"
12	395	0.222757031195	"27.4.aE"	"Q3"
13	395	0.222821146779	"27.4.aE"	"Q3"
14	395	0.222854825324	"27.4.aE"	"Q3"
15	395	0.222872514972	"27.4.aE"	"Q3"
1	396	0.0918790084828	"27.4.aE"	"Q3"
2	396	0.143145551553	"27.4.aE"	"Q3"
3	396	0.175288493821	"27.4.aE"	"Q3"
4	396	0.193900129907	"27.4.aE"	"Q3"
5	396	0.204296932144	"27.4.aE"	"Q3"
6	396	0.210002928203	"27.4.aE"	"Q3"
7	396	0.213106134811	"27.4.aE"	"Q3"
8	396	0.214785760995	"27.4.aE"	"Q3"
9	396	0.21569255898	"27.4.aE"	"Q3"
10	396	0.216181456908	"27.4.aE"	"Q3"
11	396	0.216444852966	"27.4.aE"	"Q3"
12	396	0.216586703269	"27.4.aE"	"Q3"
13	396	0.216663079779	"27.4.aE"	"Q3"
14	396	0.216704198552	"27.4.aE"	"Q3"
15	396	0.216726334291	"27.4.aE"	"Q3"
1	397	0.0964317902677	"27.4.aE"	"Q3"
2	397	0.157231605383	"27.4.aE"	"Q3"
3	397	0.195229509829	"27.4.aE"	"Q3"
4	397	0.216669487309	"27.4.aE"	"Q3"
5	397	0.228234521394	"27.4.aE"	"Q3"
6	397	0.234340040989	"27.4.aE"	"Q3"
7	397	0.237529024006	"27.4.aE"	"Q3"
8	397	0.239185664362	"27.4.aE"	"Q3"
9	397	0.240043888374	"27.4.aE"	"Q3"
10	397	0.240487859342	"27.4.aE"	"Q3"
11	397	0.240717363122	"27.4.aE"	"Q3"
12	397	0.240835956586	"27.4.aE"	"Q3"
13	397	0.240897226437	"27.4.aE"	"Q3"
14	397	0.240928877558	"27.4.aE"	"Q3"
15	397	0.240945227218	"27.4.aE"	"Q3"
1	398	0.0967645632905	"27.4.aE"	"Q3"
2	398	0.152173612105	"27.4.aE"	"Q3"
3	398	0.187282297988	"27.4.aE"	"Q3"
4	398	0.207771643732	"27.4.aE"	"Q3"
5	398	0.219292293524	"27.4.aE"	"Q3"
6	398	0.225651842718	"27.4.aE"	"Q3"
7	398	0.229129157832	"27.4.aE"	"Q3"
8	398	0.231020982885	"27.4.aE"	"Q3"
9	398	0.232047470336	"27.4.aE"	"Q3"
10	398	0.232603631925	"27.4.aE"	"Q3"
11	398	0.232904732358	"27.4.aE"	"Q3"
12	398	0.233067676925	"27.4.aE"	"Q3"
13	398	0.233155836628	"27.4.aE"	"Q3"
14	398	0.233203528813	"27.4.aE"	"Q3"
15	398	0.233229327382	"27.4.aE"	"Q3"
1	399	0.106386870342	"27.4.aE"	"Q3"
2	399	0.158279921358	"27.4.aE"	"Q3"
3	399	0.19025872873	"27.4.aE"	"Q3"
4	399	0.208812995769	"27.4.aE"	"Q3"
5	399	0.21928694459	"27.4.aE"	"Q3"
6	399	0.225119074922	"27.4.aE"	"Q3"
7	399	0.228343394137	"27.4.aE"	"Q3"
8	399	0.230119178178	"27.4.aE"	"Q3"
9	399	0.231095169	"27.4.aE"	"Q3"
10	399	0.231630982421	"27.4.aE"	"Q3"
11	399	0.231924960653	"27.4.aE"	"Q3"
12	399	0.23208620003	"27.4.aE"	"Q3"
13	399	0.232174619378	"27.4.aE"	"Q3"
14	399	0.232223101297	"27.4.aE"	"Q3"
15	399	0.23224968334	"27.4.aE"	"Q3"
1	400	0.0976615356467	"27.4.aE"	"Q3"
2	400	0.15292087044	"27.4.aE"	"Q3"
3	400	0.187463930579	"27.4.aE"	"Q3"
4	400	0.207346941657	"27.4.aE"	"Q3"
5	400	0.218375452	"27.4.aE"	"Q3"
6	400	0.224382555601	"27.4.aE"	"Q3"
7	400	0.227624327757	"27.4.aE"	"Q3"
8	400	0.229365316277	"27.4.aE"	"Q3"
9	400	0.23029792434	"27.4.aE"	"Q3"
10	400	0.230796824088	"27.4.aE"	"Q3"
11	400	0.231063518438	"27.4.aE"	"Q3"
12	400	0.231206029033	"27.4.aE"	"Q3"
13	400	0.231282165248	"27.4.aE"	"Q3"
14	400	0.231322836522	"27.4.aE"	"Q3"
15	400	0.231344561476	"27.4.aE"	"Q3"
1	1	0.100549785168	"Transfer.area"	"Q3"
2	1	0.160698401457	"Transfer.area"	"Q3"
3	1	0.197308682446	"Transfer.area"	"Q3"
4	1	0.217531611272	"Transfer.area"	"Q3"
5	1	0.22824015404	"Transfer.area"	"Q3"
6	1	0.233798434369	"Transfer.area"	"Q3"
7	1	0.236655318508	"Transfer.area"	"Q3"
8	1	0.238116543104	"Transfer.area"	"Q3"
9	1	0.238862078608	"Transfer.area"	"Q3"
10	1	0.239241984616	"Transfer.area"	"Q3"
11	1	0	"Transfer.area"	"Q3"
12	1	0.239533943826	"Transfer.area"	"Q3"
13	1	0	"Transfer.area"	"Q3"
14	1	0	"Transfer.area"	"Q3"
15	1	0	"Transfer.area"	"Q3"
1	2	0.0884868688347	"Transfer.area"	"Q3"
2	2	0.145598875592	"Transfer.area"	"Q3"
3	2	0.181951200997	"Transfer.area"	"Q3"
4	2	0.202816066722	"Transfer.area"	"Q3"
5	2	0.214253714927	"Transfer.area"	"Q3"
6	2	0.220385761878	"Transfer.area"	"Q3"
7	2	0.223636772104	"Transfer.area"	"Q3"
8	2	0.225350491956	"Transfer.area"	"Q3"
9	2	0.226251171319	"Transfer.area"	"Q3"
10	2	0.22672380866	"Transfer.area"	"Q3"
11	2	0	"Transfer.area"	"Q3"
12	2	0.227101512131	"Transfer.area"	"Q3"
13	2	0	"Transfer.area"	"Q3"
14	2	0	"Transfer.area"	"Q3"
15	2	0	"Transfer.area"	"Q3"
1	3	0.0846770172446	"Transfer.area"	"Q3"
2	3	0.137532262256	"Transfer.area"	"Q3"
3	3	0.169482898792	"Transfer.area"	"Q3"
4	3	0.186853421007	"Transfer.area"	"Q3"
5	3	0.195876304807	"Transfer.area"	"Q3"
6	3	0.20046476918	"Transfer.area"	"Q3"
7	3	0.20277443725	"Transfer.area"	"Q3"
8	3	0.2039312285	"Transfer.area"	"Q3"
9	3	0.204509170556	"Transfer.area"	"Q3"
10	3	0.204797560048	"Transfer.area"	"Q3"
11	3	0.204941376601	"Transfer.area"	"Q3"
12	3	0.205013074435	"Transfer.area"	"Q3"
13	3	0	"Transfer.area"	"Q3"
14	3	0.205066625961	"Transfer.area"	"Q3"
15	3	0	"Transfer.area"	"Q3"
1	4	0.0950711428967	"Transfer.area"	"Q3"
2	4	0.150925399183	"Transfer.area"	"Q3"
3	4	0.185268706651	"Transfer.area"	"Q3"
4	4	0.204528958462	"Transfer.area"	"Q3"
5	4	0.214901365778	"Transfer.area"	"Q3"
6	4	0.220379911745	"Transfer.area"	"Q3"
7	4	0.22324574896	"Transfer.area"	"Q3"
8	4	0.224737532163	"Transfer.area"	"Q3"
9	4	0.225512113517	"Transfer.area"	"Q3"
10	4	0.225913779814	"Transfer.area"	"Q3"
11	4	0.226121928179	"Transfer.area"	"Q3"
12	4	0.226229755861	"Transfer.area"	"Q3"
13	4	0	"Transfer.area"	"Q3"
14	4	0.226314527505	"Transfer.area"	"Q3"
15	4	0	"Transfer.area"	"Q3"
1	5	0.0991714347932	"Transfer.area"	"Q3"
2	5	0.162914766993	"Transfer.area"	"Q3"
3	5	0.202281335834	"Transfer.area"	"Q3"
4	5	0.224105828452	"Transfer.area"	"Q3"
5	5	0.235650590864	"Transfer.area"	"Q3"
6	5	0.241624075679	"Transfer.area"	"Q3"
7	5	0.244681669095	"Transfer.area"	"Q3"
8	5	0.246238344631	"Transfer.area"	"Q3"
9	5	0.247028741625	"Transfer.area"	"Q3"
10	5	0.247429517966	"Transfer.area"	"Q3"
11	5	0.247632594902	"Transfer.area"	"Q3"
12	5	0	"Transfer.area"	"Q3"
13	5	0	"Transfer.area"	"Q3"
14	5	0.247813936546	"Transfer.area"	"Q3"
15	5	0	"Transfer.area"	"Q3"
1	6	0.0853506669589	"Transfer.area"	"Q3"
2	6	0.139223195405	"Transfer.area"	"Q3"
3	6	0.171810444835	"Transfer.area"	"Q3"
4	6	0.189503734023	"Transfer.area"	"Q3"
5	6	0.198675012581	"Transfer.area"	"Q3"
6	6	0.203327678805	"Transfer.area"	"Q3"
7	6	0.20566370302	"Transfer.area"	"Q3"
8	6	0.20683065626	"Transfer.area"	"Q3"
9	6	0.207412149955	"Transfer.area"	"Q3"
10	6	0.207701550657	"Transfer.area"	"Q3"
11	6	0.20784549273	"Transfer.area"	"Q3"
12	6	0.207917064808	"Transfer.area"	"Q3"
13	6	0	"Transfer.area"	"Q3"
14	6	0.207970335598	"Transfer.area"	"Q3"
15	6	0	"Transfer.area"	"Q3"
1	7	0.089830814841	"Transfer.area"	"Q3"
2	7	0.143271049487	"Transfer.area"	"Q3"
3	7	0.176775137897	"Transfer.area"	"Q3"
4	7	0.195954671154	"Transfer.area"	"Q3"
5	7	0.206497758837	"Transfer.area"	"Q3"
6	7	0.212180231686	"Transfer.area"	"Q3"
7	7	0.215212542827	"Transfer.area"	"Q3"
8	7	0.21682234284	"Transfer.area"	"Q3"
9	7	0.217674661347	"Transfer.area"	"Q3"
10	7	0.218125290125	"Transfer.area"	"Q3"
11	7	0	"Transfer.area"	"Q3"
12	7	0.218489094565	"Transfer.area"	"Q3"
13	7	0	"Transfer.area"	"Q3"
14	7	0	"Transfer.area"	"Q3"
15	7	0	"Transfer.area"	"Q3"
1	8	0.0939448116224	"Transfer.area"	"Q3"
2	8	0.150047568869	"Transfer.area"	"Q3"
3	8	0.184959671374	"Transfer.area"	"Q3"
4	8	0.204757300211	"Transfer.area"	"Q3"
5	8	0.21553105584	"Transfer.area"	"Q3"
6	8	0.221278748945	"Transfer.area"	"Q3"
7	8	0.224314662106	"Transfer.area"	"Q3"
8	8	0.225910056931	"Transfer.area"	"Q3"
9	8	0.226746238793	"Transfer.area"	"Q3"
10	8	0.227183899514	"Transfer.area"	"Q3"
11	8	0.227412809089	"Transfer.area"	"Q3"
12	8	0.227532490955	"Transfer.area"	"Q3"
13	8	0	"Transfer.area"	"Q3"
14	8	0.227627752296	"Transfer.area"	"Q3"
15	8	0	"Transfer.area"	"Q3"
1	9	0.110530011415	"Transfer.area"	"Q3"
2	9	0.172324193063	"Transfer.area"	"Q3"
3	9	0.209996643607	"Transfer.area"	"Q3"
4	9	0.231098264214	"Transfer.area"	"Q3"
5	9	0.242484238443	"Transfer.area"	"Q3"
6	9	0.248518453099	"Transfer.area"	"Q3"
7	9	0.251687798642	"Transfer.area"	"Q3"
8	9	0.253344824625	"Transfer.area"	"Q3"
9	9	0.254209125498	"Transfer.area"	"Q3"
10	9	0.254659393058	"Transfer.area"	"Q3"
11	9	0.254893816713	"Transfer.area"	"Q3"
12	9	0.255015825013	"Transfer.area"	"Q3"
13	9	0	"Transfer.area"	"Q3"
14	9	0	"Transfer.area"	"Q3"
15	9	0	"Transfer.area"	"Q3"
1	10	0.0910294005153	"Transfer.area"	"Q3"
2	10	0.146487546661	"Transfer.area"	"Q3"
3	10	0.181188334827	"Transfer.area"	"Q3"
4	10	0.200921009161	"Transfer.area"	"Q3"
5	10	0.211676242023	"Transfer.area"	"Q3"
6	10	0.217419620199	"Transfer.area"	"Q3"
7	10	0.220455278821	"Transfer.area"	"Q3"
8	10	0.222051354539	"Transfer.area"	"Q3"
9	10	0.222888251946	"Transfer.area"	"Q3"
10	10	0.223326456145	"Transfer.area"	"Q3"
11	10	0.223555733183	"Transfer.area"	"Q3"
12	10	0.223675649258	"Transfer.area"	"Q3"
13	10	0	"Transfer.area"	"Q3"
14	10	0.223771141117	"Transfer.area"	"Q3"
15	10	0	"Transfer.area"	"Q3"
1	11	0.0927637816728	"Transfer.area"	"Q3"
2	11	0.148873789994	"Transfer.area"	"Q3"
3	11	0.184288738261	"Transfer.area"	"Q3"
4	11	0.204660987055	"Transfer.area"	"Q3"
5	11	0.215904062309	"Transfer.area"	"Q3"
6	11	0.221984839859	"Transfer.area"	"Q3"
7	11	0.225240071877	"Transfer.area"	"Q3"
8	11	0.226973475532	"Transfer.area"	"Q3"
9	11	0.227893948848	"Transfer.area"	"Q3"
10	11	0.228382025458	"Transfer.area"	"Q3"
11	11	0.228640626258	"Transfer.area"	"Q3"
12	11	0.228777586569	"Transfer.area"	"Q3"
13	11	0	"Transfer.area"	"Q3"
14	11	0.228888504089	"Transfer.area"	"Q3"
15	11	0.228908831553	"Transfer.area"	"Q3"
1	12	0.0919619952803	"Transfer.area"	"Q3"
2	12	0.145913147455	"Transfer.area"	"Q3"
3	12	0.179819877175	"Transfer.area"	"Q3"
4	12	0.199334362446	"Transfer.area"	"Q3"
5	12	0.210131610213	"Transfer.area"	"Q3"
6	12	0.215991714394	"Transfer.area"	"Q3"
7	12	0.219141193078	"Transfer.area"	"Q3"
8	12	0.220825254869	"Transfer.area"	"Q3"
9	12	0.22172333297	"Transfer.area"	"Q3"
10	12	0.222201583623	"Transfer.area"	"Q3"
11	12	0.222456073986	"Transfer.area"	"Q3"
12	12	0.222591441438	"Transfer.area"	"Q3"
13	12	0	"Transfer.area"	"Q3"
14	12	0.222701709928	"Transfer.area"	"Q3"
15	12	0.222722063658	"Transfer.area"	"Q3"
1	13	0.0872260874629	"Transfer.area"	"Q3"
2	13	0.140886434476	"Transfer.area"	"Q3"
3	13	0.174498413862	"Transfer.area"	"Q3"
4	13	0.193601717321	"Transfer.area"	"Q3"
5	13	0.20400135558	"Transfer.area"	"Q3"
6	13	0.209546492622	"Transfer.area"	"Q3"
7	13	0.21247256999	"Transfer.area"	"Q3"
8	13	0.214008417307	"Transfer.area"	"Q3"
9	13	0.214812344627	"Transfer.area"	"Q3"
10	13	0.21523255434	"Transfer.area"	"Q3"
11	13	0	"Transfer.area"	"Q3"
12	13	0	"Transfer.area"	"Q3"
13	13	0	"Transfer.area"	"Q3"
14	13	0	"Transfer.area"	"Q3"
15	13	0.215673957618	"Transfer.area"	"Q3"
1	14	0.0922195255483	"Transfer.area"	"Q3"
2	14	0.147048815532	"Transfer.area"	"Q3"
3	14	0.18107610479	"Transfer.area"	"Q3"
4	14	0.200326192175	"Transfer.area"	"Q3"
5	14	0.210779206422	"Transfer.area"	"Q3"
6	14	0.216344358288	"Transfer.area"	"Q3"
7	14	0.2192780587	"Transfer.area"	"Q3"
8	14	0.220816775222	"Transfer.area"	"Q3"
9	14	0.221621723663	"Transfer.area"	"Q3"
10	14	0.222042246426	"Transfer.area"	"Q3"
11	14	0	"Transfer.area"	"Q3"
12	14	0	"Transfer.area"	"Q3"
13	14	0	"Transfer.area"	"Q3"
14	14	0	"Transfer.area"	"Q3"
15	14	0.222483582412	"Transfer.area"	"Q3"
1	15	0.0936286037562	"Transfer.area"	"Q3"
2	15	0.149289110415	"Transfer.area"	"Q3"
3	15	0.183976636295	"Transfer.area"	"Q3"
4	15	0.203696905649	"Transfer.area"	"Q3"
5	15	0.214460134033	"Transfer.area"	"Q3"
6	15	0.22021994786	"Transfer.area"	"Q3"
7	15	0.223271806174	"Transfer.area"	"Q3"
8	15	0.224880627313	"Transfer.area"	"Q3"
9	15	0.225726497712	"Transfer.area"	"Q3"
10	15	0.226170619226	"Transfer.area"	"Q3"
11	15	0	"Transfer.area"	"Q3"
12	15	0	"Transfer.area"	"Q3"
13	15	0	"Transfer.area"	"Q3"
14	15	0	"Transfer.area"	"Q3"
15	15	0.226641145523	"Transfer.area"	"Q3"
1	16	0.100161724544	"Transfer.area"	"Q3"
2	16	0.159997602594	"Transfer.area"	"Q3"
3	16	0.197170282646	"Transfer.area"	"Q3"
4	16	0.218207010439	"Transfer.area"	"Q3"
5	16	0.229630669986	"Transfer.area"	"Q3"
6	16	0.235711982149	"Transfer.area"	"Q3"
7	16	0.238917236655	"Transfer.area"	"Q3"
8	16	0.240598040142	"Transfer.area"	"Q3"
9	16	0.241477124405	"Transfer.area"	"Q3"
10	16	0.241936272028	"Transfer.area"	"Q3"
11	16	0	"Transfer.area"	"Q3"
12	16	0	"Transfer.area"	"Q3"
13	16	0	"Transfer.area"	"Q3"
14	16	0	"Transfer.area"	"Q3"
15	16	0.242417930662	"Transfer.area"	"Q3"
1	17	0.106432845086	"Transfer.area"	"Q3"
2	17	0.166955781078	"Transfer.area"	"Q3"
3	17	0.204420794458	"Transfer.area"	"Q3"
4	17	0.225721112167	"Transfer.area"	"Q3"
5	17	0.237381052188	"Transfer.area"	"Q3"
6	17	0.243647494151	"Transfer.area"	"Q3"
7	17	0.246984129453	"Transfer.area"	"Q3"
8	17	0.248752258562	"Transfer.area"	"Q3"
9	17	0.249686875805	"Transfer.area"	"Q3"
10	17	0.250180259534	"Transfer.area"	"Q3"
11	17	0.250440537237	"Transfer.area"	"Q3"
12	17	0	"Transfer.area"	"Q3"
13	17	0	"Transfer.area"	"Q3"
14	17	0	"Transfer.area"	"Q3"
15	17	0.250708424578	"Transfer.area"	"Q3"
1	18	0.0916603977521	"Transfer.area"	"Q3"
2	18	0.150014241773	"Transfer.area"	"Q3"
3	18	0.186048530683	"Transfer.area"	"Q3"
4	18	0.206059582794	"Transfer.area"	"Q3"
5	18	0.216670534739	"Transfer.area"	"Q3"
6	18	0.222175625308	"Transfer.area"	"Q3"
7	18	0.22500137071	"Transfer.area"	"Q3"
8	18	0.226444105409	"Transfer.area"	"Q3"
9	18	0.227178745923	"Transfer.area"	"Q3"
10	18	0.227552317956	"Transfer.area"	"Q3"
11	18	0.227742152602	"Transfer.area"	"Q3"
12	18	0	"Transfer.area"	"Q3"
13	18	0	"Transfer.area"	"Q3"
14	18	0	"Transfer.area"	"Q3"
15	18	0.227925067683	"Transfer.area"	"Q3"
1	19	0.0824303887662	"Transfer.area"	"Q3"
2	19	0.134735616605	"Transfer.area"	"Q3"
3	19	0.166906731069	"Transfer.area"	"Q3"
4	19	0.184700512993	"Transfer.area"	"Q3"
5	19	0.194098570718	"Transfer.area"	"Q3"
6	19	0.198955680392	"Transfer.area"	"Q3"
7	19	0.201439454934	"Transfer.area"	"Q3"
8	19	0.202702901406	"Transfer.area"	"Q3"
9	19	0.203343894358	"Transfer.area"	"Q3"
10	19	0.20366866088	"Transfer.area"	"Q3"
11	19	0	"Transfer.area"	"Q3"
12	19	0.203916326202	"Transfer.area"	"Q3"
13	19	0	"Transfer.area"	"Q3"
14	19	0	"Transfer.area"	"Q3"
15	19	0.203990542697	"Transfer.area"	"Q3"
1	20	0.0883355104697	"Transfer.area"	"Q3"
2	20	0.143317217805	"Transfer.area"	"Q3"
3	20	0.178119754594	"Transfer.area"	"Q3"
4	20	0.198101456913	"Transfer.area"	"Q3"
5	20	0.209085877411	"Transfer.area"	"Q3"
6	20	0.214998254474	"Transfer.area"	"Q3"
7	20	0.218146875593	"Transfer.area"	"Q3"
8	20	0.219814485499	"Transfer.area"	"Q3"
9	20	0.220695184	"Transfer.area"	"Q3"
10	20	0.221159603425	"Transfer.area"	"Q3"
11	20	0.221404313878	"Transfer.area"	"Q3"
12	20	0.221533202755	"Transfer.area"	"Q3"
13	20	0	"Transfer.area"	"Q3"
14	20	0	"Transfer.area"	"Q3"
15	20	0.221655624146	"Transfer.area"	"Q3"
1	21	0.0912725077186	"Transfer.area"	"Q3"
2	21	0.143239115231	"Transfer.area"	"Q3"
3	21	0.17573719906	"Transfer.area"	"Q3"
4	21	0.19443170415	"Transfer.area"	"Q3"
5	21	0.204790210449	"Transfer.area"	"Q3"
6	21	0.210425424901	"Transfer.area"	"Q3"
7	21	0.213462495275	"Transfer.area"	"Q3"
8	21	0.215091334005	"Transfer.area"	"Q3"
9	21	0.215962665689	"Transfer.area"	"Q3"
10	21	0.216428140852	"Transfer.area"	"Q3"
11	21	0.216676622668	"Transfer.area"	"Q3"
12	21	0.216809217027	"Transfer.area"	"Q3"
13	21	0	"Transfer.area"	"Q3"
14	21	0.21691769353	"Transfer.area"	"Q3"
15	21	0.216937822784	"Transfer.area"	"Q3"
1	22	0.0958314898475	"Transfer.area"	"Q3"
2	22	0.150921105133	"Transfer.area"	"Q3"
3	22	0.185308611656	"Transfer.area"	"Q3"
4	22	0.205013698972	"Transfer.area"	"Q3"
5	22	0.215881484137	"Transfer.area"	"Q3"
6	22	0.221764459577	"Transfer.area"	"Q3"
7	22	0.224918968437	"Transfer.area"	"Q3"
8	22	0.226602137532	"Transfer.area"	"Q3"
9	22	0.227497918934	"Transfer.area"	"Q3"
10	22	0.227974004225	"Transfer.area"	"Q3"
11	22	0.228226849353	"Transfer.area"	"Q3"
12	22	0.228361082156	"Transfer.area"	"Q3"
13	22	0	"Transfer.area"	"Q3"
14	22	0.228470143801	"Transfer.area"	"Q3"
15	22	0.228490211117	"Transfer.area"	"Q3"
1	23	0.0893661653312	"Transfer.area"	"Q3"
2	23	0.141759660857	"Transfer.area"	"Q3"
3	23	0.174789526387	"Transfer.area"	"Q3"
4	23	0.193870864081	"Transfer.area"	"Q3"
5	23	0.204470296443	"Transfer.area"	"Q3"
6	23	0.210246081512	"Transfer.area"	"Q3"
7	23	0.213362645572	"Transfer.area"	"Q3"
8	23	0.215035727049	"Transfer.area"	"Q3"
9	23	0.215931474031	"Transfer.area"	"Q3"
10	23	0.216410359502	"Transfer.area"	"Q3"
11	23	0.216666186946	"Transfer.area"	"Q3"
12	23	0	"Transfer.area"	"Q3"
13	23	0	"Transfer.area"	"Q3"
14	23	0.216914666204	"Transfer.area"	"Q3"
15	23	0.216935448569	"Transfer.area"	"Q3"
1	24	0.101031176488	"Transfer.area"	"Q3"
2	24	0.163427204497	"Transfer.area"	"Q3"
3	24	0.20328159881	"Transfer.area"	"Q3"
4	24	0.226442174527	"Transfer.area"	"Q3"
5	24	0.239342063786	"Transfer.area"	"Q3"
6	24	0.246379076091	"Transfer.area"	"Q3"
7	24	0.250177268515	"Transfer.area"	"Q3"
8	24	0.252215999869	"Transfer.area"	"Q3"
9	24	0.253307126518	"Transfer.area"	"Q3"
10	24	0.253890193304	"Transfer.area"	"Q3"
11	24	0	"Transfer.area"	"Q3"
12	24	0	"Transfer.area"	"Q3"
13	24	0	"Transfer.area"	"Q3"
14	24	0.254503611284	"Transfer.area"	"Q3"
15	24	0.254528842938	"Transfer.area"	"Q3"
1	25	0.089798259577	"Transfer.area"	"Q3"
2	25	0.140548063587	"Transfer.area"	"Q3"
3	25	0.171340121171	"Transfer.area"	"Q3"
4	25	0.188459494388	"Transfer.area"	"Q3"
5	25	0.19761906818	"Transfer.area"	"Q3"
6	25	0.202430878226	"Transfer.area"	"Q3"
7	25	0.204935801208	"Transfer.area"	"Q3"
8	25	0.206233828821	"Transfer.area"	"Q3"
9	25	0.206904877732	"Transfer.area"	"Q3"
10	25	0.207251376303	"Transfer.area"	"Q3"
11	25	0	"Transfer.area"	"Q3"
12	25	0	"Transfer.area"	"Q3"
13	25	0	"Transfer.area"	"Q3"
14	25	0.207594534253	"Transfer.area"	"Q3"
15	25	0.207607188376	"Transfer.area"	"Q3"
1	26	0.103745389427	"Transfer.area"	"Q3"
2	26	0.160268632736	"Transfer.area"	"Q3"
3	26	0.196135363816	"Transfer.area"	"Q3"
4	26	0.217284377539	"Transfer.area"	"Q3"
5	26	0.229343872376	"Transfer.area"	"Q3"
6	26	0.236105881734	"Transfer.area"	"Q3"
7	26	0.23986429272	"Transfer.area"	"Q3"
8	26	0.241943450701	"Transfer.area"	"Q3"
9	26	0.243090710412	"Transfer.area"	"Q3"
10	26	0.243722875862	"Transfer.area"	"Q3"
11	26	0	"Transfer.area"	"Q3"
12	26	0	"Transfer.area"	"Q3"
13	26	0	"Transfer.area"	"Q3"
14	26	0.244425918661	"Transfer.area"	"Q3"
15	26	0.244457823071	"Transfer.area"	"Q3"
1	27	0.0877552838838	"Transfer.area"	"Q3"
2	27	0.14045899727	"Transfer.area"	"Q3"
3	27	0.173703020152	"Transfer.area"	"Q3"
4	27	0.192837173012	"Transfer.area"	"Q3"
5	27	0.20340815785	"Transfer.area"	"Q3"
6	27	0.209132768776	"Transfer.area"	"Q3"
7	27	0.212201571649	"Transfer.area"	"Q3"
8	27	0.213838036132	"Transfer.area"	"Q3"
9	27	0.214708291215	"Transfer.area"	"Q3"
10	27	0.215170412022	"Transfer.area"	"Q3"
11	27	0	"Transfer.area"	"Q3"
12	27	0	"Transfer.area"	"Q3"
13	27	0	"Transfer.area"	"Q3"
14	27	0.215651207149	"Transfer.area"	"Q3"
15	27	0.215670594628	"Transfer.area"	"Q3"
1	28	0.104884506142	"Transfer.area"	"Q3"
2	28	0.166155703011	"Transfer.area"	"Q3"
3	28	0.204070897177	"Transfer.area"	"Q3"
4	28	0.225515684458	"Transfer.area"	"Q3"
5	28	0.237171186867	"Transfer.area"	"Q3"
6	28	0.24338552895	"Transfer.area"	"Q3"
7	28	0.246667013655	"Transfer.area"	"Q3"
8	28	0.248391267334	"Transfer.area"	"Q3"
9	28	0.249294964857	"Transfer.area"	"Q3"
10	28	0.249767973093	"Transfer.area"	"Q3"
11	28	0.250015381226	"Transfer.area"	"Q3"
12	28	0	"Transfer.area"	"Q3"
13	28	0.250212367265	"Transfer.area"	"Q3"
14	28	0.250247715936	"Transfer.area"	"Q3"
15	28	0.250266192221	"Transfer.area"	"Q3"
1	29	0.0906181857267	"Transfer.area"	"Q3"
2	29	0.144685535998	"Transfer.area"	"Q3"
3	29	0.178071517545	"Transfer.area"	"Q3"
4	29	0.196835690717	"Transfer.area"	"Q3"
5	29	0.206953556939	"Transfer.area"	"Q3"
6	29	0.212301913612	"Transfer.area"	"Q3"
7	29	0.215101237677	"Transfer.area"	"Q3"
8	29	0.216559054656	"Transfer.area"	"Q3"
9	29	0.21731629454	"Transfer.area"	"Q3"
10	29	0.217709108724	"Transfer.area"	"Q3"
11	29	0.217912739243	"Transfer.area"	"Q3"
12	29	0.218018261588	"Transfer.area"	"Q3"
13	29	0	"Transfer.area"	"Q3"
14	29	0.218101257232	"Transfer.area"	"Q3"
15	29	0.218115929787	"Transfer.area"	"Q3"
1	30	0.0929982793636	"Transfer.area"	"Q3"
2	30	0.149290839106	"Transfer.area"	"Q3"
3	30	0.183931536192	"Transfer.area"	"Q3"
4	30	0.203271652781	"Transfer.area"	"Q3"
5	30	0.213618459975	"Transfer.area"	"Q3"
6	30	0.219042628626	"Transfer.area"	"Q3"
7	30	0.221857747855	"Transfer.area"	"Q3"
8	30	0.223311403145	"Transfer.area"	"Q3"
9	30	0.22406010248	"Transfer.area"	"Q3"
10	30	0.224445209746	"Transfer.area"	"Q3"
11	30	0.22464316318	"Transfer.area"	"Q3"
12	30	0.224744880308	"Transfer.area"	"Q3"
13	30	0	"Transfer.area"	"Q3"
14	30	0.224823982666	"Transfer.area"	"Q3"
15	30	0.224837772413	"Transfer.area"	"Q3"
1	31	0.0985992100302	"Transfer.area"	"Q3"
2	31	0.156668843155	"Transfer.area"	"Q3"
3	31	0.192554060894	"Transfer.area"	"Q3"
4	31	0.21278880655	"Transfer.area"	"Q3"
5	31	0.223745976469	"Transfer.area"	"Q3"
6	31	0.229564912408	"Transfer.area"	"Q3"
7	31	0.232625176424	"Transfer.area"	"Q3"
8	31	0.234226638718	"Transfer.area"	"Q3"
9	31	0.235062555797	"Transfer.area"	"Q3"
10	31	0.235498302712	"Transfer.area"	"Q3"
11	31	0.235725292748	"Transfer.area"	"Q3"
12	31	0.235843494533	"Transfer.area"	"Q3"
13	31	0	"Transfer.area"	"Q3"
14	31	0.2359370722	"Transfer.area"	"Q3"
15	31	0.235953749573	"Transfer.area"	"Q3"
1	32	0.0920470149288	"Transfer.area"	"Q3"
2	32	0.149118132352	"Transfer.area"	"Q3"
3	32	0.184812657034	"Transfer.area"	"Q3"
4	32	0.205034207132	"Transfer.area"	"Q3"
