"Age"	"Iteration"	"MeanIndividualLength"	"Stratum"	"Quarter"
6	33	28.926876781475	"27.4.aE"	"Q4"
7	33	29.078455931802	"27.4.aE"	"Q4"
8	33	29.166281516627	"27.4.aE"	"Q4"
9	33	29.217249593109	"27.4.aE"	"Q4"
10	33	29.246855331845	"27.4.aE"	"Q4"
11	33	0	"27.4.aE"	"Q4"
12	33	29.274064496706	"27.4.aE"	"Q4"
13	33	29.279880837108	"27.4.aE"	"Q4"
14	33	0	"27.4.aE"	"Q4"
15	33	0	"27.4.aE"	"Q4"
1	34	23.1796128282	"27.4.aE"	"Q4"
2	34	25.812727606621	"27.4.aE"	"Q4"
3	34	27.215340035617	"27.4.aE"	"Q4"
4	34	27.988131864506	"27.4.aE"	"Q4"
5	34	28.420828215299	"27.4.aE"	"Q4"
6	34	28.665137797392	"27.4.aE"	"Q4"
7	34	28.803708008523	"27.4.aE"	"Q4"
8	34	28.882501989566	"27.4.aE"	"Q4"
9	34	28.927369335342	"27.4.aE"	"Q4"
10	34	28.952938406766	"27.4.aE"	"Q4"
11	34	0	"27.4.aE"	"Q4"
12	34	28.975829986721	"27.4.aE"	"Q4"
13	34	28.980571839057	"27.4.aE"	"Q4"
14	34	0	"27.4.aE"	"Q4"
15	34	0	"27.4.aE"	"Q4"
1	35	23.027652309	"27.4.aE"	"Q4"
2	35	25.556471533378	"27.4.aE"	"Q4"
3	35	26.883056251341	"27.4.aE"	"Q4"
4	35	27.602737239781	"27.4.aE"	"Q4"
5	35	27.999412980931	"27.4.aE"	"Q4"
6	35	28.219842595719	"27.4.aE"	"Q4"
7	35	28.342868813483	"27.4.aE"	"Q4"
8	35	28.411696080488	"27.4.aE"	"Q4"
9	35	28.450252427945	"27.4.aE"	"Q4"
10	35	28.471867163215	"27.4.aE"	"Q4"
11	35	0	"27.4.aE"	"Q4"
12	35	28.49078945218	"27.4.aE"	"Q4"
13	35	28.49460451044	"27.4.aE"	"Q4"
14	35	0	"27.4.aE"	"Q4"
15	35	0	"27.4.aE"	"Q4"
1	36	23.413723669044	"27.4.aE"	"Q4"
2	36	26.02385342063	"27.4.aE"	"Q4"
3	36	27.421644318102	"27.4.aE"	"Q4"
4	36	28.197002422159	"27.4.aE"	"Q4"
5	36	28.634418233884	"27.4.aE"	"Q4"
6	36	28.883373818671	"27.4.aE"	"Q4"
7	36	29.025752095889	"27.4.aE"	"Q4"
8	36	29.107398307065	"27.4.aE"	"Q4"
9	36	29.15428944629	"27.4.aE"	"Q4"
10	36	29.181243442013	"27.4.aE"	"Q4"
