"Parameter"	"Mean"	"Variance"	"chainId"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_54_38454 Intercept"	-0.0325750760576	0.000767102455197	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_55_38455 Intercept"	-0.0108055230333	0.000146639230103	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_56_38456 Intercept"	0.0107642657739	0.000364266475982	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_57_38457 Intercept"	0.0246567614266	0.0001487086612	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_5_38405 Intercept"	-0.00615024731263	0.000150926478018	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_6_38406 Intercept"	0.0325107721456	0.000427883083418	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_7_38407 Intercept"	-0.0754015704842	0.000170820873252	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_8_38408 Intercept"	-0.0411446381883	0.000139174405308	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_9_38409 Intercept"	0.0361634385544	0.000177117418403	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_10_38410 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_11_38411 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_12_38412 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_13_38413 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_14_38414 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_15_38415 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_16_38416 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_17_38417 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_18_38418 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_19_38419 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_20_38420 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_21_38421 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_22_38422 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_23_38423 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_24_38424 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_25_38425 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_26_38426 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_27_38427 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_28_38428 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_29_38429 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_2_38402 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_30_38430 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_31_38431 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_32_38432 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_33_38433 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_34_38434 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_35_38435 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_36_38436 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_37_38437 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_38_38438 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_39_38439 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_3_38403 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_40_38440 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_41_38441 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_42_38442 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_43_38443 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_44_38444 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_45_38445 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_46_38446 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_47_38447 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_48_38448 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_49_38449 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_4_38404 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_50_38450 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_51_38451 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_52_38452 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_53_38453 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_54_38454 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_55_38455 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_56_38456 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_57_38457 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_5_38405 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_6_38406 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_7_38407 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_8_38408 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_9_38409 tau_Intercept"	418.904585778847	7029.69460282037	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_10_38410 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_11_38411 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_12_38412 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_13_38413 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_14_38414 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_15_38415 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_16_38416 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_17_38417 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_18_38418 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_19_38419 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_20_38420 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_21_38421 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_22_38422 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_23_38423 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_24_38424 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_25_38425 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_26_38426 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_27_38427 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_28_38428 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_29_38429 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_2_38402 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_30_38430 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_31_38431 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_32_38432 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_33_38433 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_34_38434 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_35_38435 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_36_38436 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_37_38437 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_38_38438 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_39_38439 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_3_38403 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_40_38440 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_41_38441 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_42_38442 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_43_38443 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_44_38444 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_45_38445 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_46_38446 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_47_38447 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_48_38448 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_49_38449 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_4_38404 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_50_38450 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_51_38451 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_52_38452 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_53_38453 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_54_38454 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_55_38455 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_56_38456 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_57_38457 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_5_38405 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_6_38406 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_7_38407 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_8_38408 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_9_38409 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-fish tau_Intercept"	185.728512747871	25.470106269711	"C:\Users\Administrator\Documents\temp\ecatest"
