"Age"	"Iteration"	"MeanIndividualWeight"	"Stratum"	"Quarter"
15	28	0.248112941862	"27.4.aE"	"Q4"
1	29	0.126830755001	"27.4.aE"	"Q4"
2	29	0.145458281631	"27.4.aE"	"Q4"
3	29	0.160149652762	"27.4.aE"	"Q4"
4	29	0.172487763352	"27.4.aE"	"Q4"
5	29	0.183232307519	"27.4.aE"	"Q4"
6	29	0.192813608655	"27.4.aE"	"Q4"
7	29	0.20150180695	"27.4.aE"	"Q4"
8	29	0.20947889166	"27.4.aE"	"Q4"
9	29	0.216873971265	"27.4.aE"	"Q4"
10	29	0.223782336623	"27.4.aE"	"Q4"
11	29	0.230276555656	"27.4.aE"	"Q4"
12	29	0.23641331387	"27.4.aE"	"Q4"
13	29	0.242237831943	"27.4.aE"	"Q4"
14	29	0	"27.4.aE"	"Q4"
15	29	0.253090577045	"27.4.aE"	"Q4"
1	30	0.120716301574	"27.4.aE"	"Q4"
2	30	0.139265640825	"27.4.aE"	"Q4"
3	30	0.153968531727	"27.4.aE"	"Q4"
4	30	0.166361566916	"27.4.aE"	"Q4"
5	30	0.177185218351	"27.4.aE"	"Q4"
6	30	0.186860215359	"27.4.aE"	"Q4"
7	30	0.195651336164	"27.4.aE"	"Q4"
8	30	0.203737334156	"27.4.aE"	"Q4"
9	30	0.211245253914	"27.4.aE"	"Q4"
10	30	0.218269014201	"27.4.aE"	"Q4"
11	30	0.2248802413	"27.4.aE"	"Q4"
12	30	0.231134958316	"27.4.aE"	"Q4"
13	30	0.237077910903	"27.4.aE"	"Q4"
14	30	0	"27.4.aE"	"Q4"
15	30	0.248167660496	"27.4.aE"	"Q4"
1	31	0.116852227467	"27.4.aE"	"Q4"
2	31	0.134621735849	"27.4.aE"	"Q4"
3	31	0.148690073167	"27.4.aE"	"Q4"
4	31	0.160538101916	"27.4.aE"	"Q4"
5	31	0.170878760819	"27.4.aE"	"Q4"
6	31	0.180116843255	"27.4.aE"	"Q4"
7	31	0.188506949588	"27.4.aE"	"Q4"
8	31	0.196220877339	"27.4.aE"	"Q4"
9	31	0.20338067524	"27.4.aE"	"Q4"
10	31	0.210076534829	"27.4.aE"	"Q4"
11	31	0.216377216646	"27.4.aE"	"Q4"
12	31	0	"27.4.aE"	"Q4"
13	31	0.227997272841	"27.4.aE"	"Q4"
14	31	0	"27.4.aE"	"Q4"
15	31	0.238556851373	"27.4.aE"	"Q4"
1	32	0.118683363788	"27.4.aE"	"Q4"
2	32	0.13656414623	"27.4.aE"	"Q4"
3	32	0.15070595073	"27.4.aE"	"Q4"
4	32	0.16260682795	"27.4.aE"	"Q4"
5	32	0.172987385153	"27.4.aE"	"Q4"
6	32	0.182256508675	"27.4.aE"	"Q4"
7	32	0.190671240074	"27.4.aE"	"Q4"
8	32	0.19840494838	"27.4.aE"	"Q4"
9	32	0.205580752176	"27.4.aE"	"Q4"
10	32	0.21228960323	"27.4.aE"	"Q4"
11	32	0.218600820936	"27.4.aE"	"Q4"
12	32	0	"27.4.aE"	"Q4"
13	32	0.230236175617	"27.4.aE"	"Q4"
14	32	0	"27.4.aE"	"Q4"
15	32	0.240805203749	"27.4.aE"	"Q4"
1	33	0.133021660033	"27.4.aE"	"Q4"
2	33	0.152907963746	"27.4.aE"	"Q4"
3	33	0.168622488793	"27.4.aE"	"Q4"
4	33	0.181838590122	"27.4.aE"	"Q4"
5	33	0.193360642173	"27.4.aE"	"Q4"
6	33	0.203644821647	"27.4.aE"	"Q4"
7	33	0.212977775943	"27.4.aE"	"Q4"
8	33	0.221552772815	"27.4.aE"	"Q4"
9	33	0.229507019095	"27.4.aE"	"Q4"
10	33	0.236941846038	"27.4.aE"	"Q4"
11	33	0.243934464749	"27.4.aE"	"Q4"
12	33	0	"27.4.aE"	"Q4"
13	33	0	"27.4.aE"	"Q4"
14	33	0	"27.4.aE"	"Q4"
15	33	0.268524887852	"27.4.aE"	"Q4"
1	34	0.122238678495	"27.4.aE"	"Q4"
2	34	0.141318986718	"27.4.aE"	"Q4"
3	34	0.156469656709	"27.4.aE"	"Q4"
4	34	0.169256780452	"27.4.aE"	"Q4"
5	34	0.180436137717	"27.4.aE"	"Q4"
6	34	0.190437627217	"27.4.aE"	"Q4"
7	34	0.199532038761	"27.4.aE"	"Q4"
8	34	0.207902321568	"27.4.aE"	"Q4"
9	34	0.215678586912	"27.4.aE"	"Q4"
10	34	0.222957075878	"27.4.aE"	"Q4"
11	34	0.229811223595	"27.4.aE"	"Q4"
12	34	0.23629849472	"27.4.aE"	"Q4"
13	34	0	"27.4.aE"	"Q4"
14	34	0	"27.4.aE"	"Q4"
15	34	0.253977393726	"27.4.aE"	"Q4"
1	35	0.119176289651	"27.4.aE"	"Q4"
