"Dokumentnummer"	"Linjenummer"	"Art_kode"	"Registreringsmerke_seddel"	"Fangstår"	"SisteFangstdato"	"Redskap_kode"	"HovedgruppeRedskap_kode"	"Hovedområde_kode"	"Lokasjon_kode"	"StørsteLengde"	"Fartøynasjonalitet_kode"	"KystHav_kode"	"SalgslagID"	"Salgslag"	"Salgslag_kode"
"1581379"	1	"2013"	"PD379"	2022	"21.01.2022"	"53"	NA	"42"	"50"	NA	"GBR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587947"	1	"2013"	"TR0019F"	2022	"30.09.2022"	"11"	NA	"30"	"09"	64	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587912"	1	"2013"	"SF0045A"	2022	"29.09.2022"	"11"	NA	"28"	"51"	32.42	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589258"	2	"2013"	"VL0009AV"	2022	"31.10.2022"	"11"	NA	"08"	"55"	74.5	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589257"	2	"2013"	"VL0009AV"	2022	"31.10.2022"	"11"	NA	"08"	"55"	74.5	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589258"	3	"2013"	"VL0009AV"	2022	"31.10.2022"	"11"	NA	"08"	"55"	74.5	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587704"	1	"2013"	"H 0002F"	2022	"28.09.2022"	"11"	NA	"30"	"04"	64	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587705"	2	"2013"	"H 0002F"	2022	"28.09.2022"	"11"	NA	"30"	"04"	64	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587897"	2	"2013"	"SF0002S"	2022	"29.09.2022"	"11"	NA	"28"	"51"	46	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587687"	2	"2013"	"M 0200HØ"	2022	"28.09.2022"	"11"	NA	"30"	"04"	48.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587687"	1	"2013"	"M 0200HØ"	2022	"28.09.2022"	"11"	NA	"30"	"04"	48.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587400"	2	"2013"	"M 0116HØ"	2022	"23.09.2022"	"11"	NA	"30"	"09"	34.07	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587178"	1	"2013"	"H 0148AV"	2022	"20.09.2022"	"11"	NA	"30"	"08"	69.95	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589257"	1	"2013"	"VL0009AV"	2022	"31.10.2022"	"11"	NA	"08"	"55"	74.5	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587896"	1	"2013"	"SF0002S"	2022	"29.09.2022"	"11"	NA	"28"	"51"	46	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587398"	2	"2013"	"M 0108MD"	2022	"23.09.2022"	"11"	NA	"30"	"09"	37.95	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586879"	3	"2013"	"N 0118LN"	2022	"12.09.2022"	"11"	NA	"08"	"55"	75	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587912"	2	"2013"	"SF0045A"	2022	"29.09.2022"	"11"	NA	"28"	"51"	32.42	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586972"	2	"2013"	"SF0002S"	2022	"14.09.2022"	"11"	NA	"42"	"44"	46	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587178"	2	"2013"	"H 0148AV"	2022	"20.09.2022"	"11"	NA	"30"	"08"	69.95	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586879"	2	"2013"	"N 0118LN"	2022	"12.09.2022"	"11"	NA	"08"	"55"	75	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586879"	1	"2013"	"N 0118LN"	2022	"12.09.2022"	"11"	NA	"08"	"55"	75	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586973"	1	"2013"	"SF0002S"	2022	"14.09.2022"	"11"	NA	"42"	"44"	46	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586972"	1	"2013"	"SF0002S"	2022	"14.09.2022"	"11"	NA	"42"	"44"	46	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586973"	2	"2013"	"SF0002S"	2022	"14.09.2022"	"11"	NA	"42"	"44"	46	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587300"	1	"2013"	"N 0118L"	2022	"21.09.2022"	"11"	NA	"28"	"51"	35.49	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587116"	2	"2013"	"TF0195M"	2022	"19.09.2022"	"11"	NA	"30"	"14"	62.6	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586164"	1	"2013"	"VL0225AV"	2022	"04.09.2022"	"11"	NA	"28"	"51"	54.27	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586171"	1	"2013"	"VL0055A"	2022	"04.09.2022"	"11"	NA	"28"	"52"	33.76	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586771"	1	"2013"	"N 0118L"	2022	"11.09.2022"	"11"	NA	"28"	"52"	35.49	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586354"	3	"2013"	"TR0346ND"	2022	"06.09.2022"	"11"	NA	"08"	"55"	43.8	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586602"	2	"2013"	"T 0023T"	2022	"09.09.2022"	"11"	NA	"30"	"09"	38.05	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586343"	1	"2013"	"N 0145VR"	2022	"06.09.2022"	"11"	NA	"28"	"51"	37.57	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586764"	1	"2013"	"N 0118L"	2022	"11.09.2022"	"11"	NA	"28"	"51"	35.49	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586343"	2	"2013"	"N 0145VR"	2022	"06.09.2022"	"11"	NA	"28"	"51"	37.57	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586764"	2	"2013"	"N 0118L"	2022	"11.09.2022"	"11"	NA	"28"	"51"	35.49	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587400"	1	"2013"	"M 0116HØ"	2022	"23.09.2022"	"11"	NA	"30"	"09"	34.07	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587254"	2	"2013"	"M 0200HØ"	2022	"21.09.2022"	"11"	NA	"30"	"09"	48.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587506"	2	"2013"	"N 0024ME"	2022	"24.09.2022"	"11"	NA	"30"	"09"	67.4	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587506"	1	"2013"	"N 0024ME"	2022	"24.09.2022"	"11"	NA	"30"	"09"	67.4	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586623"	2	"2013"	"VL0264AV"	2022	"10.09.2022"	"11"	NA	"30"	"09"	87.8	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586772"	1	"2013"	"N 0118L"	2022	"11.09.2022"	"11"	NA	"28"	"51"	35.49	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587551"	2	"2013"	"M 0200HØ"	2022	"25.09.2022"	"11"	NA	"30"	"04"	48.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587551"	1	"2013"	"M 0200HØ"	2022	"25.09.2022"	"11"	NA	"30"	"04"	48.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587028"	2	"2013"	"N 0024ME"	2022	"15.09.2022"	"11"	NA	"08"	"54"	67.4	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587002"	1	"2013"	"N 0025ME"	2022	"14.09.2022"	"11"	NA	"42"	"44"	41.45	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586354"	2	"2013"	"TR0346ND"	2022	"06.09.2022"	"11"	NA	"08"	"55"	43.8	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587895"	1	"2013"	"SF0002S"	2022	"29.09.2022"	"11"	NA	"28"	"51"	46	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587300"	2	"2013"	"N 0118L"	2022	"21.09.2022"	"11"	NA	"28"	"51"	35.49	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587116"	1	"2013"	"TF0195M"	2022	"19.09.2022"	"11"	NA	"30"	"14"	62.6	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585703"	1	"2013"	"M 0116HØ"	2022	"29.08.2022"	"11"	NA	"30"	"14"	34.07	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584769"	3	"2013"	"M 0030M"	2022	"18.08.2022"	"11"	NA	"30"	"13"	65	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584770"	3	"2013"	"M 0030M"	2022	"18.08.2022"	"11"	NA	"30"	"13"	65	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584770"	2	"2013"	"M 0030M"	2022	"18.08.2022"	"11"	NA	"30"	"13"	65	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584893"	2	"2013"	"T 0200LK"	2022	"20.08.2022"	"11"	NA	"30"	"13"	39.7	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584845"	1	"2013"	"N 0118L"	2022	"19.08.2022"	"11"	NA	"30"	"08"	35.49	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584382"	1	"2013"	"N 0118L"	2022	"13.08.2022"	"11"	NA	"34"	"05"	35.49	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586171"	2	"2013"	"VL0055A"	2022	"04.09.2022"	"11"	NA	"28"	"52"	33.76	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586602"	1	"2013"	"T 0023T"	2022	"09.09.2022"	"11"	NA	"30"	"09"	38.05	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585358"	2	"2013"	"M 0200HØ"	2022	"25.08.2022"	"11"	NA	"07"	"20"	48.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585358"	1	"2013"	"M 0200HØ"	2022	"25.08.2022"	"11"	NA	"07"	"20"	48.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584383"	1	"2013"	"N 0118L"	2022	"13.08.2022"	"11"	NA	"34"	"05"	35.49	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584383"	2	"2013"	"N 0118L"	2022	"13.08.2022"	"11"	NA	"34"	"05"	35.49	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584382"	2	"2013"	"N 0118L"	2022	"13.08.2022"	"11"	NA	"34"	"05"	35.49	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584894"	2	"2013"	"T 0200LK"	2022	"20.08.2022"	"11"	NA	"30"	"13"	39.7	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584769"	2	"2013"	"M 0030M"	2022	"18.08.2022"	"11"	NA	"30"	"13"	65	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585122"	1	"2013"	"N 0210BØ"	2022	"22.08.2022"	"11"	NA	"30"	"13"	44.2	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585122"	2	"2013"	"N 0210BØ"	2022	"22.08.2022"	"11"	NA	"30"	"13"	44.2	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586623"	1	"2013"	"VL0264AV"	2022	"10.09.2022"	"11"	NA	"30"	"09"	87.8	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585340"	1	"2013"	"SF0230F"	2022	"25.08.2022"	"11"	NA	"07"	"20"	64.2	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584601"	2	"2013"	"VL0063AV"	2022	"16.08.2022"	"11"	NA	"34"	"05"	61.75	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585340"	2	"2013"	"SF0230F"	2022	"25.08.2022"	"11"	NA	"07"	"20"	64.2	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584601"	1	"2013"	"VL0063AV"	2022	"16.08.2022"	"11"	NA	"34"	"05"	61.75	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584716"	1	"2013"	"SF0002S"	2022	"17.08.2022"	"11"	NA	"30"	"14"	46	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585659"	2	"2013"	"N 0118L"	2022	"29.08.2022"	"11"	NA	"30"	"14"	35.49	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585494"	1	"2013"	"M 0625H"	2022	"27.08.2022"	"11"	NA	"30"	"14"	75.4	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584607"	1	"2013"	"T 0200LK"	2022	"16.08.2022"	"11"	NA	"34"	"05"	39.7	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584912"	2	"2013"	"SF0246A"	2022	"20.08.2022"	"11"	NA	"30"	"13"	36.34	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586973"	3	"2013"	"SF0002S"	2022	"14.09.2022"	"11"	NA	"42"	"44"	46	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585695"	2	"2013"	"M 0200HØ"	2022	"29.08.2022"	"11"	NA	"30"	"13"	48.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585696"	1	"2013"	"M 0200HØ"	2022	"29.08.2022"	"11"	NA	"30"	"14"	48.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585693"	1	"2013"	"AG0014K"	2022	"29.08.2022"	"11"	NA	"30"	"14"	44.85	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584912"	1	"2013"	"SF0246A"	2022	"20.08.2022"	"11"	NA	"30"	"13"	36.34	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584913"	1	"2013"	"SF0246A"	2022	"20.08.2022"	"11"	NA	"30"	"13"	36.34	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584608"	1	"2013"	"T 0200LK"	2022	"16.08.2022"	"11"	NA	"34"	"05"	39.7	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584607"	2	"2013"	"T 0200LK"	2022	"16.08.2022"	"11"	NA	"34"	"05"	39.7	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587028"	1	"2013"	"N 0024ME"	2022	"15.09.2022"	"11"	NA	"08"	"54"	67.4	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585693"	2	"2013"	"AG0014K"	2022	"29.08.2022"	"11"	NA	"30"	"14"	44.85	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584893"	1	"2013"	"T 0200LK"	2022	"20.08.2022"	"11"	NA	"30"	"13"	39.7	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584913"	2	"2013"	"SF0246A"	2022	"20.08.2022"	"11"	NA	"30"	"13"	36.34	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587002"	2	"2013"	"N 0025ME"	2022	"14.09.2022"	"11"	NA	"42"	"44"	41.45	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587254"	1	"2013"	"M 0200HØ"	2022	"21.09.2022"	"11"	NA	"30"	"09"	48.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584894"	1	"2013"	"T 0200LK"	2022	"20.08.2022"	"11"	NA	"30"	"13"	39.7	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585659"	1	"2013"	"N 0118L"	2022	"29.08.2022"	"11"	NA	"30"	"14"	35.49	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585493"	2	"2013"	"M 0625H"	2022	"27.08.2022"	"11"	NA	"30"	"14"	75.4	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587300"	3	"2013"	"N 0118L"	2022	"21.09.2022"	"11"	NA	"28"	"51"	35.49	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586354"	1	"2013"	"TR0346ND"	2022	"06.09.2022"	"11"	NA	"08"	"55"	43.8	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587705"	1	"2013"	"H 0002F"	2022	"28.09.2022"	"11"	NA	"30"	"04"	64	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585494"	2	"2013"	"M 0625H"	2022	"27.08.2022"	"11"	NA	"30"	"14"	75.4	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585495"	1	"2013"	"M 0625H"	2022	"27.08.2022"	"11"	NA	"30"	"14"	75.4	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585492"	2	"2013"	"N 0118L"	2022	"27.08.2022"	"11"	NA	"30"	"14"	35.49	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585495"	2	"2013"	"M 0625H"	2022	"27.08.2022"	"11"	NA	"30"	"14"	75.4	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585695"	1	"2013"	"M 0200HØ"	2022	"29.08.2022"	"11"	NA	"30"	"13"	48.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585696"	2	"2013"	"M 0200HØ"	2022	"29.08.2022"	"11"	NA	"30"	"14"	48.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585341"	1	"2013"	"M 0029HØ"	2022	"25.08.2022"	"11"	NA	"30"	"14"	77.5	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585492"	1	"2013"	"N 0118L"	2022	"27.08.2022"	"11"	NA	"30"	"14"	35.49	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585341"	2	"2013"	"M 0029HØ"	2022	"25.08.2022"	"11"	NA	"30"	"14"	77.5	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585493"	1	"2013"	"M 0625H"	2022	"27.08.2022"	"11"	NA	"30"	"14"	75.4	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585346"	1	"2013"	"N 0025ME"	2022	"25.08.2022"	"11"	NA	"30"	"14"	41.45	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584844"	1	"2013"	"N 0118L"	2022	"19.08.2022"	"11"	NA	"30"	"08"	35.49	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584844"	2	"2013"	"N 0118L"	2022	"19.08.2022"	"11"	NA	"30"	"08"	35.49	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584845"	2	"2013"	"N 0118L"	2022	"19.08.2022"	"11"	NA	"30"	"08"	35.49	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585347"	1	"2013"	"N 0025ME"	2022	"25.08.2022"	"11"	NA	"07"	"20"	41.45	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585347"	2	"2013"	"N 0025ME"	2022	"25.08.2022"	"11"	NA	"07"	"20"	41.45	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587398"	1	"2013"	"M 0108MD"	2022	"23.09.2022"	"11"	NA	"30"	"09"	37.95	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587947"	2	"2013"	"TR0019F"	2022	"30.09.2022"	"11"	NA	"30"	"09"	64	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584716"	3	"2013"	"SF0002S"	2022	"17.08.2022"	"11"	NA	"30"	"14"	46	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585703"	2	"2013"	"M 0116HØ"	2022	"29.08.2022"	"11"	NA	"30"	"14"	34.07	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1585346"	2	"2013"	"N 0025ME"	2022	"25.08.2022"	"11"	NA	"30"	"14"	41.45	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586164"	2	"2013"	"VL0225AV"	2022	"04.09.2022"	"11"	NA	"28"	"51"	54.27	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586164"	3	"2013"	"VL0225AV"	2022	"04.09.2022"	"11"	NA	"28"	"51"	54.27	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587897"	1	"2013"	"SF0002S"	2022	"29.09.2022"	"11"	NA	"28"	"51"	46	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584608"	2	"2013"	"T 0200LK"	2022	"16.08.2022"	"11"	NA	"34"	"05"	39.7	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584600"	2	"2013"	"VL0063AV"	2022	"16.08.2022"	"11"	NA	"34"	"05"	61.75	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584600"	1	"2013"	"VL0063AV"	2022	"16.08.2022"	"11"	NA	"34"	"05"	61.75	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586165"	2	"2013"	"VL0225AV"	2022	"04.09.2022"	"11"	NA	"28"	"51"	54.27	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584728"	2	"2013"	"M 0108MD"	2022	"17.08.2022"	"11"	NA	"30"	"13"	37.95	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584728"	1	"2013"	"M 0108MD"	2022	"17.08.2022"	"11"	NA	"30"	"13"	37.95	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584770"	1	"2013"	"M 0030M"	2022	"18.08.2022"	"11"	NA	"30"	"13"	65	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584769"	1	"2013"	"M 0030M"	2022	"18.08.2022"	"11"	NA	"30"	"13"	65	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589257"	3	"2013"	"VL0009AV"	2022	"31.10.2022"	"11"	NA	"08"	"55"	74.5	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589258"	1	"2013"	"VL0009AV"	2022	"31.10.2022"	"11"	NA	"08"	"55"	74.5	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589598"	3	"2013"	"PD379"	2022	"08.11.2022"	"53"	NA	"42"	"52"	NA	"GBR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589598"	2	"2013"	"PD379"	2022	"08.11.2022"	"53"	NA	"42"	"52"	NA	"GBR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589587"	1	"2013"	"LK145"	2022	"06.11.2022"	"53"	NA	"42"	"52"	NA	"GBR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589587"	2	"2013"	"LK145"	2022	"06.11.2022"	"53"	NA	"42"	"52"	NA	"GBR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589411"	2	"2013"	"PD379"	2022	"04.11.2022"	"53"	NA	"42"	"52"	NA	"GBR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587505"	1	"2013"	"N 0024ME"	2022	"24.09.2022"	"53"	NA	"30"	"09"	67.4	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587505"	2	"2013"	"N 0024ME"	2022	"24.09.2022"	"53"	NA	"30"	"09"	67.4	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589598"	1	"2013"	"PD379"	2022	"08.11.2022"	"53"	NA	"42"	"52"	NA	"GBR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589411"	1	"2013"	"PD379"	2022	"04.11.2022"	"53"	NA	"42"	"52"	NA	"GBR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589411"	3	"2013"	"PD379"	2022	"04.11.2022"	"53"	NA	"42"	"52"	NA	"GBR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589587"	3	"2013"	"LK145"	2022	"06.11.2022"	"53"	NA	"42"	"52"	NA	"GBR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589503"	3	"2013"	"LK145"	2022	"06.11.2022"	"53"	NA	"42"	"52"	NA	"GBR"	0	951206091	"Norges Sildesalgslag"	"8"
"1588996"	2	"2013"	"PD379"	2022	"26.10.2022"	"53"	NA	"42"	"52"	NA	"GBR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589503"	2	"2013"	"LK145"	2022	"06.11.2022"	"53"	NA	"42"	"52"	NA	"GBR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587117"	1	"2013"	"TF0195M"	2022	"19.09.2022"	"53"	NA	"30"	"14"	62.6	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589725"	2	"2013"	"LK145"	2022	"11.11.2022"	"53"	NA	"42"	"52"	NA	"GBR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589725"	1	"2013"	"LK145"	2022	"11.11.2022"	"53"	NA	"42"	"52"	NA	"GBR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589725"	3	"2013"	"LK145"	2022	"11.11.2022"	"53"	NA	"42"	"52"	NA	"GBR"	0	951206091	"Norges Sildesalgslag"	"8"
"1588996"	1	"2013"	"PD379"	2022	"26.10.2022"	"53"	NA	"42"	"52"	NA	"GBR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589503"	1	"2013"	"LK145"	2022	"06.11.2022"	"53"	NA	"42"	"52"	NA	"GBR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586877"	1	"2013"	"N 0118LN"	2022	"12.09.2022"	"53"	NA	"28"	"51"	75	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586622"	1	"2013"	"VL0264AV"	2022	"10.09.2022"	"53"	NA	"30"	"09"	87.8	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587027"	1	"2013"	"N 0024ME"	2022	"15.09.2022"	"53"	NA	"08"	"54"	67.4	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586712"	3	"2013"	"M 0001HØ"	2022	"11.09.2022"	"53"	NA	"28"	"51"	75.4	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587027"	3	"2013"	"N 0024ME"	2022	"15.09.2022"	"53"	NA	"08"	"54"	67.4	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587117"	2	"2013"	"TF0195M"	2022	"19.09.2022"	"53"	NA	"30"	"14"	62.6	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586711"	1	"2013"	"M 0001HØ"	2022	"11.09.2022"	"53"	NA	"28"	"52"	75.4	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586711"	2	"2013"	"M 0001HØ"	2022	"11.09.2022"	"53"	NA	"28"	"52"	75.4	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586624"	1	"2013"	"VL0264AV"	2022	"10.09.2022"	"53"	NA	"30"	"09"	87.8	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586878"	1	"2013"	"N 0118LN"	2022	"12.09.2022"	"53"	NA	"08"	"55"	75	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586877"	2	"2013"	"N 0118LN"	2022	"12.09.2022"	"53"	NA	"28"	"51"	75	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586712"	1	"2013"	"M 0001HØ"	2022	"11.09.2022"	"53"	NA	"28"	"51"	75.4	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586878"	2	"2013"	"N 0118LN"	2022	"12.09.2022"	"53"	NA	"08"	"55"	75	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586622"	2	"2013"	"VL0264AV"	2022	"10.09.2022"	"53"	NA	"30"	"09"	87.8	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1586624"	2	"2013"	"VL0264AV"	2022	"10.09.2022"	"53"	NA	"30"	"09"	87.8	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1581300"	1	"2013"	"FR229"	2022	"15.01.2022"	"53"	NA	"42"	"50"	NA	"GBR"	0	951206091	"Norges Sildesalgslag"	"8"
