"Dokumentnummer"	"Linjenummer"	"Art_kode"	"Registreringsmerke_seddel"	"Fangstår"	"SisteFangstdato"	"Redskap_kode"	"HovedgruppeRedskap_kode"	"Hovedområde_kode"	"Lokasjon_kode"	"StørsteLengde"	"Fartøynasjonalitet_kode"	"KystHav_kode"	"id"	"Dokumenttype_Kode"	"Dokumenttype_Bokmål"	"DokumentVersjonsnummer"	"DokumentFormulardato"	"DokumentElektroniskDato"
"1573352"	2	"2013"	"R 0003K"	2021	"01.06.2021"	"53"	NA	"28"	"51"	61.75	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"02.06.2021"	"10.06.2021 09:22:03.096"
"1574621"	2	"2013"	"R 0020V"	2021	"09.07.2021"	"53"	NA	"28"	"52"	49.9	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"10.07.2021"	"20.07.2021 12:40:02.145"
"1573682"	2	"2013"	"VL0182AV"	2021	"12.06.2021"	"53"	NA	"09"	"08"	74.6	"NOR"	8	NA	0	"Sluttseddeldokument"	4	"12.06.2021"	"23.06.2021 14:56:06.032"
"1574238"	2	"2013"	"H 0001AV"	2021	"29.06.2021"	"53"	NA	"28"	"09"	67	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"29.06.2021"	"09.07.2021 07:00:03.205"
"1574764"	5	"2013"	"H 0004B"	2021	"16.07.2021"	"53"	NA	"28"	"09"	68.3	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"17.07.2021"	"28.07.2021 08:12:05.557"
"1579542"	7	"2013"	"H 0020B"	2021	"08.11.2021"	"53"	NA	"08"	"13"	63.97	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"09.11.2021"	"23.11.2021 11:02:02.664"
"1573898"	4	"2013"	"H 0388B"	2021	"18.06.2021"	"53"	NA	"28"	"51"	68.8	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"19.06.2021"	"05.07.2021 07:40:02.183"
"1579209"	1	"2013"	"H 0020B"	2021	"31.10.2021"	"53"	NA	"08"	"14"	63.97	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"01.11.2021"	"12.11.2021 13:47:39.168"
"1578180"	10	"2013"	"H 0030B"	2021	"09.10.2021"	"53"	NA	"08"	"13"	61.86	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"10.10.2021"	"14.10.2021 07:44:05.230"
"1578009"	9	"2013"	"H 0004B"	2021	"06.10.2021"	"53"	NA	"08"	"11"	68.3	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"07.10.2021"	"14.10.2021 07:44:02.454"
"1577515"	4	"2013"	"M 0101SM"	2021	"22.09.2021"	"51"	NA	"08"	"13"	53	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"23.09.2021"	"05.10.2021 12:54:08.323"
"1577507"	8	"2013"	"H 0140AV"	2021	"22.09.2021"	"51"	NA	"08"	"07"	64	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"23.09.2021"	"05.10.2021 12:54:03.035"
"1572992"	6	"2013"	"R 0001K"	2021	"17.05.2021"	"51"	NA	"41"	"74"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"18.05.2021"	"28.05.2021 10:24:03.038"
"1572835"	6	"2013"	"M 0031HØ"	2021	"20.04.2021"	"51"	NA	"41"	"75"	62.6	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"22.04.2021"	"03.05.2021 15:22:34.128"
"1573206"	6	"2013"	"R 0007K"	2021	"28.05.2021"	"51"	NA	"41"	"74"	60.4	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"29.05.2021"	"10.06.2021 08:48:02.994"
"1573034"	7	"2013"	"VA0095K"	2021	"20.05.2021"	"51"	NA	"41"	"74"	38.7	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"21.05.2021"	"04.06.2021 11:36:09.726"
"1572857"	6	"2013"	"H 0030B"	2021	"24.04.2021"	"51"	NA	"08"	"06"	61.86	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"25.04.2021"	"03.05.2021 15:22:22.724"
"1572865"	5	"2013"	"M 0031HØ"	2021	"25.04.2021"	"51"	NA	"08"	"06"	62.6	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"27.04.2021"	"07.05.2021 08:34:02.361"
"1574124"	10	"2013"	"H 0030B"	2021	"24.06.2021"	"51"	NA	"08"	"14"	61.86	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"25.06.2021"	"01.07.2021 13:36:10.519"
"1572862"	5	"2013"	"H 0020B"	2021	"25.04.2021"	"51"	NA	"08"	"06"	63.97	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"26.04.2021"	"06.05.2021 08:28:05.612"
"1572986"	6	"2013"	"H 0017BN"	2021	"16.05.2021"	"51"	NA	"08"	"13"	42.9	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"17.05.2021"	"28.05.2021 13:54:03.040"
"1573033"	4	"2013"	"VA0330S"	2021	"20.05.2021"	"51"	NA	"41"	"74"	40.3	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"21.05.2021"	"04.06.2021 11:40:03.005"
"1572781"	4	"2013"	"R 0001K"	2021	"04.04.2021"	"51"	NA	"08"	"13"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"05.04.2021"	"14.04.2021 07:54:02.636"
"1572941"	4	"2013"	"R 0007K"	2021	"09.05.2021"	"51"	NA	"41"	"75"	60.4	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"10.05.2021"	"25.05.2021 12:22:08.487"
"1572896"	3	"2013"	"R 0007K"	2021	"01.05.2021"	"51"	NA	"08"	"06"	60.4	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"02.05.2021"	"07.05.2021 15:22:02.123"
"1572926"	3	"2013"	"R 0001K"	2021	"05.05.2021"	"51"	NA	"08"	"06"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"06.05.2021"	"20.05.2021 08:16:02.921"
"1573035"	6	"2013"	"H 0030B"	2021	"20.05.2021"	"51"	NA	"41"	"74"	61.86	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"21.05.2021"	"04.06.2021 11:38:02.858"
"1572828"	5	"2013"	"R 0001K"	2021	"20.04.2021"	"51"	NA	"41"	"75"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"21.04.2021"	"03.05.2021 15:22:17.479"
"1572836"	3	"2013"	"M 0095MD"	2021	"20.04.2021"	"51"	NA	"41"	"75"	62.6	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"22.04.2021"	"03.05.2021 15:22:20.245"
"1576021"	6	"2013"	"R 0022B"	2021	"24.08.2021"	"51"	NA	"08"	"07"	42.5	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"25.08.2021"	"02.09.2021 08:50:06.103"
"1577499"	6	"2013"	"R 0022B"	2021	"22.09.2021"	"51"	NA	"08"	"07"	42.5	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"23.09.2021"	"05.10.2021 12:52:06.345"
"1574348"	5	"2013"	"H 0175B"	2021	"03.07.2021"	"51"	NA	"28"	"09"	61.54	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"04.07.2021"	"15.07.2021 09:54:02.659"
"1577347"	8	"2013"	"M 0101SM"	2021	"18.09.2021"	"51"	NA	"08"	"07"	53	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"19.09.2021"	"05.10.2021 12:34:03.077"
"1574397"	6	"2013"	"H 0388B"	2021	"04.07.2021"	"51"	NA	"28"	"09"	68.8	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"05.07.2021"	"15.07.2021 09:54:07.172"
"1574460"	20	"2013"	"R 0001K"	2021	"05.07.2021"	"51"	NA	"08"	"14"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"06.07.2021"	"15.07.2021 09:58:02.726"
"1574454"	13	"2013"	"R 0022B"	2021	"05.07.2021"	"51"	NA	"08"	"14"	42.5	"NOR"	0	NA	0	"Sluttseddeldokument"	2	"06.07.2021"	"15.07.2021 09:56:02.704"
"1577510"	8	"2013"	"H 0388B"	2021	"22.09.2021"	"51"	NA	"08"	"10"	68.8	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"23.09.2021"	"05.10.2021 12:54:06.110"
"1579216"	8	"2013"	"H 0221B"	2021	"31.10.2021"	"51"	NA	"08"	"13"	49.96	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"01.11.2021"	"12.11.2021 13:52:12.269"
"1576011"	4	"2013"	"VA0330S"	2021	"24.08.2021"	"51"	NA	"08"	"07"	40.3	"NOR"	0	NA	0	"Sluttseddeldokument"	5	"25.08.2021"	"27.09.2021 10:22:03.050"
"1575609"	6	"2013"	"R 0022B"	2021	"17.08.2021"	"51"	NA	"08"	"14"	42.5	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"18.08.2021"	"01.09.2021 12:16:03.280"
"1574847"	12	"2013"	"R 0001K"	2021	"25.07.2021"	"51"	NA	"28"	"09"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"26.07.2021"	"05.08.2021 14:30:07.178"
"1574767"	2	"2013"	"R 0001K"	2021	"17.07.2021"	"51"	NA	"08"	"14"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	5	"18.07.2021"	"28.07.2021 08:14:02.436"
"1572882"	5	"2013"	"R 0022B"	2021	"29.04.2021"	"51"	NA	"08"	"06"	42.5	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"30.04.2021"	"07.05.2021 08:22:02.150"
"1574762"	3	"2013"	"R 0003K"	2021	"16.07.2021"	"51"	NA	"42"	"14"	61.75	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"17.07.2021"	"28.07.2021 08:12:02.282"
"1572894"	4	"2013"	"R 0003K"	2021	"30.04.2021"	"51"	NA	"08"	"06"	61.75	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"01.05.2021"	"06.05.2021 08:32:03.066"
"1573544"	2	"2013"	"N 0200B"	2021	"07.06.2021"	"11"	NA	"08"	"13"	69.77	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"08.06.2021"	"17.06.2021 15:02:10.421"
"1573432"	2	"2013"	"F 0004H"	2021	"04.06.2021"	"11"	NA	"08"	"53"	44.35	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"04.06.2021"	"11.06.2021 12:36:10.491"
"1573514"	2	"2013"	"VL0167AV"	2021	"06.06.2021"	"11"	NA	"28"	"51"	63.5	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"07.06.2021"	"17.06.2021 14:46:05.829"
"1574394"	2	"2013"	"SF0008SU"	2021	"04.07.2021"	"11"	NA	"08"	"13"	27.1	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"04.07.2021"	"20.07.2021 10:42:58.380"
"1573438"	2	"2013"	"SF0008A"	2021	"04.06.2021"	"11"	NA	"08"	"11"	44.85	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"05.06.2021"	"21.06.2021 09:34:07.625"
"1573647"	2	"2013"	"T 0025I"	2021	"11.06.2021"	"11"	NA	"08"	"07"	54.27	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"11.06.2021"	"24.06.2021 12:20:07.220"
"1573657"	2	"2013"	"SF0008SU"	2021	"11.06.2021"	"11"	NA	"08"	"07"	27.1	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"11.06.2021"	"24.06.2021 09:26:02.625"
"1579579"	1	"2013"	"H 0011S"	2021	"04.11.2021"	"11"	NA	"28"	"01"	11.29	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"09.11.2021"	"10.11.2021 11:12:07.526"
"1579578"	1	"2013"	"H 0047S"	2021	"04.11.2021"	"11"	NA	"28"	"01"	7.67	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"09.11.2021"	"10.11.2021 11:12:05.944"
"1579576"	1	"2013"	"H 0077S"	2021	"04.11.2021"	"11"	NA	"28"	"01"	6.4	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"09.11.2021"	"10.11.2021 11:12:02.660"
"1573488"	2	"2013"	"SF0001V"	2021	"05.06.2021"	"11"	NA	"08"	"55"	56.2	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"06.06.2021"	"17.06.2021 14:02:05.435"
"1573667"	2	"2013"	"H 0010AM"	2021	"11.06.2021"	"11"	NA	"08"	"55"	57.5	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"12.06.2021"	"24.06.2021 12:20:09.826"
"1573638"	2	"2013"	"VL0050G"	2021	"10.06.2021"	"11"	NA	"08"	"07"	34.99	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"11.06.2021"	"22.06.2021 08:28:08.322"
"1573474"	2	"2013"	"F 0184M"	2021	"04.06.2021"	"11"	NA	"08"	"11"	61.75	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"05.06.2021"	"17.06.2021 14:40:06.286"
"1573631"	2	"2013"	"N 0053BØ"	2021	"10.06.2021"	"11"	NA	"08"	"55"	37.52	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"11.06.2021"	"24.06.2021 09:22:02.574"
"1574204"	2	"2013"	"VL0167AV"	2021	"27.06.2021"	"11"	NA	"08"	"55"	63.5	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"28.06.2021"	"06.07.2021 07:46:02.429"
"3212083"	1	"2013"	"AG0012LS"	2021	"01.09.2021"	"34"	NA	"09"	"30"	12.96	"NOR"	8	NA	0	"Sluttseddeldokument"	14	"01.09.2021"	"13.01.2022 14:01:02.843"
"10326"	28	"2013"	"M 0110G"	2021	"19.09.2021"	"51"	NA	"08"	"05"	74.8	"NOR"	0	NA	1	"Landingsdokument"	5	"23.09.2021 16:16:00"	"06.10.2021 09:54:39.554"
"10248"	24	"2013"	"M 0069G"	2021	"24.08.2021"	"51"	NA	"08"	"09"	66.28	"NOR"	0	NA	1	"Landingsdokument"	19	"28.08.2021 20:30:00"	"10.05.2022 09:00:43.097"
"235887"	1	"2013"	"M 0069G"	2021	"24.08.2021"	"51"	NA	"08"	"09"	66.28	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"10.05.2022 08:33:00"	"18.05.2022 12:22:39.750"
"1572993"	3	"2013"	"M 0158SM"	2021	"17.05.2021"	"51"	NA	"41"	"74"	53.9	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"18.05.2021"	"28.05.2021 13:56:02.957"
"1578272"	6	"2013"	"H 0221B"	2021	"10.10.2021"	"51"	NA	"08"	"13"	49.96	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"11.10.2021"	"19.10.2021 07:38:02.439"
"1574753"	4	"2013"	"H 0002F"	2021	"15.07.2021"	"53"	NA	"08"	"13"	64	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"15.07.2021"	"23.07.2021 09:04:03.276"
"1574808"	4	"2013"	"R 0007K"	2021	"21.07.2021"	"53"	NA	"28"	"52"	60.4	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"22.07.2021"	"30.07.2021 13:44:07.856"
"1572793"	4	"2013"	"H 0140AV"	2021	"12.04.2021"	"53"	NA	"08"	"14"	64	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"15.04.2021"	"23.04.2021 08:36:02.435"
"1575347"	2	"2013"	"H 0175B"	2021	"13.08.2021"	"53"	NA	"28"	"51"	61.54	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"14.08.2021"	"23.08.2021 14:48:02.417"
"1574759"	2	"2013"	"VL0001ØN"	2021	"16.07.2021"	"53"	NA	"28"	"52"	86.1	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"16.07.2021"	"23.07.2021 09:18:06.218"
"1579677"	4	"2013"	"M 0095MD"	2021	"11.11.2021"	"53"	NA	"08"	"13"	62.6	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"12.11.2021"	"19.11.2021 08:10:07.087"
"1574594"	2	"2013"	"H 0069S"	2021	"09.07.2021"	"53"	NA	"28"	"52"	61.88	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"10.07.2021"	"20.07.2021 11:40:15.405"
"1574549"	2	"2013"	"H 0001AV"	2021	"08.07.2021"	"53"	NA	"28"	"52"	67	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"08.07.2021"	"20.07.2021 11:14:07.278"
"1574756"	2	"2013"	"H 0140AV"	2021	"15.07.2021"	"53"	NA	"28"	"52"	64	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"16.07.2021"	"23.07.2021 09:18:03.104"
"1573896"	2	"2013"	"H 0175B"	2021	"18.06.2021"	"53"	NA	"28"	"51"	61.54	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"19.06.2021"	"24.06.2021 09:18:08.158"
"1574548"	7	"2013"	"H 0002F"	2021	"08.07.2021"	"53"	NA	"08"	"13"	64	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"08.07.2021"	"20.07.2021 11:14:02.901"
"1574835"	5	"2013"	"H 0002F"	2021	"24.07.2021"	"53"	NA	"08"	"11"	64	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"25.07.2021"	"30.07.2021 13:48:02.519"
"1579634"	6	"2013"	"H 0030B"	2021	"10.11.2021"	"51"	NA	"08"	"13"	61.86	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"11.11.2021"	"19.11.2021 08:10:02.831"
"1572825"	3	"2013"	"H 0175B"	2021	"19.04.2021"	"51"	NA	"41"	"75"	61.54	"NOR"	0	NA	0	"Sluttseddeldokument"	5	"20.04.2021"	"03.05.2021 08:06:03.152"
"1572931"	2	"2013"	"H 0004B"	2021	"06.05.2021"	"51"	NA	"08"	"06"	68.3	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"08.05.2021"	"25.05.2021 08:30:07.859"
"1572956"	3	"2013"	"H 0175B"	2021	"10.05.2021"	"51"	NA	"41"	"75"	61.54	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"11.05.2021"	"25.05.2021 08:34:03.529"
"1572935"	3	"2013"	"T 0055G"	2021	"08.05.2021"	"51"	NA	"08"	"06"	69.99	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"10.05.2021"	"25.05.2021 08:32:02.992"
"1572966"	3	"2013"	"H 0030B"	2021	"11.05.2021"	"51"	NA	"41"	"75"	61.86	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"12.05.2021"	"25.05.2021 08:38:04.218"
"1572847"	6	"2013"	"H 0004B"	2021	"21.04.2021"	"51"	NA	"08"	"06"	68.3	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"23.04.2021"	"30.04.2021 08:10:06.390"
"1572919"	2	"2013"	"M 0158SM"	2021	"03.05.2021"	"51"	NA	"08"	"06"	53.9	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"04.05.2021"	"07.05.2021 15:30:02.096"
"1572973"	5	"2013"	"VL0001ØN"	2021	"12.05.2021"	"51"	NA	"41"	"75"	86.1	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"13.05.2021"	"25.05.2021 08:42:03.037"
"1573032"	3	"2013"	"H 0388B"	2021	"20.05.2021"	"51"	NA	"41"	"74"	68.8	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"21.05.2021"	"31.05.2021 14:50:03.189"
"1573044"	3	"2013"	"H 0365AV"	2021	"21.05.2021"	"51"	NA	"41"	"74"	78.75	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"23.05.2021"	"31.05.2021 14:54:06.768"
"1572856"	4	"2013"	"R 0001K"	2021	"24.04.2021"	"51"	NA	"08"	"06"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"25.04.2021"	"03.05.2021 08:38:08.752"
"1573045"	6	"2013"	"R 0022B"	2021	"21.05.2021"	"51"	NA	"41"	"74"	42.5	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"23.05.2021"	"28.05.2021 14:06:07.469"
"1572895"	5	"2013"	"H 0001AV"	2021	"30.04.2021"	"51"	NA	"08"	"06"	67	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"01.05.2021"	"06.05.2021 08:32:07.115"
"1573848"	6	"2013"	"R 0003K"	2021	"17.06.2021"	"51"	NA	"08"	"01"	61.75	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"18.06.2021"	"29.06.2021 06:30:07.563"
"1573828"	9	"2013"	"H 0004B"	2021	"16.06.2021"	"51"	NA	"08"	"14"	68.3	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"17.06.2021"	"29.06.2021 06:28:02.609"
"1572833"	7	"2013"	"M 0023HØ"	2021	"20.04.2021"	"51"	NA	"08"	"06"	69.95	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"22.04.2021"	"30.04.2021 08:08:03.382"
"1573093"	4	"2013"	"M 0095MD"	2021	"25.05.2021"	"51"	NA	"41"	"74"	62.6	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"26.05.2021"	"04.06.2021 08:14:03.083"
"1574619"	9	"2013"	"H 0221B"	2021	"10.07.2021"	"51"	NA	"08"	"14"	49.96	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"10.07.2021"	"20.07.2021 12:38:02.047"
"1574641"	5	"2013"	"H 0017BN"	2021	"11.07.2021"	"51"	NA	"08"	"07"	42.9	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"12.07.2021"	"20.07.2021 12:40:07.351"
