"Dokumentnummer"	"Linjenummer"	"Art_kode"	"Registreringsmerke_seddel"	"Fangstår"	"SisteFangstdato"	"Redskap_kode"	"HovedgruppeRedskap_kode"	"Hovedområde_kode"	"Lokasjon_kode"	"StørsteLengde"	"Fartøynasjonalitet_kode"	"KystHav_kode"	"Fangstfelt_kode"	"Hovedområde_bokmål"	"Sone_kode"	"Sone_bokmål"	"Områdegruppering_bokmål"	"HovedområdeFAO_kode"	"HovedområdeFAO_bokmål"	"NordSørFor62GraderNord"	"Fangstdagbok_nummer"	"Fangstdagbok_turnummer"
"1594328"	7	"2013"	"R 0011K"	2023	"02.08.2023"	"53"	NA	"08"	"13"	65	"NOR"	0	"00813"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1594526"	4	"2013"	"H 0175B"	2023	"14.08.2023"	"53"	NA	"08"	"54"	61.54	"NOR"	0	"00854"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1595883"	6	"2013"	"R 0022B"	2023	"10.09.2023"	"53"	NA	"08"	"14"	42.5	"NOR"	0	"00814"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1597123"	1	"2013"	"H 0175B"	2023	"09.10.2023"	"53"	NA	"08"	"54"	61.54	"NOR"	0	"00854"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1592688"	6	"2013"	"R 0022B"	2023	"30.05.2023"	"53"	NA	"08"	"14"	42.5	"NOR"	0	"00814"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1594350"	2	"2013"	"H 0074AV"	2023	"03.08.2023"	"53"	NA	"28"	"51"	64	"NOR"	0	"02851"	"Vikingbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1597861"	2	"2013"	"H 0004B"	2023	"31.10.2023"	"53"	NA	"08"	"14"	68.3	"NOR"	0	"00814"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1592382"	2	"2013"	"N 0307LN"	2023	"22.04.2023"	"53"	NA	"31"	"03"	74.8	"NOR"	0	"03103"	"Øst av Færøyene"	"FRO"	"Færøyenes økonomiske sone"	"Atlanterhavet, nordøst/Færøyplatået - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Annet"	0	0
"1594383"	3	"2013"	"R 0030K"	2023	"06.08.2023"	"53"	NA	"28"	"52"	67.6	"NOR"	0	"02852"	"Vikingbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1592419"	2	"2013"	"VL0001ØN"	2023	"29.04.2023"	"53"	NA	"28"	"51"	86.1	"NOR"	0	"02851"	"Vikingbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1597413"	6	"2013"	"VL0778B"	2023	"18.10.2023"	"53"	NA	"28"	"09"	43.85	"NOR"	0	"02809"	"Vikingbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1594359"	2	"2013"	"VL0004KI"	2023	"04.08.2023"	"53"	NA	"28"	"51"	69.9	"NOR"	0	"02851"	"Vikingbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1596835"	1	"2013"	"M 0120HØ"	2023	"03.10.2023"	"53"	NA	"42"	"42"	86.5	"NOR"	0	"04242"	"Shetland"	"GBR"	"Storbritannias økønomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1592425"	2	"2013"	"H 0004AV"	2023	"01.05.2023"	"53"	NA	"31"	"02"	76.4	"NOR"	0	"03102"	"Øst av Færøyene"	"FRO"	"Færøyenes økonomiske sone"	"Atlanterhavet, nordøst/Færøyplatået - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Annet"	201099	999
"1597492"	5	"2013"	"R 0022B"	2023	"22.10.2023"	"53"	NA	"28"	"10"	42.5	"NOR"	0	"02810"	"Vikingbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1594537"	2	"2013"	"H 0077AV"	2023	"14.08.2023"	"11"	NA	"08"	"54"	68.3	"NOR"	0	"00854"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1597124"	2	"2013"	"T 0023T"	2023	"09.10.2023"	"11"	NA	"08"	"53"	38.05	"NOR"	0	"00853"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1592726"	4	"2013"	"R 0011K"	2023	"31.05.2023"	"51"	NA	"41"	"75"	65	"NOR"	0	"04175"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1594292"	9	"2013"	"R 0001K"	2023	"01.08.2023"	"51"	NA	"08"	"13"	65	"NOR"	0	"00813"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1594158"	7	"2013"	"VA0330S"	2023	"17.07.2023"	"51"	NA	"08"	"13"	40.3	"NOR"	0	"00813"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1594144"	7	"2013"	"R 0011K"	2023	"15.07.2023"	"51"	NA	"08"	"14"	65	"NOR"	0	"00814"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1592671"	6	"2013"	"H 0175B"	2023	"29.05.2023"	"51"	NA	"08"	"14"	61.54	"NOR"	0	"00814"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1592489"	5	"2013"	"H 0030B"	2023	"14.05.2023"	"51"	NA	"41"	"75"	61.86	"NOR"	0	"04175"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1592514"	4	"2013"	"VL0001ØN"	2023	"15.05.2023"	"51"	NA	"41"	"75"	86.1	"NOR"	0	"04175"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1592536"	2	"2013"	"H 0005ØN"	2023	"17.05.2023"	"51"	NA	"41"	"75"	62.6	"NOR"	0	"04175"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1592670"	3	"2013"	"H 0175B"	2023	"29.05.2023"	"51"	NA	"41"	"75"	61.54	"NOR"	0	"04175"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1592546"	4	"2013"	"H 0020B"	2023	"19.05.2023"	"51"	NA	"41"	"75"	63.97	"NOR"	0	"04175"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1592501"	4	"2013"	"H 0069S"	2023	"14.05.2023"	"51"	NA	"41"	"75"	61.88	"NOR"	0	"04175"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1592561"	2	"2013"	"R 0001K"	2023	"21.05.2023"	"51"	NA	"41"	"75"	65	"NOR"	0	"04175"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1592507"	4	"2013"	"TF0195M"	2023	"15.05.2023"	"51"	NA	"41"	"75"	62.6	"NOR"	0	"04175"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1592734"	4	"2013"	"R 0001K"	2023	"02.06.2023"	"51"	NA	"41"	"75"	65	"NOR"	0	"04175"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1592508"	6	"2013"	"H 0175B"	2023	"15.05.2023"	"51"	NA	"41"	"75"	61.54	"NOR"	0	"04175"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1592539"	1	"2013"	"R 0030K"	2023	"18.05.2023"	"51"	NA	"41"	"75"	67.6	"NOR"	0	"04175"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1594297"	6	"2013"	"R 0022B"	2023	"01.08.2023"	"51"	NA	"28"	"09"	42.5	"NOR"	0	"02809"	"Vikingbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1597188"	5	"2013"	"R 0022B"	2023	"10.10.2023"	"51"	NA	"08"	"14"	42.5	"NOR"	0	"00814"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1597238"	6	"2013"	"M 0311HØ"	2023	"13.10.2023"	"51"	NA	"08"	"13"	69.99	"NOR"	0	"00813"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1596981"	7	"2013"	"M 0311HØ"	2023	"07.10.2023"	"51"	NA	"08"	"13"	69.99	"NOR"	0	"00813"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1597825"	4	"2013"	"R 0022B"	2023	"30.10.2023"	"53"	NA	"28"	"09"	42.5	"NOR"	0	"02809"	"Vikingbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1597829"	5	"2013"	"R 0011K"	2023	"30.10.2023"	"53"	NA	"08"	"13"	65	"NOR"	0	"00813"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1594181"	2	"2013"	"R 0030K"	2023	"19.07.2023"	"53"	NA	"28"	"52"	67.6	"NOR"	0	"02852"	"Vikingbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1594391"	6	"2013"	"R 0022B"	2023	"06.08.2023"	"53"	NA	"08"	"14"	42.5	"NOR"	0	"00814"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1594535"	2	"2013"	"R 0030K"	2023	"14.08.2023"	"53"	NA	"42"	"43"	67.6	"NOR"	0	"04243"	"Shetland"	"GBR"	"Storbritannias økønomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1595386"	7	"2013"	"M 0311HØ"	2023	"02.09.2023"	"53"	NA	"08"	"13"	69.99	"NOR"	0	"00813"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1594373"	1	"2013"	"VN99"	2023	"06.08.2023"	"53"	NA	"30"	"10"	NA	"FRO"	0	"03010"	"Sørlige Norskehav"	"FRO"	"Færøyenes økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	0	0
"1594270"	3	"2013"	"S144"	2023	"29.07.2023"	"53"	NA	"09"	"09"	NA	"DNK"	0	"00909"	"Skagerrak"	"XEU"	"EU-sonen"	"Atlanterhavet, nordøst/Skagerrak og Kattegat - ikke spesifisert"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1597598"	5	"2013"	"H 0012AV"	2023	"24.10.2023"	"53"	NA	"08"	"53"	62.95	"NOR"	0	"00853"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1595499"	5	"2013"	"H 0004B"	2023	"03.09.2023"	"53"	NA	"08"	"14"	68.3	"NOR"	0	"00814"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1592506"	4	"2013"	"R 0022B"	2023	"15.05.2023"	"51"	NA	"41"	"75"	42.5	"NOR"	0	"04175"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1595971"	15	"2013"	"R 0001K"	2023	"12.09.2023"	"51"	NA	"08"	"13"	65	"NOR"	0	"00813"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1597563"	5	"2013"	"VA0330S"	2023	"23.10.2023"	"51"	NA	"08"	"14"	40.3	"NOR"	0	"00814"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1597186"	9	"2013"	"R 0001K"	2023	"10.10.2023"	"51"	NA	"08"	"14"	65	"NOR"	0	"00814"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1596627"	8	"2013"	"VL0778B"	2023	"30.09.2023"	"51"	NA	"08"	"07"	43.85	"NOR"	0	"00807"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1596721"	11	"2013"	"R 0001K"	2023	"01.10.2023"	"51"	NA	"08"	"13"	65	"NOR"	0	"00813"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1596532"	6	"2013"	"M 0311HØ"	2023	"27.09.2023"	"51"	NA	"08"	"13"	69.99	"NOR"	0	"00813"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1596852"	6	"2013"	"R 0022B"	2023	"03.10.2023"	"51"	NA	"08"	"07"	42.5	"NOR"	0	"00807"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1597659"	3	"2013"	"HM424"	2023	"26.10.2023"	"51"	NA	"42"	"44"	NA	"DNK"	0	"04244"	"Shetland"	"GBR"	"Storbritannias økønomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1595480"	6	"2013"	"R 0001K"	2023	"04.09.2023"	"51"	NA	"08"	"13"	65	"NOR"	0	"00813"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1595420"	6	"2013"	"R 0022B"	2023	"02.09.2023"	"51"	NA	"08"	"07"	42.5	"NOR"	0	"00807"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"11616"	7	"2013"	"M 0035A"	2023	"21.09.2023"	"51"	NA	"28"	"11"	56	"NOR"	0	"02811"	"Vikingbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	202399	11
"254497"	1	"2013"	"N 0047VV"	2023	"07.08.2023"	"51"	NA	"28"	"53"	50.2	"NOR"	0	"02853"	"Vikingbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	202399	21
"259672"	1	"2013"	"M 0011G"	2023	"06.12.2023"	"61"	NA	"28"	"11"	33.95	"NOR"	0	"02811"	"Vikingbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	202399	18
"259671"	2	"2013"	"M 0011G"	2023	"17.11.2023"	"61"	NA	"42"	"74"	33.95	"NOR"	0	"04274"	"Shetland"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	202399	17
"11759"	4	"2013"	"M 0011G"	2023	"06.12.2023"	"61"	NA	"28"	"11"	33.95	"NOR"	0	"02811"	"Vikingbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	202399	18
"11735"	9	"2013"	"M 0011G"	2023	"17.11.2023"	"61"	NA	"42"	"74"	33.95	"NOR"	0	"04274"	"Shetland"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	202399	17
"259673"	1	"2013"	"M 0011G"	2023	"06.12.2023"	"61"	NA	"07"	"15"	33.95	"NOR"	0	"00715"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	202399	18
"11760"	21	"2013"	"M 0011G"	2023	"06.12.2023"	"61"	NA	"07"	"15"	33.95	"NOR"	0	"00715"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	202399	18
"259671"	1	"2013"	"M 0011G"	2023	"17.11.2023"	"61"	NA	"42"	"74"	33.95	"NOR"	0	"04274"	"Shetland"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	202399	17
"11735"	10	"2013"	"M 0011G"	2023	"17.11.2023"	"61"	NA	"42"	"74"	33.95	"NOR"	0	"04274"	"Shetland"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	202399	17
"1593198"	3	"2013"	"H 0380AV"	2023	"19.06.2023"	"53"	NA	"08"	"55"	70.6	"NOR"	0	"00855"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1598174"	8	"2013"	"R 0011K"	2023	"09.11.2023"	"53"	NA	"08"	"14"	65	"NOR"	0	"00814"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1594403"	4	"2013"	"R 0001K"	2023	"06.08.2023"	"53"	NA	"28"	"51"	65	"NOR"	0	"02851"	"Vikingbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
