"Dokumentnummer"	"Linjenummer"	"Art_kode"	"Registreringsmerke_seddel"	"Fangstår"	"SisteFangstdato"	"Redskap_kode"	"HovedgruppeRedskap_kode"	"Hovedområde_kode"	"Lokasjon_kode"	"StørsteLengde"	"Fartøynasjonalitet_kode"	"KystHav_kode"	"id"	"Dokumenttype_Kode"	"Dokumenttype_Bokmål"	"DokumentVersjonsnummer"	"DokumentFormulardato"	"DokumentElektroniskDato"
"1583099"	3	"2013"	"R 0011K"	2022	"15.06.2022"	"51"	NA	"41"	"76"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	2	"16.06.2022"	"27.06.2022 12:24:02.941"
"1582661"	6	"2013"	"H 0069S"	2022	"21.05.2022"	"51"	NA	"41"	"75"	61.88	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"22.05.2022"	"27.05.2022 08:20:02.554"
"1582571"	4	"2013"	"R 0001K"	2022	"17.05.2022"	"51"	NA	"41"	"74"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"18.05.2022"	"30.05.2022 09:32:02.318"
"1582500"	3	"2013"	"H 0001AV"	2022	"06.05.2022"	"51"	NA	"41"	"75"	67	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"07.05.2022"	"12.05.2022 14:00:03.064"
"1582883"	3	"2013"	"R 0022B"	2022	"02.06.2022"	"51"	NA	"41"	"64"	42.5	"NOR"	0	NA	0	"Sluttseddeldokument"	5	"03.06.2022"	"14.12.2022 11:15:07.204"
"1582475"	5	"2013"	"H 0020B"	2022	"03.05.2022"	"51"	NA	"41"	"65"	63.97	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"04.05.2022"	"12.05.2022 13:48:09.365"
"1582455"	2	"2013"	"R 0011K"	2022	"28.04.2022"	"51"	NA	"41"	"76"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"30.04.2022"	"16.05.2022 10:46:06.270"
"1582530"	3	"2013"	"M 0031HØ"	2022	"12.05.2022"	"51"	NA	"41"	"76"	62.6	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"13.05.2022"	"24.05.2022 14:08:11.447"
"1582953"	3	"2013"	"R 0011K"	2022	"07.06.2022"	"51"	NA	"41"	"74"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	5	"08.06.2022"	"15.12.2022 10:59:03.772"
"1582951"	4	"2013"	"R 0001K"	2022	"07.06.2022"	"51"	NA	"41"	"75"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"08.06.2022"	"15.12.2022 11:31:05.953"
"1582659"	5	"2013"	"H 0002F"	2022	"21.05.2022"	"51"	NA	"41"	"75"	64	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"22.05.2022"	"27.05.2022 08:18:11.464"
"1582483"	5	"2013"	"H 0002F"	2022	"04.05.2022"	"51"	NA	"41"	"74"	64	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"05.05.2022"	"12.05.2022 13:50:07.643"
"1582889"	5	"2013"	"H 0004B"	2022	"02.06.2022"	"51"	NA	"41"	"63"	68.3	"NOR"	0	NA	0	"Sluttseddeldokument"	5	"03.06.2022"	"15.12.2022 10:01:06.366"
"1582741"	6	"2013"	"R 0011K"	2022	"25.05.2022"	"51"	NA	"41"	"65"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"26.05.2022"	"09.06.2022 08:20:02.370"
"1582886"	6	"2013"	"H 0140AV"	2022	"02.06.2022"	"51"	NA	"41"	"64"	64	"NOR"	0	NA	0	"Sluttseddeldokument"	5	"03.06.2022"	"15.12.2022 09:57:04.446"
"1583227"	5	"2013"	"H 0004B"	2022	"19.06.2022"	"51"	NA	"41"	"76"	68.3	"NOR"	0	NA	0	"Sluttseddeldokument"	5	"20.06.2022"	"15.12.2022 10:05:03.967"
"1582702"	2	"2013"	"TF0195M"	2022	"23.05.2022"	"53"	NA	"08"	"10"	62.6	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"24.05.2022"	"07.06.2022 11:44:02.391"
"1582488"	2	"2013"	"VL0009AV"	2022	"05.05.2022"	"53"	NA	"31"	"01"	74.5	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"06.05.2022"	"20.05.2022 08:30:06.616"
"1582952"	2	"2013"	"M 0625H"	2022	"07.06.2022"	"53"	NA	"41"	"74"	75.4	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"08.06.2022"	"20.06.2022 10:46:02.968"
"1582577"	4	"2013"	"R 0007K"	2022	"18.05.2022"	"53"	NA	"08"	"09"	60.4	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"19.05.2022"	"02.06.2022 08:22:10.247"
"1587268"	9	"2013"	"R 0001K"	2022	"21.09.2022"	"53"	NA	"08"	"13"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"22.09.2022"	"05.10.2022 14:44:03.056"
"1582752"	2	"2013"	"N 0001B"	2022	"25.05.2022"	"53"	NA	"08"	"52"	64	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"26.05.2022"	"09.06.2022 08:22:02.307"
"1589798"	3	"2013"	"S144"	2022	"13.11.2022"	"53"	NA	"41"	"30"	NA	"DNK"	0	NA	0	"Sluttseddeldokument"	3	"14.11.2022"	"21.11.2022 14:04:03.157"
"1582623"	3	"2013"	"H 0175B"	2022	"20.05.2022"	"53"	NA	"08"	"09"	61.54	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"21.05.2022"	"27.05.2022 08:16:08.327"
"1582635"	3	"2013"	"TF0195M"	2022	"21.05.2022"	"53"	NA	"08"	"09"	62.6	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"21.05.2022"	"27.05.2022 08:18:02.306"
"1585855"	5	"2013"	"R 0022B"	2022	"31.08.2022"	"53"	NA	"08"	"13"	42.5	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"02.09.2022"	"15.03.2023 10:08:47.595"
"1589801"	5	"2013"	"R 0022B"	2022	"12.11.2022"	"53"	NA	"08"	"13"	42.5	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"13.11.2022"	"15.03.2023 10:10:49.066"
"1583931"	2	"2013"	"SF0046V"	2022	"15.07.2022"	"53"	NA	"08"	"06"	69.65	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"16.07.2022"	"15.03.2023 10:08:01.967"
"4007427"	1	"2013"	"TK0025P"	2022	"16.06.2022"	"34"	NA	"09"	"16"	10.66	"NOR"	8	NA	0	"Sluttseddeldokument"	3	"16.06.2022"	"14.07.2022 13:23:35.510"
"243869"	1	"2013"	"M 0069G"	2022	"22.08.2022"	"51"	NA	"42"	"74"	66.28	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"17.11.2022 12:37:00"	"23.11.2022 08:22:41.297"
"243868"	1	"2013"	"M 0069G"	2022	"22.08.2022"	"51"	NA	"42"	"60"	66.28	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"17.11.2022 12:37:00"	"23.11.2022 08:22:41.688"
"10894"	19	"2013"	"M 0069G"	2022	"10.09.2022"	"51"	NA	"28"	"53"	66.28	"NOR"	0	NA	1	"Landingsdokument"	14	"12.09.2022 18:41:00"	"13.03.2023 10:38:39.401"
"244483"	1	"2013"	"M 0069G"	2022	"10.09.2022"	"51"	NA	"28"	"53"	66.28	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"17.11.2022 12:37:00"	"13.12.2022 10:42:42.594"
"10803"	7	"2013"	"M 0069G"	2022	"22.08.2022"	"51"	NA	"42"	"60"	66.28	"NOR"	0	NA	1	"Landingsdokument"	14	"24.08.2022 23:34:00"	"30.11.2022 10:14:40.449"
"10804"	1	"2013"	"M 0069G"	2022	"22.08.2022"	"51"	NA	"42"	"74"	66.28	"NOR"	0	NA	1	"Landingsdokument"	3	"24.08.2022 23:35:00"	"17.11.2022 13:58:41.039"
"1587355"	1	"2013"	"HM424"	2022	"22.09.2022"	"34"	NA	"42"	"52"	NA	"DNK"	0	NA	0	"Sluttseddeldokument"	3	"22.09.2022"	"28.09.2022 13:28:02.805"
"1587638"	1	"2013"	"HM424"	2022	"26.09.2022"	"34"	NA	"42"	"52"	NA	"DNK"	0	NA	0	"Sluttseddeldokument"	3	"26.09.2022"	"06.10.2022 10:50:03.134"
"1588427"	2	"2013"	"SF0002S"	2022	"14.10.2022"	"11"	NA	"28"	"51"	46	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"14.10.2022"	"21.10.2022 09:02:03.091"
"1589236"	1	"2013"	"VL0023ØN"	2022	"29.10.2022"	"11"	NA	"28"	"41"	14.92	"NOR"	8	NA	0	"Sluttseddeldokument"	3	"01.11.2022"	"02.11.2022 09:48:07.054"
"1589237"	1	"2013"	"H 0038S"	2022	"29.10.2022"	"11"	NA	"28"	"41"	7	"NOR"	8	NA	0	"Sluttseddeldokument"	3	"01.11.2022"	"02.11.2022 09:46:08.921"
"1586447"	2	"2013"	"N 0053BØ"	2022	"08.09.2022"	"11"	NA	"28"	"52"	37.52	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"09.09.2022"	"16.09.2022 14:56:08.665"
"1586312"	1	"2013"	"VL0005ØN"	2022	"30.08.2022"	"11"	NA	"28"	"40"	12.97	"NOR"	8	NA	0	"Sluttseddeldokument"	4	"06.09.2022"	"15.09.2022 09:42:02.774"
"1586072"	1	"2013"	"H 0011F"	2022	"26.08.2022"	"11"	NA	"28"	"01"	10.66	"NOR"	8	NA	0	"Sluttseddeldokument"	3	"05.09.2022"	"15.09.2022 10:36:19.433"
"1586024"	1	"2013"	"VL0028AV"	2022	"02.09.2022"	"11"	NA	"28"	"41"	14.88	"NOR"	8	NA	0	"Sluttseddeldokument"	3	"03.09.2022"	"15.09.2022 10:34:07.111"
"1586448"	2	"2013"	"T 0111T"	2022	"08.09.2022"	"11"	NA	"28"	"52"	37.9	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"09.09.2022"	"16.09.2022 14:56:11.912"
"1586557"	2	"2013"	"R 0020V"	2022	"09.09.2022"	"11"	NA	"28"	"52"	49.9	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"10.09.2022"	"16.09.2022 15:00:08.104"
"1586515"	3	"2013"	"T 0042T"	2022	"08.09.2022"	"11"	NA	"28"	"52"	55	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"09.09.2022"	"16.09.2022 14:58:18.881"
"1585981"	1	"2013"	"SF0003A"	2022	"02.09.2022"	"11"	NA	"07"	"33"	26.13	"NOR"	8	NA	0	"Sluttseddeldokument"	3	"02.09.2022"	"15.09.2022 10:32:02.769"
"1587040"	1	"2013"	"M 0050MD"	2022	"15.09.2022"	"11"	NA	"42"	"44"	56.3	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"15.09.2022"	"23.09.2022 15:16:06.765"
"1582703"	3	"2013"	"M 0029HØ"	2022	"23.05.2022"	"11"	NA	"08"	"09"	77.5	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"25.05.2022"	"08.06.2022 16:21:10.634"
"1587993"	1	"2013"	"VL0225AV"	2022	"29.09.2022"	"11"	NA	"28"	"51"	54.27	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"30.09.2022"	"12.10.2022 13:22:03.023"
"1588033"	1	"2013"	"M 0150HØ"	2022	"30.09.2022"	"11"	NA	"28"	"51"	80.4	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"02.10.2022"	"12.10.2022 13:22:08.076"
"1582490"	5	"2013"	"R 0011K"	2022	"05.05.2022"	"51"	NA	"41"	"75"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"07.05.2022"	"18.05.2022 13:44:06.699"
"1582572"	5	"2013"	"H 0005ØN"	2022	"17.05.2022"	"51"	NA	"41"	"64"	62.6	"NOR"	0	NA	0	"Sluttseddeldokument"	5	"19.05.2022"	"14.12.2022 10:45:04.315"
"1589548"	1	"2013"	"TR0400V"	2022	"07.11.2022"	"53"	NA	"28"	"51"	45	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"08.11.2022"	"11.11.2022 12:12:07.623"
"1590532"	3	"2013"	"S144"	2022	"28.11.2022"	"53"	NA	"41"	"29"	NA	"DNK"	0	NA	0	"Sluttseddeldokument"	3	"28.11.2022"	"12.12.2022 09:46:02.807"
"1588348"	3	"2013"	"T 0042T"	2022	"12.10.2022"	"53"	NA	"08"	"55"	55	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"13.10.2022"	"21.10.2022 08:58:10.537"
"1590630"	1	"2013"	"VL0264AV"	2022	"02.12.2022"	"53"	NA	"07"	"15"	87.8	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"02.12.2022"	"16.12.2022 08:03:05.302"
"1589449"	1	"2013"	"N 0024ME"	2022	"05.11.2022"	"53"	NA	"28"	"51"	67.4	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"06.11.2022"	"11.11.2022 11:30:04.584"
"1586319"	2	"2013"	"M 0040HØ"	2022	"06.09.2022"	"53"	NA	"28"	"52"	70.3	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"06.09.2022"	"19.09.2022 08:20:02.913"
"1587098"	1	"2013"	"M 0022HØ"	2022	"18.09.2022"	"53"	NA	"08"	"55"	77.5	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"19.09.2022"	"23.09.2022 15:18:06.623"
"1588801"	1	"2013"	"NT0500V"	2022	"22.10.2022"	"53"	NA	"08"	"55"	68.25	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"23.10.2022"	"31.10.2022 10:46:07.052"
"1583373"	2	"2013"	"H 0002F"	2022	"23.06.2022"	"53"	NA	"08"	"06"	64	"NOR"	0	NA	0	"Sluttseddeldokument"	5	"24.06.2022"	"07.07.2022 14:46:03.086"
"1586695"	1	"2013"	"N 0024ME"	2022	"11.09.2022"	"53"	NA	"28"	"51"	67.4	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"11.09.2022"	"16.09.2022 15:06:02.829"
"1589869"	2	"2013"	"M 0023HØ"	2022	"13.11.2022"	"53"	NA	"42"	"06"	69.95	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"14.11.2022"	"21.11.2022 08:20:05.421"
"1587707"	2	"2013"	"T 0042T"	2022	"28.09.2022"	"53"	NA	"28"	"51"	55	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"28.09.2022"	"12.10.2022 13:20:07.205"
"1582844"	2	"2013"	"M 0070HØ"	2022	"31.05.2022"	"53"	NA	"08"	"07"	69.9	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"02.06.2022"	"15.06.2022 08:12:02.335"
"1589442"	1	"2013"	"NT0500V"	2022	"05.11.2022"	"53"	NA	"28"	"51"	68.25	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"06.11.2022"	"11.11.2022 11:28:07.384"
"1586453"	2	"2013"	"M 0023HØ"	2022	"08.09.2022"	"53"	NA	"28"	"51"	69.95	"NOR"	0	NA	0	"Sluttseddeldokument"	5	"08.09.2022"	"21.09.2022 13:42:05.997"
"1587524"	1	"2013"	"VA0010S"	2022	"24.09.2022"	"54"	NA	"42"	"44"	14.98	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"25.09.2022"	"06.10.2022 10:48:25.470"
"1587523"	1	"2013"	"VA0021M"	2022	"24.09.2022"	"54"	NA	"42"	"44"	14.98	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"25.09.2022"	"06.10.2022 10:48:22.817"
"1588768"	1	"2013"	"N 0024ME"	2022	"22.10.2022"	"53"	NA	"07"	"14"	67.4	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"22.10.2022"	"07.11.2022 10:38:07.067"
"1586638"	1	"2013"	"VL0001ØN"	2022	"10.09.2022"	"53"	NA	"08"	"55"	86.1	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"10.09.2022"	"23.09.2022 15:14:11.268"
"1586434"	2	"2013"	"M 0030M"	2022	"08.09.2022"	"53"	NA	"28"	"52"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"08.09.2022"	"16.09.2022 14:56:02.765"
"1588353"	1	"2013"	"VL0264AV"	2022	"12.10.2022"	"53"	NA	"28"	"52"	87.8	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"13.10.2022"	"21.10.2022 09:08:03.110"
"1587064"	1	"2013"	"M 0040HØ"	2022	"15.09.2022"	"53"	NA	"08"	"55"	70.3	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"16.09.2022"	"23.09.2022 15:18:02.838"
"1588490"	8	"2013"	"VA0330S"	2022	"16.10.2022"	"51"	NA	"08"	"13"	40.3	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"17.10.2022"	"21.10.2022 09:02:28.949"
"1586468"	7	"2013"	"H 0221B"	2022	"08.09.2022"	"51"	NA	"08"	"14"	49.96	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"09.09.2022"	"16.09.2022 14:58:09.777"
"1588675"	2	"2013"	"H 0017BN"	2022	"19.10.2022"	"51"	NA	"08"	"14"	42.9	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"20.10.2022"	"27.10.2022 15:40:03.734"
"1586981"	8	"2013"	"H 0221B"	2022	"14.09.2022"	"51"	NA	"08"	"07"	49.96	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"15.09.2022"	"23.09.2022 15:12:09.239"
"1587617"	10	"2013"	"VA0330S"	2022	"25.09.2022"	"51"	NA	"08"	"13"	40.3	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"26.09.2022"	"05.10.2022 14:46:03.144"
"1588811"	2	"2013"	"VA0095K"	2022	"23.10.2022"	"51"	NA	"08"	"13"	38.7	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"24.10.2022"	"15.03.2023 10:10:23.818"
"1583626"	6	"2013"	"R 0022B"	2022	"02.07.2022"	"51"	NA	"08"	"14"	42.5	"NOR"	0	NA	0	"Sluttseddeldokument"	5	"03.07.2022"	"15.03.2023 10:07:40.065"
"1585773"	1	"2013"	"VL0016AV"	2022	"29.08.2022"	"11"	NA	"28"	"41"	10.99	"NOR"	8	NA	0	"Sluttseddeldokument"	3	"30.08.2022"	"13.09.2022 09:50:08.059"
"1582842"	2	"2013"	"M 0001HØ"	2022	"31.05.2022"	"11"	NA	"08"	"07"	75.4	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"01.06.2022"	"08.06.2022 16:20:30.761"
"1582695"	2	"2013"	"TR0346ND"	2022	"23.05.2022"	"11"	NA	"08"	"09"	43.8	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"24.05.2022"	"07.06.2022 11:40:06.326"
"1582739"	2	"2013"	"M 0070HØ"	2022	"25.05.2022"	"11"	NA	"08"	"06"	69.9	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"27.05.2022"	"07.06.2022 12:08:12.172"
"1582565"	2	"2013"	"H 0140B"	2022	"16.05.2022"	"11"	NA	"08"	"52"	60.9	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"17.05.2022"	"27.05.2022 14:28:06.282"
"1582632"	3	"2013"	"H 0001BN"	2022	"21.05.2022"	"11"	NA	"08"	"10"	75.4	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"21.05.2022"	"03.06.2022 10:28:08.465"
"1582845"	2	"2013"	"M 0345A"	2022	"31.05.2022"	"11"	NA	"08"	"08"	27.99	"NOR"	8	NA	0	"Sluttseddeldokument"	3	"01.06.2022"	"13.06.2022 12:52:02.328"
"1586473"	6	"2013"	"R 0022B"	2022	"08.09.2022"	"51"	NA	"08"	"14"	42.5	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"09.09.2022"	"15.03.2023 10:08:53.830"
"1582465"	6	"2013"	"H 0175B"	2022	"01.05.2022"	"51"	NA	"41"	"75"	61.54	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"02.05.2022"	"05.05.2022 13:14:02.159"
"1587053"	6	"2013"	"R 0022B"	2022	"15.09.2022"	"51"	NA	"08"	"07"	42.5	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"16.09.2022"	"15.03.2023 10:09:15.553"
"1588074"	13	"2013"	"VA0330S"	2022	"03.10.2022"	"51"	NA	"08"	"13"	40.3	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"04.10.2022"	"15.03.2023 10:09:45.347"
"1588311"	9	"2013"	"VA0095K"	2022	"09.10.2022"	"51"	NA	"08"	"14"	38.7	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"10.10.2022"	"15.03.2023 10:10:02.594"
"1588249"	5	"2013"	"R 0001K"	2022	"05.10.2022"	"51"	NA	"08"	"14"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"06.10.2022"	"15.03.2023 10:09:55.548"
"1585024"	12	"2013"	"VA0095K"	2022	"21.08.2022"	"51"	NA	"08"	"07"	38.7	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"22.08.2022"	"15.03.2023 10:08:35.339"
"1584991"	7	"2013"	"VA0330S"	2022	"21.08.2022"	"51"	NA	"08"	"10"	40.3	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"22.08.2022"	"25.08.2022 12:18:05.992"
"1583356"	5	"2013"	"VL0001ØN"	2022	"23.06.2022"	"51"	NA	"41"	"76"	86.1	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"24.06.2022"	"30.06.2022 13:22:06.666"
"1583361"	4	"2013"	"H 0005ØN"	2022	"23.06.2022"	"51"	NA	"41"	"75"	62.6	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"24.06.2022"	"30.06.2022 13:22:09.604"
"1583357"	3	"2013"	"H 0030B"	2022	"23.06.2022"	"51"	NA	"41"	"76"	61.86	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"24.06.2022"	"30.06.2022 13:28:06.792"
"1582918"	6	"2013"	"VA0095K"	2022	"05.06.2022"	"51"	NA	"08"	"10"	38.7	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"06.06.2022"	"13.06.2022 14:08:02.366"
"1582552"	3	"2013"	"VA0330S"	2022	"15.05.2022"	"51"	NA	"41"	"65"	40.3	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"16.05.2022"	"27.05.2022 08:14:06.317"
"1583286"	8	"2013"	"H 0221B"	2022	"20.06.2022"	"51"	NA	"08"	"07"	49.96	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"21.06.2022"	"29.06.2022 08:58:11.314"
"1583301"	4	"2013"	"M 0023HØ"	2022	"21.06.2022"	"51"	NA	"41"	"76"	69.95	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"22.06.2022"	"29.06.2022 08:58:16.761"
"1582738"	3	"2013"	"M 0158SM"	2022	"25.05.2022"	"51"	NA	"41"	"93"	53.9	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"26.05.2022"	"07.06.2022 12:08:09.413"
"1582682"	3	"2013"	"H 0221B"	2022	"22.05.2022"	"51"	NA	"41"	"65"	49.96	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"23.05.2022"	"07.06.2022 11:38:06.999"
"1582712"	7	"2013"	"R 0001K"	2022	"24.05.2022"	"51"	NA	"41"	"75"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"25.05.2022"	"08.06.2022 16:20:47.391"
"1582520"	6	"2013"	"VA0330S"	2022	"10.05.2022"	"51"	NA	"41"	"75"	40.3	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"11.05.2022"	"18.05.2022 09:26:13.869"
"1582514"	6	"2013"	"H 0020B"	2022	"09.05.2022"	"51"	NA	"41"	"75"	63.97	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"10.05.2022"	"18.05.2022 09:26:07.719"
"1582538"	4	"2013"	"H 0001AV"	2022	"13.05.2022"	"51"	NA	"41"	"74"	67	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"13.05.2022"	"27.05.2022 08:10:02.511"
"1582903"	4	"2013"	"H 0002F"	2022	"04.06.2022"	"51"	NA	"41"	"64"	64	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"04.06.2022"	"14.06.2022 09:34:02.583"
