"Dokumentnummer"	"Linjenummer"	"Art_kode"	"Registreringsmerke_seddel"	"Fangstår"	"SisteFangstdato"	"Redskap_kode"	"HovedgruppeRedskap_kode"	"Hovedområde_kode"	"Lokasjon_kode"	"StørsteLengde"	"Fartøynasjonalitet_kode"	"KystHav_kode"	"Fartøynavn"	"FartøyID"	"Radiokallesignal_seddel"	"Lengdegruppe_kode"	"Lengdegruppe_bokmål"	"Bruttotonnasje1969"	"BruttotonnasjeAnnen"	"Byggeår"	"Ombyggingsår"	"Motorkraft"	"Motorbyggeår"	"FartøyGjelderFraDato"	"FartøyGjelderTilDato"	"Fartøytype_kode"	"Fartøytype_bokmål"	"Fartøykommune_kode"	"Fartøykommune"	"Fartøyfylke_kode"	"Fartøyfylke"	"Fartøynasjonalitet_kode.Fartøy"	"Fartøynasjonalitet_bokmål"
"1564145"	3	"2013"	"R 0003K"	2020	"20.05.2020"	"51"	NA	"41"	"63"	61.75	"NOR"	0	"VIKINGBANK"	"2000013274"	"LLAS"	"5"	"28 m og over"	1190	NA	2000	NA	3750	1999	"01.01.2018"	"03.08.2021 23:59:59"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1564107"	5	"2013"	"R 0001K"	2020	"17.05.2020"	"51"	NA	"41"	"74"	65	"NOR"	0	"CETUS"	"2019111153"	"LFFK"	"5"	"28 m og over"	2230	NA	2019	NA	4500	2019	"06.09.2019"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1564100"	3	"2013"	"R 0007K"	2020	"16.05.2020"	"51"	NA	"41"	"64"	60.4	"NOR"	0	"VEA"	"2004026585"	"LMMJ"	"5"	"28 m og over"	1475	NA	2003	NA	3900	2003	"01.01.2018"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1564084"	6	"2013"	"H 0004B"	2020	"13.05.2020"	"51"	NA	"41"	"64"	68.3	"NOR"	0	"LØNNØY"	"1999013384"	"LJTD"	"5"	"28 m og over"	2183	NA	1999	NA	5875	1999	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4613	"BØMLO"	46	"Vestland"	NA	"NORGE"
"1564072"	5	"2013"	"H 0020B"	2020	"11.05.2020"	"51"	NA	"41"	"76"	63.97	"NOR"	0	"TRYGVASON"	"2016074733"	"LENJ"	"5"	"28 m og over"	1520	NA	2001	2004	5800	2001	"01.01.2020"	"01.07.2021 23:59:59"	"01"	"Fiskefartøy"	4613	"BØMLO"	46	"Vestland"	NA	"NORGE"
"1564152"	2	"2013"	"R 0007K"	2020	"21.05.2020"	"51"	NA	"41"	"63"	60.4	"NOR"	0	"VEA"	"2004026585"	"LMMJ"	"5"	"28 m og over"	1475	NA	2003	NA	3900	2003	"01.01.2018"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1564174"	3	"2013"	"R 0022B"	2020	"23.05.2020"	"51"	NA	"41"	"74"	42.5	"NOR"	0	"HÅFLU"	"1998003525"	"LEQI"	"5"	"28 m og over"	598	NA	1991	1996	1632	1991	"01.01.2018"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	1145	"BOKN"	11	"Rogaland"	NA	"NORGE"
"1564341"	7	"2013"	"R 0007K"	2020	"31.05.2020"	"51"	NA	"08"	"06"	60.4	"NOR"	0	"VEA"	"2004026585"	"LMMJ"	"5"	"28 m og over"	1475	NA	2003	NA	3900	2003	"01.01.2018"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1567024"	4	"2013"	"R 0003K"	2020	"13.09.2020"	"51"	NA	"08"	"07"	61.75	"NOR"	0	"VIKINGBANK"	"2000013274"	"LLAS"	"5"	"28 m og over"	1190	NA	2000	NA	3750	1999	"01.01.2018"	"03.08.2021 23:59:59"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1564259"	3	"2013"	"M 0031HØ"	2020	"28.05.2020"	"51"	NA	"08"	"06"	62.6	"NOR"	0	"GOLLENES"	"2011055848"	"LCOH"	"5"	"28 m og over"	1427	NA	2011	NA	4160	2011	"01.01.2018"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	1515	"HERØY i Møre og Romsdal"	15	"Møre og Romsdal"	NA	"NORGE"
"1564268"	6	"2013"	"R 0022B"	2020	"28.05.2020"	"51"	NA	"41"	"75"	42.5	"NOR"	0	"HÅFLU"	"1998003525"	"LEQI"	"5"	"28 m og over"	598	NA	1991	1996	1632	1991	"01.01.2018"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	1145	"BOKN"	11	"Rogaland"	NA	"NORGE"
"1564168"	3	"2013"	"R 0001K"	2020	"22.05.2020"	"51"	NA	"41"	"75"	65	"NOR"	0	"CETUS"	"2019111153"	"LFFK"	"5"	"28 m og over"	2230	NA	2019	NA	4500	2019	"06.09.2019"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1564119"	4	"2013"	"M 0101SM"	2020	"18.05.2020"	"51"	NA	"41"	"65"	53	"NOR"	0	"FISKEBANK"	"2004027725"	"LEPW"	"5"	"28 m og over"	1188	NA	2004	NA	3700	2003	"01.01.2018"	"21.02.2021 23:59:59"	"01"	"Fiskefartøy"	1573	"SMØLA"	15	"Møre og Romsdal"	NA	"NORGE"
"1564269"	6	"2013"	"R 0022B"	2020	"28.05.2020"	"51"	NA	"41"	"74"	42.5	"NOR"	0	"HÅFLU"	"1998003525"	"LEQI"	"5"	"28 m og over"	598	NA	1991	1996	1632	1991	"01.01.2018"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	1145	"BOKN"	11	"Rogaland"	NA	"NORGE"
"1565872"	7	"2013"	"H 0388B"	2020	"29.07.2020"	"51"	NA	"08"	"13"	68.8	"NOR"	0	"BØMMELFJORD"	"2003021026"	"LMBX"	"5"	"28 m og over"	2046	NA	2003	NA	6180	2003	"01.01.2020"	"21.12.2020 23:59:59"	"01"	"Fiskefartøy"	4613	"BØMLO"	46	"Vestland"	NA	"NORGE"
"1568647"	6	"2013"	"R 0003K"	2020	"10.10.2020"	"51"	NA	"08"	"11"	61.75	"NOR"	0	"VIKINGBANK"	"2000013274"	"LLAS"	"5"	"28 m og over"	1190	NA	2000	NA	3750	1999	"01.01.2018"	"03.08.2021 23:59:59"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1568571"	4	"2013"	"M 0031HØ"	2020	"09.10.2020"	"51"	NA	"08"	"11"	62.6	"NOR"	0	"GOLLENES"	"2011055848"	"LCOH"	"5"	"28 m og over"	1427	NA	2011	NA	4160	2011	"01.01.2018"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	1515	"HERØY i Møre og Romsdal"	15	"Møre og Romsdal"	NA	"NORGE"
"1567512"	4	"2013"	"H 0020B"	2020	"27.09.2020"	"51"	NA	"42"	"23"	63.97	"NOR"	0	"TRYGVASON"	"2016074733"	"LENJ"	"5"	"28 m og over"	1520	NA	2001	2004	5800	2001	"01.01.2020"	"01.07.2021 23:59:59"	"01"	"Fiskefartøy"	4613	"BØMLO"	46	"Vestland"	NA	"NORGE"
"1567573"	8	"2013"	"H 0221B"	2020	"28.09.2020"	"51"	NA	"08"	"13"	49.96	"NOR"	0	"MOSTEIN 1"	"2019111673"	"LGBG"	"5"	"28 m og over"	749	NA	2001	2015	2550	2001	"15.05.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4613	"BØMLO"	46	"Vestland"	NA	"NORGE"
"1567492"	6	"2013"	"R 0003K"	2020	"26.09.2020"	"51"	NA	"42"	"13"	61.75	"NOR"	0	"VIKINGBANK"	"2000013274"	"LLAS"	"5"	"28 m og over"	1190	NA	2000	NA	3750	1999	"01.01.2018"	"03.08.2021 23:59:59"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1567163"	3	"2013"	"H 0020B"	2020	"16.09.2020"	"51"	NA	"42"	"53"	63.97	"NOR"	0	"TRYGVASON"	"2016074733"	"LENJ"	"5"	"28 m og over"	1520	NA	2001	2004	5800	2001	"01.01.2020"	"01.07.2021 23:59:59"	"01"	"Fiskefartøy"	4613	"BØMLO"	46	"Vestland"	NA	"NORGE"
"1563909"	3	"2013"	"R 0003K"	2020	"24.04.2020"	"51"	NA	"41"	"75"	61.75	"NOR"	0	"VIKINGBANK"	"2000013274"	"LLAS"	"5"	"28 m og over"	1190	NA	2000	NA	3750	1999	"01.01.2018"	"03.08.2021 23:59:59"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1563899"	6	"2013"	"H 0001AV"	2020	"23.04.2020"	"51"	NA	"41"	"75"	67	"NOR"	0	"HARVEST"	"2014065794"	"LDKY"	"5"	"28 m og over"	2342	NA	2014	NA	5400	2013	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1563978"	2	"2013"	"R 0007K"	2020	"02.05.2020"	"51"	NA	"41"	"76"	60.4	"NOR"	0	"VEA"	"2004026585"	"LMMJ"	"5"	"28 m og over"	1475	NA	2003	NA	3900	2003	"01.01.2018"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1563917"	5	"2013"	"R 0007K"	2020	"26.04.2020"	"51"	NA	"41"	"63"	60.4	"NOR"	0	"VEA"	"2004026585"	"LMMJ"	"5"	"28 m og over"	1475	NA	2003	NA	3900	2003	"01.01.2018"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1567372"	4	"2013"	"M 0031HØ"	2020	"22.09.2020"	"51"	NA	"08"	"10"	62.6	"NOR"	0	"GOLLENES"	"2011055848"	"LCOH"	"5"	"28 m og over"	1427	NA	2011	NA	4160	2011	"01.01.2018"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	1515	"HERØY i Møre og Romsdal"	15	"Møre og Romsdal"	NA	"NORGE"
"1563972"	5	"2013"	"H 0030B"	2020	"02.05.2020"	"51"	NA	"41"	"76"	61.86	"NOR"	0	"LØNNINGEN"	"2009048528"	"LKLV"	"5"	"28 m og over"	1169	NA	1998	2001	4670	1998	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4613	"BØMLO"	46	"Vestland"	NA	"NORGE"
"1564049"	4	"2013"	"M 0158SM"	2020	"09.05.2020"	"51"	NA	"41"	"64"	53.9	"NOR"	0	"DYRNESVÅG"	"1999004426"	"LJUH"	"5"	"28 m og over"	1038	NA	1999	NA	3300	1999	"01.01.2018"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	1573	"SMØLA"	15	"Møre og Romsdal"	NA	"NORGE"
"1564048"	2	"2013"	"R 0007K"	2020	"09.05.2020"	"51"	NA	"41"	"76"	60.4	"NOR"	0	"VEA"	"2004026585"	"LMMJ"	"5"	"28 m og over"	1475	NA	2003	NA	3900	2003	"01.01.2018"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1565412"	3	"2013"	"R 0003K"	2020	"05.07.2020"	"51"	NA	"08"	"10"	61.75	"NOR"	0	"VIKINGBANK"	"2000013274"	"LLAS"	"5"	"28 m og over"	1190	NA	2000	NA	3750	1999	"01.01.2018"	"03.08.2021 23:59:59"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1564864"	5	"2013"	"R 0007K"	2020	"19.06.2020"	"51"	NA	"41"	"63"	60.4	"NOR"	0	"VEA"	"2004026585"	"LMMJ"	"5"	"28 m og over"	1475	NA	2003	NA	3900	2003	"01.01.2018"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1565609"	6	"2013"	"R 0003K"	2020	"14.07.2020"	"51"	NA	"08"	"11"	61.75	"NOR"	0	"VIKINGBANK"	"2000013274"	"LLAS"	"5"	"28 m og over"	1190	NA	2000	NA	3750	1999	"01.01.2018"	"03.08.2021 23:59:59"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1565432"	4	"2013"	"H 0020B"	2020	"05.07.2020"	"51"	NA	"08"	"14"	63.97	"NOR"	0	"TRYGVASON"	"2016074733"	"LENJ"	"5"	"28 m og over"	1520	NA	2001	2004	5800	2001	"01.01.2020"	"01.07.2021 23:59:59"	"01"	"Fiskefartøy"	4613	"BØMLO"	46	"Vestland"	NA	"NORGE"
"1563863"	3	"2013"	"R 0007K"	2020	"19.04.2020"	"51"	NA	"08"	"05"	60.4	"NOR"	0	"VEA"	"2004026585"	"LMMJ"	"5"	"28 m og over"	1475	NA	2003	NA	3900	2003	"01.01.2018"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1565426"	4	"2013"	"R 0007K"	2020	"05.07.2020"	"51"	NA	"08"	"13"	60.4	"NOR"	0	"VEA"	"2004026585"	"LMMJ"	"5"	"28 m og over"	1475	NA	2003	NA	3900	2003	"01.01.2018"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1563869"	4	"2013"	"R 0001K"	2020	"20.04.2020"	"51"	NA	"08"	"06"	65	"NOR"	0	"CETUS"	"2019111153"	"LFFK"	"5"	"28 m og over"	2230	NA	2019	NA	4500	2019	"06.09.2019"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1565789"	5	"2013"	"H 0020B"	2020	"23.07.2020"	"51"	NA	"08"	"14"	63.97	"NOR"	0	"TRYGVASON"	"2016074733"	"LENJ"	"5"	"28 m og over"	1520	NA	2001	2004	5800	2001	"01.01.2020"	"01.07.2021 23:59:59"	"01"	"Fiskefartøy"	4613	"BØMLO"	46	"Vestland"	NA	"NORGE"
"1565721"	5	"2013"	"R 0001K"	2020	"19.07.2020"	"51"	NA	"08"	"13"	65	"NOR"	0	"CETUS"	"2019111153"	"LFFK"	"5"	"28 m og over"	2230	NA	2019	NA	4500	2019	"06.09.2019"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1565413"	2	"2013"	"R 0003K"	2020	"05.07.2020"	"51"	NA	"28"	"52"	61.75	"NOR"	0	"VIKINGBANK"	"2000013274"	"LLAS"	"5"	"28 m og over"	1190	NA	2000	NA	3750	1999	"01.01.2018"	"03.08.2021 23:59:59"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1565802"	4	"2013"	"R 0022B"	2020	"24.07.2020"	"51"	NA	"28"	"09"	42.5	"NOR"	0	"HÅFLU"	"1998003525"	"LEQI"	"5"	"28 m og over"	598	NA	1991	1996	1632	1991	"01.01.2018"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	1145	"BOKN"	11	"Rogaland"	NA	"NORGE"
"1567106"	3	"2013"	"R 0007K"	2020	"15.09.2020"	"51"	NA	"08"	"11"	60.4	"NOR"	0	"VEA"	"2004026585"	"LMMJ"	"5"	"28 m og over"	1475	NA	2003	NA	3900	2003	"01.01.2018"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1566052"	7	"2013"	"R 0001K"	2020	"08.08.2020"	"51"	NA	"08"	"13"	65	"NOR"	0	"CETUS"	"2019111153"	"LFFK"	"5"	"28 m og over"	2230	NA	2019	NA	4500	2019	"06.09.2019"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1566074"	2	"2013"	"H 0020B"	2020	"09.08.2020"	"51"	NA	"28"	"09"	63.97	"NOR"	0	"TRYGVASON"	"2016074733"	"LENJ"	"5"	"28 m og over"	1520	NA	2001	2004	5800	2001	"01.01.2020"	"01.07.2021 23:59:59"	"01"	"Fiskefartøy"	4613	"BØMLO"	46	"Vestland"	NA	"NORGE"
"1566861"	7	"2013"	"R 0001K"	2020	"05.09.2020"	"51"	NA	"08"	"13"	65	"NOR"	0	"CETUS"	"2019111153"	"LFFK"	"5"	"28 m og over"	2230	NA	2019	NA	4500	2019	"06.09.2019"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1566556"	6	"2013"	"H 0020B"	2020	"27.08.2020"	"51"	NA	"08"	"07"	63.97	"NOR"	0	"TRYGVASON"	"2016074733"	"LENJ"	"5"	"28 m og over"	1520	NA	2001	2004	5800	2001	"01.01.2020"	"01.07.2021 23:59:59"	"01"	"Fiskefartøy"	4613	"BØMLO"	46	"Vestland"	NA	"NORGE"
"1566235"	6	"2013"	"H 0004B"	2020	"15.08.2020"	"51"	NA	"28"	"09"	68.3	"NOR"	0	"LØNNØY"	"1999013384"	"LJTD"	"5"	"28 m og over"	2183	NA	1999	NA	5875	1999	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4613	"BØMLO"	46	"Vestland"	NA	"NORGE"
"1566247"	5	"2013"	"R 0003K"	2020	"16.08.2020"	"51"	NA	"08"	"10"	61.75	"NOR"	0	"VIKINGBANK"	"2000013274"	"LLAS"	"5"	"28 m og over"	1190	NA	2000	NA	3750	1999	"01.01.2018"	"03.08.2021 23:59:59"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1566621"	9	"2013"	"H 0175B"	2020	"29.08.2020"	"51"	NA	"08"	"10"	61.54	"NOR"	0	"BØMMELBAS"	"2000013297"	"LLGZ"	"5"	"28 m og over"	1206	NA	2000	NA	3750	2000	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4613	"BØMLO"	46	"Vestland"	NA	"NORGE"
"1566612"	7	"2013"	"R 0001K"	2020	"29.08.2020"	"51"	NA	"08"	"13"	65	"NOR"	0	"CETUS"	"2019111153"	"LFFK"	"5"	"28 m og over"	2230	NA	2019	NA	4500	2019	"06.09.2019"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1566852"	6	"2013"	"R 0003K"	2020	"05.09.2020"	"51"	NA	"08"	"10"	61.75	"NOR"	0	"VIKINGBANK"	"2000013274"	"LLAS"	"5"	"28 m og over"	1190	NA	2000	NA	3750	1999	"01.01.2018"	"03.08.2021 23:59:59"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1567063"	6	"2013"	"R 0022B"	2020	"14.09.2020"	"51"	NA	"08"	"14"	42.5	"NOR"	0	"HÅFLU"	"1998003525"	"LEQI"	"5"	"28 m og over"	598	NA	1991	1996	1632	1991	"01.01.2018"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	1145	"BOKN"	11	"Rogaland"	NA	"NORGE"
"1566526"	6	"2013"	"R 0003K"	2020	"26.08.2020"	"51"	NA	"08"	"07"	61.75	"NOR"	0	"VIKINGBANK"	"2000013274"	"LLAS"	"5"	"28 m og over"	1190	NA	2000	NA	3750	1999	"01.01.2018"	"03.08.2021 23:59:59"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1565005"	4	"2013"	"H 0175B"	2020	"23.06.2020"	"51"	NA	"41"	"75"	61.54	"NOR"	0	"BØMMELBAS"	"2000013297"	"LLGZ"	"5"	"28 m og over"	1206	NA	2000	NA	3750	2000	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4613	"BØMLO"	46	"Vestland"	NA	"NORGE"
"1565699"	2	"2013"	"SF0008SU"	2020	"17.07.2020"	"11"	NA	"08"	"06"	27.1	"NOR"	0	"SVEBAS"	"2000013646"	"LJTV"	"4"	"21-27,99 m"	NA	259	2000	2007	870	2000	"01.01.2020"	"27.12.2020 23:59:59"	"01"	"Fiskefartøy"	4636	"SOLUND"	46	"Vestland"	NA	"NORGE"
"1564707"	2	"2013"	"N 0307LN"	2020	"14.06.2020"	"11"	NA	"08"	"11"	74.8	"NOR"	0	"M.YTTERSTAD"	"2015068433"	"LFTI"	"5"	"28 m og over"	2906	NA	2015	NA	5364	2015	"01.01.2018"	"13.09.2020 23:59:59"	"01"	"Fiskefartøy"	1851	"LØDINGEN"	18	"Nordland"	NA	"NORGE"
"1564699"	2	"2013"	"TR0004O"	2020	"13.06.2020"	"11"	NA	"08"	"11"	79.95	"NOR"	0	"RAV"	"2019109673"	"LFSW"	"5"	"28 m og over"	3274	NA	2019	NA	6636	2018	"15.04.2019"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	5020	"OSEN"	50	"Trøndelag"	NA	"NORGE"
"1564608"	2	"2013"	"N 0118L"	2020	"11.06.2020"	"11"	NA	"08"	"53"	35.49	"NOR"	0	"SLETTHOLMEN"	"2008043528"	"LAVF"	"5"	"28 m og over"	472	NA	2008	NA	1521	2007	"28.05.2019"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	1834	"LURØY"	18	"Nordland"	NA	"NORGE"
"1564390"	2	"2013"	"M 0022HØ"	2020	"02.06.2020"	"11"	NA	"08"	"54"	77.5	"NOR"	0	"KINGS BAY"	"2013062012"	"LCNN"	"5"	"28 m og over"	4027	NA	2013	NA	5500	2012	"01.01.2018"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	1515	"HERØY i Møre og Romsdal"	15	"Møre og Romsdal"	NA	"NORGE"
"1564361"	2	"2013"	"T 0023T"	2020	"01.06.2020"	"11"	NA	"08"	"55"	38.05	"NOR"	0	"SKAGØYSUND"	"2004029046"	"LMUR"	"5"	"28 m og over"	498	NA	2004	2009	1414	2004	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	5401	"TROMSØ"	54	"Troms og Finnmark"	NA	"NORGE"
"1564377"	2	"2013"	"H 0010AM"	2020	"02.06.2020"	"11"	NA	"08"	"54"	57.5	"NOR"	0	"FONNES"	"2004030226"	"LMWF"	"5"	"28 m og over"	1306	NA	2004	NA	3700	2004	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4632	"AUSTRHEIM"	46	"Vestland"	NA	"NORGE"
"1564384"	2	"2013"	"SF0028B"	2020	"02.06.2020"	"11"	NA	"08"	"54"	64	"NOR"	0	"VESTFART"	"2001016521"	"LLRG"	"5"	"28 m og over"	1517	NA	2001	NA	4700	2001	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4648	"BREMANGER"	46	"Vestland"	NA	"NORGE"
