"Dokumentnummer"	"Linjenummer"	"Art_kode"	"Registreringsmerke_seddel"	"Fangstår"	"SisteFangstdato"	"Redskap_kode"	"HovedgruppeRedskap_kode"	"Hovedområde_kode"	"Lokasjon_kode"	"StørsteLengde"	"Fartøynasjonalitet_kode"	"KystHav_kode"	"Landingsdato"	"Landingsklokkeslett"	"Landingskommune_kode"	"Landingskommune"	"Landingsfylke_kode"	"Landingsfylke"	"Landingsnasjon_kode"	"Landingsnasjon_bokmål"	"Produksjonsanlegg"	"Produksjonskommune_kode"	"Produksjonskommune"
"3203649"	10	"2013"	"R 0060ST"	2021	"10.06.2021"	"55"	NA	"08"	"02"	14.99	"NOR"	0	"12.06.2021"	"17:38:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"3206175"	4	"2013"	"R 0005S"	2021	"26.06.2021"	"55"	NA	"08"	"18"	10.54	"NOR"	8	"26.06.2021"	"11:30:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"3204538"	1	"2013"	"LAA077"	2021	"24.06.2021"	"34"	NA	"08"	"01"	NA	"NOR"	8	"24.06.2021"	"19:45:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573782"	1	"2013"	"ZZ1146ZZ"	2021	"08.06.2021"	"12"	NA	"08"	"16"	NA	"NOR"	8	"16.06.2021"	"14:16:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573552"	1	"2013"	"R 0014F"	2021	"07.06.2021"	"12"	NA	"08"	"19"	10.53	"NOR"	8	"10.06.2021"	"15:16:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1572962"	1	"2013"	"R 0023ST"	2021	"10.05.2021"	"12"	NA	"08"	"19"	12	"NOR"	8	"13.05.2021"	"10:20:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573118"	1	"2013"	"ZZ1130ZZ"	2021	"25.05.2021"	"12"	NA	"08"	"18"	NA	"NOR"	8	"30.05.2021"	"15:48:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573652"	1	"2013"	"ZZ1146ZZ"	2021	"08.06.2021"	"12"	NA	"08"	"16"	NA	"NOR"	8	"13.06.2021"	"19:39:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573001"	1	"2013"	"ZZ1130ZZ"	2021	"17.05.2021"	"12"	NA	"08"	"18"	NA	"NOR"	8	"24.05.2021"	"15:38:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1574273"	1	"2013"	"ZZ1146ZZ"	2021	"11.06.2021"	"12"	NA	"08"	"16"	NA	"NOR"	8	"30.06.2021"	"08:29:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573871"	1	"2013"	"R 0001TV"	2021	"17.06.2021"	"12"	NA	"08"	"16"	12.99	"NOR"	8	"24.06.2021"	"09:25:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573783"	1	"2013"	"ZZ1146ZZ"	2021	"11.06.2021"	"12"	NA	"08"	"16"	NA	"NOR"	8	"23.06.2021"	"08:03:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1574483"	1	"2013"	"R 0075F"	2021	"05.07.2021"	"12"	NA	"08"	"19"	8.16	"NOR"	8	"07.07.2021"	"11:54:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573872"	1	"2013"	"R 0041TV"	2021	"17.06.2021"	"12"	NA	"08"	"16"	7.7	"NOR"	8	"24.06.2021"	"09:24:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1574285"	1	"2013"	"R 0075F"	2021	"30.06.2021"	"12"	NA	"08"	"19"	8.16	"NOR"	8	"01.07.2021"	"13:27:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1574427"	1	"2013"	"R 0007F"	2021	"22.06.2021"	"12"	NA	"08"	"19"	6.71	"NOR"	8	"08.07.2021"	"10:37:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1572917"	1	"2013"	"R 0017ST"	2021	"03.05.2021"	"21"	NA	"08"	"16"	10.65	"NOR"	8	"03.05.2021"	"12:12:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1574749"	1	"2013"	"R 0008TV"	2021	"15.07.2021"	"11"	NA	"08"	"19"	6	"NOR"	8	"22.07.2021"	"15:43:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1574673"	1	"2013"	"R 0003TV"	2021	"12.07.2021"	"11"	NA	"08"	"19"	10.62	"NOR"	8	"15.07.2021"	"15:14:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573821"	1	"2013"	"R 0023ST"	2021	"15.06.2021"	"11"	NA	"08"	"19"	12	"NOR"	8	"17.06.2021"	"14:41:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573784"	1	"2013"	"R 0075F"	2021	"14.06.2021"	"11"	NA	"08"	"19"	8.16	"NOR"	8	"16.06.2021"	"14:14:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573820"	1	"2013"	"R 0027ST"	2021	"15.06.2021"	"11"	NA	"08"	"19"	7.4	"NOR"	8	"17.06.2021"	"14:43:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573341"	1	"2013"	"R 0023ST"	2021	"31.05.2021"	"11"	NA	"08"	"19"	12	"NOR"	8	"01.06.2021"	"19:13:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573389"	1	"2013"	"R 0023ST"	2021	"27.05.2021"	"11"	NA	"08"	"19"	12	"NOR"	8	"03.06.2021"	"12:17:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573116"	1	"2013"	"R 0023ST"	2021	"25.05.2021"	"11"	NA	"08"	"19"	12	"NOR"	8	"27.05.2021"	"10:07:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573155"	1	"2013"	"R 0020ST"	2021	"27.05.2021"	"11"	NA	"08"	"19"	9.72	"NOR"	8	"28.05.2021"	"00:52:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573119"	1	"2013"	"R 0129K"	2021	"26.05.2021"	"11"	NA	"08"	"16"	14.95	"NOR"	8	"27.05.2021"	"14:17:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573000"	1	"2013"	"R 0023ST"	2021	"17.05.2021"	"11"	NA	"08"	"19"	12	"NOR"	8	"20.05.2021"	"13:26:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1572961"	1	"2013"	"R 0020ST"	2021	"10.05.2021"	"11"	NA	"08"	"19"	9.72	"NOR"	8	"13.05.2021"	"10:22:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573005"	1	"2013"	"R 0129K"	2021	"18.05.2021"	"11"	NA	"08"	"16"	14.95	"NOR"	8	"20.05.2021"	"11:46:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1572922"	1	"2013"	"R 0002SD"	2021	"03.05.2021"	"11"	NA	"08"	"20"	13.31	"NOR"	8	"07.05.2021"	"09:02:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1572960"	1	"2013"	"R 0129K"	2021	"10.05.2021"	"11"	NA	"08"	"16"	14.95	"NOR"	8	"13.05.2021"	"12:20:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1574322"	1	"2013"	"R 0023ST"	2021	"30.06.2021"	"11"	NA	"08"	"19"	12	"NOR"	8	"08.07.2021"	"14:36:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573819"	1	"2013"	"R 0002HM"	2021	"13.06.2021"	"11"	NA	"08"	"19"	7	"NOR"	8	"24.06.2021"	"11:50:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1574526"	1	"2013"	"R 0129K"	2021	"07.07.2021"	"11"	NA	"08"	"16"	14.95	"NOR"	8	"08.07.2021"	"08:58:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573182"	1	"2013"	"R 0017ST"	2021	"28.05.2021"	"11"	NA	"08"	"20"	10.65	"NOR"	8	"03.06.2021"	"14:34:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573342"	1	"2013"	"R 0021S"	2021	"31.05.2021"	"11"	NA	"08"	"19"	7.31	"NOR"	8	"01.06.2021"	"19:11:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1572977"	1	"2013"	"R 0162K"	2021	"13.05.2021"	"11"	NA	"08"	"16"	9.82	"NOR"	8	"20.05.2021"	"09:27:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573390"	1	"2013"	"R 0020ST"	2021	"27.05.2021"	"11"	NA	"08"	"19"	9.72	"NOR"	8	"03.06.2021"	"12:15:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1574303"	1	"2013"	"R 0021S"	2021	"30.06.2021"	"11"	NA	"08"	"19"	7.31	"NOR"	8	"01.07.2021"	"13:28:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1572999"	1	"2013"	"R 0020ST"	2021	"17.05.2021"	"11"	NA	"08"	"19"	9.72	"NOR"	8	"20.05.2021"	"13:24:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573002"	1	"2013"	"R 0017ST"	2021	"18.05.2021"	"11"	NA	"08"	"20"	10.65	"NOR"	8	"27.05.2021"	"10:04:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1574243"	1	"2013"	"R 0075F"	2021	"28.06.2021"	"11"	NA	"08"	"19"	8.16	"NOR"	8	"30.06.2021"	"14:50:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1572916"	1	"2013"	"R 0129K"	2021	"03.05.2021"	"11"	NA	"08"	"16"	14.95	"NOR"	8	"04.05.2021"	"12:43:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1574066"	1	"2013"	"R 0009F"	2021	"23.06.2021"	"11"	NA	"08"	"19"	7.53	"NOR"	8	"23.06.2021"	"16:17:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573822"	1	"2013"	"R 0020ST"	2021	"15.06.2021"	"11"	NA	"08"	"19"	9.72	"NOR"	8	"17.06.2021"	"14:40:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573117"	1	"2013"	"R 0021S"	2021	"25.05.2021"	"11"	NA	"08"	"19"	7.31	"NOR"	8	"27.05.2021"	"10:09:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573181"	1	"2013"	"R 0014F"	2021	"28.05.2021"	"11"	NA	"08"	"19"	10.53	"NOR"	8	"03.06.2021"	"14:37:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573154"	1	"2013"	"R 0023ST"	2021	"27.05.2021"	"11"	NA	"08"	"19"	12	"NOR"	8	"28.05.2021"	"00:55:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1574323"	1	"2013"	"R 0006HM"	2021	"30.06.2021"	"11"	NA	"08"	"19"	7.76	"NOR"	8	"08.07.2021"	"14:38:00"	1103	"STAVANGER"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"3218674"	1	"2013"	"R 0014HA"	2021	"02.12.2021"	"33"	NA	"08"	"02"	7.93	"NOR"	8	"02.12.2021"	"13:30:00"	1119	"HÅ"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"4000475"	3	"2013"	"R 0014HA"	2021	"21.12.2021"	"33"	NA	"08"	"02"	7.93	"NOR"	8	"21.12.2021"	"16:00:00"	1119	"HÅ"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1576430"	2	"2013"	"M 0022HØ"	2021	"31.08.2021"	"11"	NA	"42"	"84"	77.5	"NOR"	0	"01.09.2021"	"11:03:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575538"	4	"2013"	"H 0074AV"	2021	"16.08.2021"	"11"	NA	"30"	"04"	64	"NOR"	0	"17.08.2021"	"12:46:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1574117"	2	"2013"	"SF0008SU"	2021	"24.06.2021"	"11"	NA	"08"	"13"	27.1	"NOR"	0	"25.06.2021"	"16:35:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576186"	1	"2013"	"TR0346ND"	2021	"27.08.2021"	"11"	NA	"30"	"14"	43.8	"NOR"	0	"29.08.2021"	"12:18:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576186"	2	"2013"	"TR0346ND"	2021	"27.08.2021"	"11"	NA	"30"	"14"	43.8	"NOR"	0	"29.08.2021"	"12:18:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1577115"	2	"2013"	"SF0230F"	2021	"14.09.2021"	"11"	NA	"30"	"08"	64.2	"NOR"	0	"15.09.2021"	"14:43:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576648"	2	"2013"	"VL0008FJ"	2021	"05.09.2021"	"11"	NA	"07"	"33"	14.85	"NOR"	8	"07.09.2021"	"08:38:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576439"	1	"2013"	"H 0014FJ"	2021	"01.09.2021"	"11"	NA	"28"	"36"	11.14	"NOR"	8	"02.09.2021"	"15:06:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1579062"	2	"2013"	"M 0122HØ"	2021	"28.10.2021"	"11"	NA	"28"	"51"	69.94	"NOR"	0	"29.10.2021"	"08:35:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576005"	3	"2013"	"M 0001HØ"	2021	"24.08.2021"	"11"	NA	"37"	"02"	75.4	"NOR"	0	"25.08.2021"	"10:57:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576005"	4	"2013"	"M 0001HØ"	2021	"24.08.2021"	"11"	NA	"37"	"02"	75.4	"NOR"	0	"25.08.2021"	"10:57:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576162"	2	"2013"	"SF0230F"	2021	"26.08.2021"	"11"	NA	"30"	"14"	64.2	"NOR"	0	"28.08.2021"	"10:36:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1580578"	2	"2013"	"T 0001I"	2021	"01.12.2021"	"11"	NA	"28"	"52"	43.15	"NOR"	0	"02.12.2021"	"10:49:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576161"	2	"2013"	"SF0230F"	2021	"26.08.2021"	"11"	NA	"30"	"14"	64.2	"NOR"	0	"28.08.2021"	"10:18:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575491"	1	"2013"	"M 0001HØ"	2021	"15.08.2021"	"11"	NA	"07"	"20"	75.4	"NOR"	0	"16.08.2021"	"14:15:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575491"	3	"2013"	"M 0001HØ"	2021	"15.08.2021"	"11"	NA	"07"	"20"	75.4	"NOR"	0	"16.08.2021"	"14:15:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1573855"	3	"2013"	"M 0027VD"	2021	"17.06.2021"	"11"	NA	"08"	"53"	65.7	"NOR"	0	"18.06.2021"	"19:54:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1573725"	5	"2013"	"N 0119SO"	2021	"13.06.2021"	"11"	NA	"08"	"53"	54.05	"NOR"	0	"15.06.2021"	"15:35:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576349"	1	"2013"	"H 0260K"	2021	"30.08.2021"	"11"	NA	"30"	"14"	36.99	"NOR"	0	"31.08.2021"	"14:04:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1573632"	3	"2013"	"SF0230F"	2021	"10.06.2021"	"11"	NA	"08"	"55"	64.2	"NOR"	0	"11.06.2021"	"08:13:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1573571"	4	"2013"	"SF0001V"	2021	"08.06.2021"	"11"	NA	"08"	"55"	56.2	"NOR"	0	"09.06.2021"	"12:56:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1573805"	5	"2013"	"N 0400B"	2021	"15.06.2021"	"11"	NA	"42"	"34"	80.16	"NOR"	0	"17.06.2021"	"12:52:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575456"	2	"2013"	"M 0001HØ"	2021	"15.08.2021"	"11"	NA	"30"	"09"	75.4	"NOR"	0	"15.08.2021"	"17:35:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1573424"	4	"2013"	"M 0189A"	2021	"03.06.2021"	"11"	NA	"08"	"53"	74.8	"NOR"	0	"05.06.2021"	"09:33:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576051"	3	"2013"	"M 0050MD"	2021	"25.08.2021"	"11"	NA	"30"	"13"	56.3	"NOR"	0	"27.08.2021"	"13:38:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1573380"	4	"2013"	"SF0028B"	2021	"02.06.2021"	"11"	NA	"08"	"11"	64	"NOR"	0	"03.06.2021"	"18:56:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1579367"	4	"2013"	"R 0080ES"	2021	"04.11.2021"	"11"	NA	"28"	"52"	58.92	"NOR"	0	"05.11.2021"	"11:55:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1573098"	4	"2013"	"M 0056MD"	2021	"25.05.2021"	"11"	NA	"08"	"53"	78.39	"NOR"	0	"26.05.2021"	"17:18:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1573563"	3	"2013"	"M 0122HØ"	2021	"08.06.2021"	"11"	NA	"08"	"55"	69.94	"NOR"	0	"09.06.2021"	"10:45:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1573597"	4	"2013"	"H 0004O"	2021	"09.06.2021"	"11"	NA	"08"	"55"	59.2	"NOR"	0	"10.06.2021"	"14:50:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1573055"	4	"2013"	"M 0121A"	2021	"23.05.2021"	"11"	NA	"28"	"51"	35.46	"NOR"	0	"24.05.2021"	"19:31:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1580079"	2	"2013"	"T 0001I"	2021	"22.11.2021"	"11"	NA	"08"	"55"	43.15	"NOR"	0	"23.11.2021"	"12:06:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1580456"	4	"2013"	"T 0001I"	2021	"29.11.2021"	"11"	NA	"42"	"34"	43.15	"NOR"	0	"30.11.2021"	"10:53:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1577968"	2	"2013"	"H 0001O"	2021	"05.10.2021"	"11"	NA	"28"	"51"	68.1	"NOR"	0	"06.10.2021"	"16:31:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1580462"	4	"2013"	"M 0122HØ"	2021	"29.11.2021"	"11"	NA	"42"	"34"	69.94	"NOR"	0	"30.11.2021"	"16:02:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1580080"	3	"2013"	"N 0006V"	2021	"21.11.2021"	"11"	NA	"42"	"24"	46.55	"NOR"	0	"23.11.2021"	"08:02:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1579367"	2	"2013"	"R 0080ES"	2021	"04.11.2021"	"11"	NA	"28"	"52"	58.92	"NOR"	0	"05.11.2021"	"11:55:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576747"	5	"2013"	"T 0111T"	2021	"07.09.2021"	"11"	NA	"42"	"34"	37.9	"NOR"	0	"08.09.2021"	"15:31:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576509"	1	"2013"	"H 0028FJ"	2021	"02.09.2021"	"11"	NA	"28"	"36"	11.43	"NOR"	8	"03.09.2021"	"12:01:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576509"	2	"2013"	"H 0028FJ"	2021	"02.09.2021"	"11"	NA	"28"	"36"	11.43	"NOR"	8	"03.09.2021"	"12:01:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1573844"	3	"2013"	"VL0050G"	2021	"17.06.2021"	"11"	NA	"08"	"53"	34.99	"NOR"	0	"18.06.2021"	"15:55:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1574080"	2	"2013"	"H 0140B"	2021	"23.06.2021"	"11"	NA	"08"	"55"	60.9	"NOR"	0	"25.06.2021"	"07:37:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1573464"	3	"2013"	"M 0003HØ"	2021	"04.06.2021"	"11"	NA	"08"	"53"	67.5	"NOR"	0	"05.06.2021"	"18:15:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576978"	2	"2013"	"VN0118B"	2021	"11.09.2021"	"11"	NA	"30"	"14"	75	"NOR"	0	"12.09.2021"	"15:29:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1573706"	5	"2013"	"M 0189A"	2021	"13.06.2021"	"11"	NA	"42"	"24"	74.8	"NOR"	0	"15.06.2021"	"09:41:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1574112"	3	"2013"	"M 0003HØ"	2021	"24.06.2021"	"11"	NA	"08"	"55"	67.5	"NOR"	0	"25.06.2021"	"14:42:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576161"	3	"2013"	"SF0230F"	2021	"26.08.2021"	"11"	NA	"30"	"14"	64.2	"NOR"	0	"28.08.2021"	"10:18:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576430"	1	"2013"	"M 0022HØ"	2021	"31.08.2021"	"11"	NA	"42"	"84"	77.5	"NOR"	0	"01.09.2021"	"11:03:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576527"	2	"2013"	"SF0008A"	2021	"03.09.2021"	"11"	NA	"30"	"09"	44.85	"NOR"	0	"04.09.2021"	"12:02:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576496"	1	"2013"	"VL0008FJ"	2021	"02.09.2021"	"11"	NA	"28"	"36"	14.85	"NOR"	8	"03.09.2021"	"08:22:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1573964"	4	"2013"	"N 0001B"	2021	"20.06.2021"	"11"	NA	"28"	"52"	64	"NOR"	0	"21.06.2021"	"13:56:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1573502"	4	"2013"	"SF0230F"	2021	"06.06.2021"	"11"	NA	"28"	"51"	64.2	"NOR"	0	"07.06.2021"	"13:14:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575578"	1	"2013"	"H 0074AV"	2021	"17.08.2021"	"11"	NA	"30"	"04"	64	"NOR"	0	"17.08.2021"	"14:15:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575358"	4	"2013"	"M 0085HØ"	2021	"14.08.2021"	"11"	NA	"28"	"04"	14.7	"NOR"	8	"14.08.2021"	"09:04:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575456"	4	"2013"	"M 0001HØ"	2021	"15.08.2021"	"11"	NA	"30"	"09"	75.4	"NOR"	0	"15.08.2021"	"17:35:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1574080"	3	"2013"	"H 0140B"	2021	"23.06.2021"	"11"	NA	"08"	"55"	60.9	"NOR"	0	"25.06.2021"	"07:37:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576440"	2	"2013"	"H 0028FJ"	2021	"01.09.2021"	"11"	NA	"28"	"36"	11.43	"NOR"	8	"02.09.2021"	"14:51:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1573863"	6	"2013"	"R 0080ES"	2021	"17.06.2021"	"11"	NA	"08"	"53"	58.92	"NOR"	0	"19.06.2021"	"14:00:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576496"	3	"2013"	"VL0008FJ"	2021	"02.09.2021"	"11"	NA	"28"	"36"	14.85	"NOR"	8	"03.09.2021"	"08:22:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576730"	4	"2013"	"M 0003HØ"	2021	"07.09.2021"	"11"	NA	"42"	"34"	67.5	"NOR"	0	"08.09.2021"	"13:34:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1573237"	3	"2013"	"SF0001V"	2021	"30.05.2021"	"11"	NA	"08"	"55"	56.2	"NOR"	0	"30.05.2021"	"19:08:00"	4648	"BREMANGER"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
