"Dokumentnummer"	"Linjenummer"	"Art_kode"	"Registreringsmerke_seddel"	"Fangstår"	"SisteFangstdato"	"Redskap_kode"	"HovedgruppeRedskap_kode"	"Hovedområde_kode"	"Lokasjon_kode"	"StørsteLengde"	"Fartøynasjonalitet_kode"	"KystHav_kode"	"KvotefartøyRegMerke"	"Kvotetype_kode"	"Kvotetype_bokmål"
"1585683"	2	"2013"	"SF0246A"	2022	"29.08.2022"	"11"	NA	"30"	"14"	36.34	"NOR"	0	"SF0246A"	"01"	"Vanlig kvote"
"1585683"	3	"2013"	"SF0246A"	2022	"29.08.2022"	"11"	NA	"30"	"14"	36.34	"NOR"	0	"SF0246A"	"01"	"Vanlig kvote"
"1585541"	2	"2013"	"SF0001V"	2022	"27.08.2022"	"11"	NA	"30"	"14"	56.2	"NOR"	0	"SF0001V"	"01"	"Vanlig kvote"
"1585394"	1	"2013"	"M 0065HØ"	2022	"25.08.2022"	"11"	NA	"07"	"20"	74	"NOR"	0	"M 0065HØ"	"01"	"Vanlig kvote"
"1585394"	2	"2013"	"M 0065HØ"	2022	"25.08.2022"	"11"	NA	"07"	"20"	74	"NOR"	0	"M 0065HØ"	"01"	"Vanlig kvote"
"1584846"	2	"2013"	"SF0230F"	2022	"19.08.2022"	"11"	NA	"30"	"09"	64.2	"NOR"	0	"SF0230F"	"01"	"Vanlig kvote"
"1584544"	2	"2013"	"H 0380AV"	2022	"15.08.2022"	"11"	NA	"34"	"05"	70.6	"NOR"	0	"H 0380AV"	"01"	"Vanlig kvote"
"1584544"	3	"2013"	"H 0380AV"	2022	"15.08.2022"	"11"	NA	"34"	"05"	70.6	"NOR"	0	"H 0380AV"	"01"	"Vanlig kvote"
"1584538"	2	"2013"	"H 0001BN"	2022	"15.08.2022"	"11"	NA	"34"	"05"	75.4	"NOR"	0	"H 0001BN"	"01"	"Vanlig kvote"
"1584846"	1	"2013"	"SF0230F"	2022	"19.08.2022"	"11"	NA	"30"	"09"	64.2	"NOR"	0	"SF0230F"	"01"	"Vanlig kvote"
"1589277"	3	"2013"	"NT0500V"	2022	"01.11.2022"	"11"	NA	"28"	"51"	68.25	"NOR"	0	"NT0500V"	"01"	"Vanlig kvote"
"1584847"	1	"2013"	"H 0365AV"	2022	"19.08.2022"	"11"	NA	"30"	"09"	78.75	"NOR"	0	"H 0365AV"	"01"	"Vanlig kvote"
"1589277"	1	"2013"	"NT0500V"	2022	"01.11.2022"	"11"	NA	"28"	"51"	68.25	"NOR"	0	"NT0500V"	"01"	"Vanlig kvote"
"1589277"	2	"2013"	"NT0500V"	2022	"01.11.2022"	"11"	NA	"28"	"51"	68.25	"NOR"	0	"NT0500V"	"01"	"Vanlig kvote"
"1588588"	2	"2013"	"TR0346ND"	2022	"18.10.2022"	"11"	NA	"07"	"15"	43.8	"NOR"	0	"TR0346ND"	"01"	"Vanlig kvote"
"1589275"	2	"2013"	"H 0077AV"	2022	"31.10.2022"	"11"	NA	"28"	"51"	68.3	"NOR"	0	"H 0077AV"	"01"	"Vanlig kvote"
"1589169"	1	"2013"	"M 0400A"	2022	"30.10.2022"	"53"	NA	"30"	"04"	80	"NOR"	0	"M 9002A"	"01"	"Vanlig kvote"
"1589527"	2	"2013"	"N 0307LN"	2022	"07.11.2022"	"53"	NA	"07"	"15"	74.8	"NOR"	0	"N 0307LN"	"01"	"Vanlig kvote"
"1588969"	2	"2013"	"N 0118LN"	2022	"26.10.2022"	"53"	NA	"07"	"14"	75	"NOR"	0	"N 0118LN"	"01"	"Vanlig kvote"
"1589687"	1	"2013"	"N 0200B"	2022	"10.11.2022"	"53"	NA	"07"	"15"	69.77	"NOR"	0	"N 0200B"	"01"	"Vanlig kvote"
"1589605"	1	"2013"	"LK62"	2022	"08.11.2022"	"53"	NA	"42"	"52"	NA	"GBR"	0	"LK62"	"04"	"Annet lands kvote"
"1589684"	1	"2013"	"NT0500V"	2022	"10.11.2022"	"53"	NA	"07"	"17"	68.25	"NOR"	0	"NT0500V"	"01"	"Vanlig kvote"
"1589684"	2	"2013"	"NT0500V"	2022	"10.11.2022"	"53"	NA	"07"	"17"	68.25	"NOR"	0	"NT0500V"	"01"	"Vanlig kvote"
"1589605"	2	"2013"	"LK62"	2022	"08.11.2022"	"53"	NA	"42"	"52"	NA	"GBR"	0	"LK62"	"04"	"Annet lands kvote"
"1589465"	1	"2013"	"FR229"	2022	"05.11.2022"	"53"	NA	"42"	"42"	NA	"GBR"	0	"FR229"	"04"	"Annet lands kvote"
"1588866"	1	"2013"	"FR228"	2022	"24.10.2022"	"53"	NA	"42"	"12"	NA	"GBR"	0	"FR228"	"04"	"Annet lands kvote"
"1589124"	1	"2013"	"TR0004O"	2022	"29.10.2022"	"53"	NA	"28"	"54"	79.95	"NOR"	0	"TR0004O"	"01"	"Vanlig kvote"
"1589275"	1	"2013"	"H 0077AV"	2022	"31.10.2022"	"11"	NA	"28"	"51"	68.3	"NOR"	0	"H 0077AV"	"01"	"Vanlig kvote"
"1589846"	2	"2013"	"H 0001O"	2022	"14.11.2022"	"53"	NA	"07"	"14"	68.1	"NOR"	0	"H 0001O"	"01"	"Vanlig kvote"
"1588138"	2	"2013"	"M 0030M"	2022	"04.10.2022"	"53"	NA	"42"	"34"	65	"NOR"	0	"M 0030M"	"03"	"Skolekvote"
"1587802"	2	"2013"	"GG330"	2022	"29.09.2022"	"53"	NA	"28"	"52"	NA	"SWE"	0	"GG330"	"04"	"Annet lands kvote"
"1589165"	1	"2013"	"M 0070HØ"	2022	"30.10.2022"	"53"	NA	"28"	"54"	69.9	"NOR"	0	"M 0070HØ"	"01"	"Vanlig kvote"
"1589165"	3	"2013"	"M 0070HØ"	2022	"30.10.2022"	"53"	NA	"28"	"54"	69.9	"NOR"	0	"M 0070HØ"	"01"	"Vanlig kvote"
"1589973"	2	"2013"	"NT0500V"	2022	"16.11.2022"	"53"	NA	"07"	"14"	68.25	"NOR"	0	"NT0500V"	"01"	"Vanlig kvote"
"1589692"	1	"2013"	"H 0058AV"	2022	"10.11.2022"	"53"	NA	"07"	"15"	71.1	"NOR"	0	"VL9100AV"	"01"	"Vanlig kvote"
"1589850"	2	"2013"	"N 0200B"	2022	"14.11.2022"	"53"	NA	"07"	"13"	69.77	"NOR"	0	"N 0200B"	"01"	"Vanlig kvote"
"1589846"	3	"2013"	"H 0001O"	2022	"14.11.2022"	"53"	NA	"07"	"14"	68.1	"NOR"	0	"H 0001O"	"01"	"Vanlig kvote"
"1589570"	2	"2013"	"NT0500V"	2022	"08.11.2022"	"53"	NA	"07"	"15"	68.25	"NOR"	0	"NT0500V"	"01"	"Vanlig kvote"
"1590360"	1	"2013"	"LK193"	2022	"22.11.2022"	"53"	NA	"42"	"52"	NA	"GBR"	0	"LK193"	"04"	"Annet lands kvote"
"1590360"	2	"2013"	"LK193"	2022	"22.11.2022"	"53"	NA	"42"	"52"	NA	"GBR"	0	"LK193"	"04"	"Annet lands kvote"
"1589845"	2	"2013"	"N 0024ME"	2022	"14.11.2022"	"53"	NA	"07"	"14"	67.4	"NOR"	0	"N 0024ME"	"01"	"Vanlig kvote"
"1589841"	2	"2013"	"M 0250HØ"	2022	"14.11.2022"	"53"	NA	"07"	"06"	69.95	"NOR"	8	"M 0250HØ"	"01"	"Vanlig kvote"
"1589841"	3	"2013"	"M 0250HØ"	2022	"14.11.2022"	"53"	NA	"07"	"06"	69.95	"NOR"	8	"M 0250HØ"	"01"	"Vanlig kvote"
"1589843"	2	"2013"	"NT0500V"	2022	"14.11.2022"	"53"	NA	"07"	"14"	68.25	"NOR"	0	"NT0500V"	"01"	"Vanlig kvote"
"1589843"	3	"2013"	"NT0500V"	2022	"14.11.2022"	"53"	NA	"07"	"14"	68.25	"NOR"	0	"NT0500V"	"01"	"Vanlig kvote"
"1588866"	2	"2013"	"FR228"	2022	"24.10.2022"	"53"	NA	"42"	"12"	NA	"GBR"	0	"FR228"	"04"	"Annet lands kvote"
"1589692"	2	"2013"	"H 0058AV"	2022	"10.11.2022"	"53"	NA	"07"	"15"	71.1	"NOR"	0	"VL9100AV"	"01"	"Vanlig kvote"
"1590109"	2	"2013"	"NT0500V"	2022	"18.11.2022"	"53"	NA	"07"	"15"	68.25	"NOR"	0	"NT0500V"	"01"	"Vanlig kvote"
"1589853"	1	"2013"	"VL0182AV"	2022	"14.11.2022"	"53"	NA	"07"	"15"	74.6	"NOR"	0	"VL0182AV"	"01"	"Vanlig kvote"
"1589850"	1	"2013"	"N 0200B"	2022	"14.11.2022"	"53"	NA	"07"	"13"	69.77	"NOR"	0	"N 0200B"	"01"	"Vanlig kvote"
"1589879"	2	"2013"	"N 0118LN"	2022	"14.11.2022"	"53"	NA	"07"	"14"	75	"NOR"	0	"N 0118LN"	"01"	"Vanlig kvote"
"1589362"	3	"2013"	"M 0065HØ"	2022	"02.11.2022"	"53"	NA	"28"	"52"	74	"NOR"	0	"M 0065HØ"	"01"	"Vanlig kvote"
"1589570"	1	"2013"	"NT0500V"	2022	"08.11.2022"	"53"	NA	"07"	"15"	68.25	"NOR"	0	"NT0500V"	"01"	"Vanlig kvote"
"1589570"	3	"2013"	"NT0500V"	2022	"08.11.2022"	"53"	NA	"07"	"15"	68.25	"NOR"	0	"NT0500V"	"01"	"Vanlig kvote"
"1588296"	2	"2013"	"N 0307LN"	2022	"09.10.2022"	"53"	NA	"07"	"15"	74.8	"NOR"	0	"N 0307LN"	"01"	"Vanlig kvote"
"1588128"	3	"2013"	"TR0004O"	2022	"04.10.2022"	"53"	NA	"08"	"53"	79.95	"NOR"	0	"TR0004O"	"01"	"Vanlig kvote"
"1588131"	2	"2013"	"M 0030M"	2022	"04.10.2022"	"53"	NA	"42"	"34"	65	"NOR"	0	"M 0030M"	"01"	"Vanlig kvote"
"1589152"	2	"2013"	"M 0300A"	2022	"30.10.2022"	"53"	NA	"30"	"04"	71.6	"NOR"	0	"M 0300A"	"01"	"Vanlig kvote"
"1588296"	1	"2013"	"N 0307LN"	2022	"09.10.2022"	"53"	NA	"07"	"15"	74.8	"NOR"	0	"N 0307LN"	"01"	"Vanlig kvote"
"1588297"	1	"2013"	"M 0250HØ"	2022	"09.10.2022"	"53"	NA	"07"	"14"	69.95	"NOR"	0	"M 0250HØ"	"01"	"Vanlig kvote"
"1588710"	1	"2013"	"LK297"	2022	"20.10.2022"	"53"	NA	"42"	"32"	NA	"GBR"	0	"LK297"	"04"	"Annet lands kvote"
"1589527"	1	"2013"	"N 0307LN"	2022	"07.11.2022"	"53"	NA	"07"	"15"	74.8	"NOR"	0	"N 0307LN"	"01"	"Vanlig kvote"
"1588300"	2	"2013"	"M 0001HØ"	2022	"09.10.2022"	"53"	NA	"07"	"15"	75.4	"NOR"	0	"M 0001HØ"	"01"	"Vanlig kvote"
"1589687"	2	"2013"	"N 0200B"	2022	"10.11.2022"	"53"	NA	"07"	"15"	69.77	"NOR"	0	"N 0200B"	"01"	"Vanlig kvote"
"1589846"	1	"2013"	"H 0001O"	2022	"14.11.2022"	"53"	NA	"07"	"14"	68.1	"NOR"	0	"H 0001O"	"01"	"Vanlig kvote"
"1589850"	3	"2013"	"N 0200B"	2022	"14.11.2022"	"53"	NA	"07"	"13"	69.77	"NOR"	0	"N 0200B"	"01"	"Vanlig kvote"
"1589262"	1	"2013"	"FR228"	2022	"31.10.2022"	"53"	NA	"42"	"43"	NA	"GBR"	0	"FR228"	"04"	"Annet lands kvote"
"1589165"	2	"2013"	"M 0070HØ"	2022	"30.10.2022"	"53"	NA	"28"	"54"	69.9	"NOR"	0	"M 0070HØ"	"01"	"Vanlig kvote"
"1589362"	5	"2013"	"M 0065HØ"	2022	"02.11.2022"	"53"	NA	"28"	"52"	74	"NOR"	0	"M 0065HØ"	"01"	"Vanlig kvote"
"1590109"	3	"2013"	"NT0500V"	2022	"18.11.2022"	"53"	NA	"07"	"15"	68.25	"NOR"	0	"NT0500V"	"01"	"Vanlig kvote"
"1900743"	1	"2013"	"NT0500V"	2022	"18.11.2022"	"53"	NA	"07"	"15"	68.25	"NOR"	0	"NT0500V"	"03"	"Skolekvote"
"1589853"	2	"2013"	"VL0182AV"	2022	"14.11.2022"	"53"	NA	"07"	"15"	74.6	"NOR"	0	"VL0182AV"	"01"	"Vanlig kvote"
"1589879"	1	"2013"	"N 0118LN"	2022	"14.11.2022"	"53"	NA	"07"	"14"	75	"NOR"	0	"N 0118LN"	"01"	"Vanlig kvote"
"1589436"	1	"2013"	"N 0307LN"	2022	"05.11.2022"	"53"	NA	"07"	"14"	74.8	"NOR"	0	"N 0307LN"	"01"	"Vanlig kvote"
"1589364"	1	"2013"	"H 0001AV"	2022	"03.11.2022"	"53"	NA	"07"	"14"	67	"NOR"	0	"H 0001AV"	"01"	"Vanlig kvote"
"1589364"	2	"2013"	"H 0001AV"	2022	"03.11.2022"	"53"	NA	"07"	"14"	67	"NOR"	0	"H 0001AV"	"01"	"Vanlig kvote"
"1589121"	3	"2013"	"VL0009AV"	2022	"29.10.2022"	"53"	NA	"30"	"04"	74.5	"NOR"	0	"VL0009AV"	"01"	"Vanlig kvote"
"1589128"	1	"2013"	"M 0001HØ"	2022	"29.10.2022"	"53"	NA	"28"	"54"	75.4	"NOR"	0	"M 0001HØ"	"01"	"Vanlig kvote"
"1588300"	1	"2013"	"M 0001HØ"	2022	"09.10.2022"	"53"	NA	"07"	"15"	75.4	"NOR"	0	"M 0001HØ"	"01"	"Vanlig kvote"
"1588592"	2	"2013"	"M 0001HØ"	2022	"18.10.2022"	"53"	NA	"07"	"14"	75.4	"NOR"	0	"M 0001HØ"	"01"	"Vanlig kvote"
"1588592"	1	"2013"	"M 0001HØ"	2022	"18.10.2022"	"53"	NA	"07"	"14"	75.4	"NOR"	0	"M 0001HØ"	"01"	"Vanlig kvote"
"1589124"	2	"2013"	"TR0004O"	2022	"29.10.2022"	"53"	NA	"28"	"54"	79.95	"NOR"	0	"TR0004O"	"01"	"Vanlig kvote"
"1589262"	2	"2013"	"FR228"	2022	"31.10.2022"	"53"	NA	"42"	"43"	NA	"GBR"	0	"FR228"	"04"	"Annet lands kvote"
"1589843"	1	"2013"	"NT0500V"	2022	"14.11.2022"	"53"	NA	"07"	"14"	68.25	"NOR"	0	"NT0500V"	"01"	"Vanlig kvote"
"1590112"	2	"2013"	"H 0001AV"	2022	"18.11.2022"	"53"	NA	"07"	"15"	67	"NOR"	0	"H 0001AV"	"01"	"Vanlig kvote"
"1588446"	2	"2013"	"GG330"	2022	"15.10.2022"	"53"	NA	"42"	"42"	NA	"SWE"	0	"GG330"	"04"	"Annet lands kvote"
"1589527"	3	"2013"	"N 0307LN"	2022	"07.11.2022"	"53"	NA	"07"	"15"	74.8	"NOR"	0	"N 0307LN"	"01"	"Vanlig kvote"
"1588446"	1	"2013"	"GG330"	2022	"15.10.2022"	"53"	NA	"42"	"42"	NA	"SWE"	0	"GG330"	"04"	"Annet lands kvote"
"1589737"	2	"2013"	"LK193"	2022	"12.11.2022"	"53"	NA	"42"	"52"	NA	"GBR"	0	"LK193"	"04"	"Annet lands kvote"
"1588968"	2	"2013"	"TF0195M"	2022	"26.10.2022"	"53"	NA	"07"	"15"	62.6	"NOR"	0	"M 9001M"	"01"	"Vanlig kvote"
"1588973"	1	"2013"	"VL0009AV"	2022	"26.10.2022"	"53"	NA	"07"	"14"	74.5	"NOR"	0	"VL0009AV"	"01"	"Vanlig kvote"
"1590112"	1	"2013"	"H 0001AV"	2022	"18.11.2022"	"53"	NA	"07"	"15"	67	"NOR"	0	"H 0001AV"	"01"	"Vanlig kvote"
"1589048"	1	"2013"	"M 0400A"	2022	"27.10.2022"	"53"	NA	"07"	"14"	80	"NOR"	0	"M 9002A"	"01"	"Vanlig kvote"
"1588163"	2	"2013"	"M 0250HØ"	2022	"04.10.2022"	"53"	NA	"42"	"24"	69.95	"NOR"	0	"M 0250HØ"	"01"	"Vanlig kvote"
"1589169"	2	"2013"	"M 0400A"	2022	"30.10.2022"	"53"	NA	"30"	"04"	80	"NOR"	0	"M 9002A"	"01"	"Vanlig kvote"
"1588710"	2	"2013"	"LK297"	2022	"20.10.2022"	"53"	NA	"42"	"32"	NA	"GBR"	0	"LK297"	"04"	"Annet lands kvote"
"1589128"	2	"2013"	"M 0001HØ"	2022	"29.10.2022"	"53"	NA	"28"	"54"	75.4	"NOR"	0	"M 0001HØ"	"01"	"Vanlig kvote"
"1589436"	2	"2013"	"N 0307LN"	2022	"05.11.2022"	"53"	NA	"07"	"14"	74.8	"NOR"	0	"N 0307LN"	"01"	"Vanlig kvote"
"1589437"	1	"2013"	"N 0200B"	2022	"05.11.2022"	"53"	NA	"07"	"14"	69.77	"NOR"	0	"N 0200B"	"01"	"Vanlig kvote"
"1589455"	1	"2013"	"LK193"	2022	"05.11.2022"	"53"	NA	"42"	"52"	NA	"GBR"	0	"LK193"	"04"	"Annet lands kvote"
"1589841"	4	"2013"	"M 0250HØ"	2022	"14.11.2022"	"53"	NA	"07"	"06"	69.95	"NOR"	8	"M 0250HØ"	"01"	"Vanlig kvote"
"1588163"	4	"2013"	"M 0250HØ"	2022	"04.10.2022"	"53"	NA	"42"	"24"	69.95	"NOR"	0	"M 0250HØ"	"01"	"Vanlig kvote"
"1588968"	1	"2013"	"TF0195M"	2022	"26.10.2022"	"53"	NA	"07"	"15"	62.6	"NOR"	0	"M 9001M"	"01"	"Vanlig kvote"
"1589659"	2	"2013"	"LK62"	2022	"08.11.2022"	"53"	NA	"42"	"52"	NA	"GBR"	0	"LK62"	"04"	"Annet lands kvote"
"1589737"	1	"2013"	"LK193"	2022	"12.11.2022"	"53"	NA	"42"	"52"	NA	"GBR"	0	"LK193"	"04"	"Annet lands kvote"
"1589121"	2	"2013"	"VL0009AV"	2022	"29.10.2022"	"53"	NA	"30"	"04"	74.5	"NOR"	0	"VL0009AV"	"01"	"Vanlig kvote"
"1589128"	3	"2013"	"M 0001HØ"	2022	"29.10.2022"	"53"	NA	"28"	"54"	75.4	"NOR"	0	"M 0001HØ"	"01"	"Vanlig kvote"
"1588300"	3	"2013"	"M 0001HØ"	2022	"09.10.2022"	"53"	NA	"07"	"15"	75.4	"NOR"	0	"M 0001HØ"	"01"	"Vanlig kvote"
"1589121"	1	"2013"	"VL0009AV"	2022	"29.10.2022"	"53"	NA	"30"	"04"	74.5	"NOR"	0	"VL0009AV"	"01"	"Vanlig kvote"
"1589437"	2	"2013"	"N 0200B"	2022	"05.11.2022"	"53"	NA	"07"	"14"	69.77	"NOR"	0	"N 0200B"	"01"	"Vanlig kvote"
"1589659"	1	"2013"	"LK62"	2022	"08.11.2022"	"53"	NA	"42"	"52"	NA	"GBR"	0	"LK62"	"04"	"Annet lands kvote"
"1589455"	2	"2013"	"LK193"	2022	"05.11.2022"	"53"	NA	"42"	"52"	NA	"GBR"	0	"LK193"	"04"	"Annet lands kvote"
"1589465"	2	"2013"	"FR229"	2022	"05.11.2022"	"53"	NA	"42"	"42"	NA	"GBR"	0	"FR229"	"04"	"Annet lands kvote"
"1588973"	2	"2013"	"VL0009AV"	2022	"26.10.2022"	"53"	NA	"07"	"14"	74.5	"NOR"	0	"VL0009AV"	"01"	"Vanlig kvote"
"1590034"	1	"2013"	"VL0009AV"	2022	"17.11.2022"	"53"	NA	"07"	"15"	74.5	"NOR"	0	"VL0009AV"	"01"	"Vanlig kvote"
"1590034"	3	"2013"	"VL0009AV"	2022	"17.11.2022"	"53"	NA	"07"	"15"	74.5	"NOR"	0	"VL0009AV"	"01"	"Vanlig kvote"
"1589973"	1	"2013"	"NT0500V"	2022	"16.11.2022"	"53"	NA	"07"	"14"	68.25	"NOR"	0	"NT0500V"	"01"	"Vanlig kvote"
"1588976"	1	"2013"	"N 0307LN"	2022	"26.10.2022"	"53"	NA	"07"	"14"	74.8	"NOR"	0	"N 0307LN"	"01"	"Vanlig kvote"
"1588976"	2	"2013"	"N 0307LN"	2022	"26.10.2022"	"53"	NA	"07"	"14"	74.8	"NOR"	0	"N 0307LN"	"01"	"Vanlig kvote"
"1589152"	1	"2013"	"M 0300A"	2022	"30.10.2022"	"53"	NA	"30"	"04"	71.6	"NOR"	0	"M 0300A"	"01"	"Vanlig kvote"
"1589152"	3	"2013"	"M 0300A"	2022	"30.10.2022"	"53"	NA	"30"	"04"	71.6	"NOR"	0	"M 0300A"	"01"	"Vanlig kvote"
"1589437"	3	"2013"	"N 0200B"	2022	"05.11.2022"	"53"	NA	"07"	"14"	69.77	"NOR"	0	"N 0200B"	"01"	"Vanlig kvote"
"1589684"	3	"2013"	"NT0500V"	2022	"10.11.2022"	"53"	NA	"07"	"17"	68.25	"NOR"	0	"NT0500V"	"01"	"Vanlig kvote"
"1589841"	1	"2013"	"M 0250HØ"	2022	"14.11.2022"	"53"	NA	"07"	"06"	69.95	"NOR"	8	"M 0250HØ"	"01"	"Vanlig kvote"
"1589845"	1	"2013"	"N 0024ME"	2022	"14.11.2022"	"53"	NA	"07"	"14"	67.4	"NOR"	0	"N 0024ME"	"01"	"Vanlig kvote"
"1589853"	3	"2013"	"VL0182AV"	2022	"14.11.2022"	"53"	NA	"07"	"15"	74.6	"NOR"	0	"VL0182AV"	"01"	"Vanlig kvote"
"1589048"	2	"2013"	"M 0400A"	2022	"27.10.2022"	"53"	NA	"07"	"14"	80	"NOR"	0	"M 9002A"	"01"	"Vanlig kvote"
"1588525"	2	"2013"	"M 0022HØ"	2022	"17.10.2022"	"53"	NA	"07"	"15"	77.5	"NOR"	0	"M 0022HØ"	"01"	"Vanlig kvote"
"1587285"	2	"2013"	"M 0065HØ"	2022	"21.09.2022"	"53"	NA	"30"	"08"	74	"NOR"	0	"M 0065HØ"	"01"	"Vanlig kvote"
"1587286"	1	"2013"	"M 0400A"	2022	"21.09.2022"	"53"	NA	"30"	"08"	80	"NOR"	0	"M 9002A"	"01"	"Vanlig kvote"
"1588128"	1	"2013"	"TR0004O"	2022	"04.10.2022"	"53"	NA	"08"	"53"	79.95	"NOR"	0	"TR0004O"	"01"	"Vanlig kvote"
"1588128"	2	"2013"	"TR0004O"	2022	"04.10.2022"	"53"	NA	"08"	"53"	79.95	"NOR"	0	"TR0004O"	"01"	"Vanlig kvote"
"1588128"	6	"2013"	"TR0004O"	2022	"04.10.2022"	"53"	NA	"08"	"53"	79.95	"NOR"	0	"TR0004O"	"01"	"Vanlig kvote"
"1588131"	1	"2013"	"M 0030M"	2022	"04.10.2022"	"53"	NA	"42"	"34"	65	"NOR"	0	"M 0030M"	"01"	"Vanlig kvote"
"1588131"	3	"2013"	"M 0030M"	2022	"04.10.2022"	"53"	NA	"42"	"34"	65	"NOR"	0	"M 0030M"	"01"	"Vanlig kvote"
"1588131"	4	"2013"	"M 0030M"	2022	"04.10.2022"	"53"	NA	"42"	"34"	65	"NOR"	0	"M 0030M"	"01"	"Vanlig kvote"
"1586938"	3	"2013"	"M 0125H"	2022	"13.09.2022"	"53"	NA	"08"	"55"	75	"NOR"	0	"M 0125H"	"01"	"Vanlig kvote"
"1586938"	1	"2013"	"M 0125H"	2022	"13.09.2022"	"53"	NA	"08"	"55"	75	"NOR"	0	"M 0125H"	"01"	"Vanlig kvote"
"1587286"	2	"2013"	"M 0400A"	2022	"21.09.2022"	"53"	NA	"30"	"08"	80	"NOR"	0	"M 9002A"	"01"	"Vanlig kvote"
"1588525"	1	"2013"	"M 0022HØ"	2022	"17.10.2022"	"53"	NA	"07"	"15"	77.5	"NOR"	0	"M 0022HØ"	"01"	"Vanlig kvote"
"1588307"	1	"2013"	"N 0118LN"	2022	"09.10.2022"	"53"	NA	"07"	"15"	75	"NOR"	0	"N 0118LN"	"01"	"Vanlig kvote"
"1588138"	1	"2013"	"M 0030M"	2022	"04.10.2022"	"53"	NA	"42"	"34"	65	"NOR"	0	"M 0030M"	"03"	"Skolekvote"
"1588307"	2	"2013"	"N 0118LN"	2022	"09.10.2022"	"53"	NA	"07"	"15"	75	"NOR"	0	"N 0118LN"	"01"	"Vanlig kvote"
"1590109"	5	"2013"	"NT0500V"	2022	"18.11.2022"	"53"	NA	"07"	"15"	68.25	"NOR"	0	"NT0500V"	"01"	"Vanlig kvote"
"1588969"	1	"2013"	"N 0118LN"	2022	"26.10.2022"	"53"	NA	"07"	"14"	75	"NOR"	0	"N 0118LN"	"01"	"Vanlig kvote"
"1587802"	1	"2013"	"GG330"	2022	"29.09.2022"	"53"	NA	"28"	"52"	NA	"SWE"	0	"GG330"	"04"	"Annet lands kvote"
"1588163"	1	"2013"	"M 0250HØ"	2022	"04.10.2022"	"53"	NA	"42"	"24"	69.95	"NOR"	0	"M 0250HØ"	"01"	"Vanlig kvote"
"1588163"	3	"2013"	"M 0250HØ"	2022	"04.10.2022"	"53"	NA	"42"	"24"	69.95	"NOR"	0	"M 0250HØ"	"01"	"Vanlig kvote"
"240102"	11	"2013"	"VA0081LS"	2022	"29.08.2022"	"20"	NA	"07"	"06"	23.95	"NOR"	8	NA	"01"	"Vanlig kvote"
"239930"	11	"2013"	"VA0081LS"	2022	"25.08.2022"	"20"	NA	"07"	"06"	23.95	"NOR"	8	NA	"01"	"Vanlig kvote"
"1587285"	1	"2013"	"M 0065HØ"	2022	"21.09.2022"	"53"	NA	"30"	"08"	74	"NOR"	0	"M 0065HØ"	"01"	"Vanlig kvote"
"239722"	8	"2013"	"VA0081LS"	2022	"22.08.2022"	"20"	NA	"07"	"06"	23.95	"NOR"	8	NA	"01"	"Vanlig kvote"
"239736"	7	"2013"	"VA0081LS"	2022	"20.08.2022"	"20"	NA	"28"	"04"	23.95	"NOR"	0	NA	"01"	"Vanlig kvote"
"243795"	10	"2013"	"VA0081LS"	2022	"15.11.2022"	"20"	NA	"07"	"06"	23.95	"NOR"	8	NA	"01"	"Vanlig kvote"
"241412"	6	"2013"	"VA0081LS"	2022	"23.09.2022"	"20"	NA	"07"	"05"	23.95	"NOR"	0	NA	"01"	"Vanlig kvote"
"241500"	4	"2013"	"VA0081LS"	2022	"26.09.2022"	"20"	NA	"07"	"06"	23.95	"NOR"	8	NA	"01"	"Vanlig kvote"
"243436"	5	"2013"	"VA0081LS"	2022	"07.11.2022"	"20"	NA	"07"	"06"	23.95	"NOR"	8	NA	"01"	"Vanlig kvote"
"243635"	8	"2013"	"VA0081LS"	2022	"10.11.2022"	"20"	NA	"07"	"06"	23.95	"NOR"	8	NA	"01"	"Vanlig kvote"
"243997"	8	"2013"	"VA0081LS"	2022	"20.11.2022"	"20"	NA	"07"	"06"	23.95	"NOR"	8	NA	"01"	"Vanlig kvote"
"244081"	9	"2013"	"VA0081LS"	2022	"23.11.2022"	"20"	NA	"07"	"06"	23.95	"NOR"	8	NA	"01"	"Vanlig kvote"
"242741"	4	"2013"	"VA0081LS"	2022	"23.10.2022"	"20"	NA	"07"	"06"	23.95	"NOR"	8	NA	"01"	"Vanlig kvote"
"243357"	9	"2013"	"VA0081LS"	2022	"05.11.2022"	"20"	NA	"07"	"06"	23.95	"NOR"	8	NA	"01"	"Vanlig kvote"
"244401"	8	"2013"	"AG0087LS"	2022	"04.12.2022"	"20"	NA	"07"	"06"	32.55	"NOR"	8	NA	"01"	"Vanlig kvote"
"242970"	8	"2013"	"VA0081LS"	2022	"26.10.2022"	"20"	NA	"07"	"06"	23.95	"NOR"	8	NA	"01"	"Vanlig kvote"
"243106"	4	"2013"	"VA0081LS"	2022	"30.10.2022"	"20"	NA	"07"	"06"	23.95	"NOR"	8	NA	"01"	"Vanlig kvote"
"241918"	8	"2013"	"VA0081LS"	2022	"05.10.2022"	"20"	NA	"07"	"06"	23.95	"NOR"	8	NA	"01"	"Vanlig kvote"
"242472"	12	"2013"	"VA0081LS"	2022	"17.10.2022"	"20"	NA	"07"	"06"	23.95	"NOR"	8	NA	"01"	"Vanlig kvote"
