"Dokumentnummer"	"Linjenummer"	"Art_kode"	"Registreringsmerke_seddel"	"Fangstår"	"SisteFangstdato"	"Redskap_kode"	"HovedgruppeRedskap_kode"	"Hovedområde_kode"	"Lokasjon_kode"	"StørsteLengde"	"Fartøynasjonalitet_kode"	"KystHav_kode"	"KvotefartøyRegMerke"	"Kvotetype_kode"	"Kvotetype_bokmål"
"1584615"	1	"2013"	"M 0022HØ"	2022	"16.08.2022"	"11"	NA	"34"	"05"	77.5	"NOR"	0	"M 0022HØ"	"01"	"Vanlig kvote"
"1584387"	1	"2013"	"M 0065HØ"	2022	"13.08.2022"	"11"	NA	"34"	"05"	74	"NOR"	0	"M 0065HØ"	"01"	"Vanlig kvote"
"1584387"	2	"2013"	"M 0065HØ"	2022	"13.08.2022"	"11"	NA	"34"	"05"	74	"NOR"	0	"M 0065HØ"	"01"	"Vanlig kvote"
"1584615"	2	"2013"	"M 0022HØ"	2022	"16.08.2022"	"11"	NA	"34"	"05"	77.5	"NOR"	0	"M 0022HØ"	"01"	"Vanlig kvote"
"1584394"	1	"2013"	"M 0070HØ"	2022	"13.08.2022"	"11"	NA	"34"	"05"	69.9	"NOR"	0	"M 0070HØ"	"01"	"Vanlig kvote"
"1587171"	1	"2013"	"NT0500V"	2022	"20.09.2022"	"11"	NA	"30"	"08"	68.25	"NOR"	0	"NT0500V"	"01"	"Vanlig kvote"
"1586876"	2	"2013"	"H 0087AV"	2022	"12.09.2022"	"11"	NA	"08"	"55"	68.8	"NOR"	0	"H 0087AV"	"01"	"Vanlig kvote"
"1584610"	1	"2013"	"TR0019F"	2022	"16.08.2022"	"11"	NA	"30"	"14"	64	"NOR"	0	"TR0019F"	"01"	"Vanlig kvote"
"1584613"	1	"2013"	"H 0087AV"	2022	"16.08.2022"	"11"	NA	"30"	"14"	68.8	"NOR"	0	"H 0087AV"	"01"	"Vanlig kvote"
"1584884"	1	"2013"	"M 0070HØ"	2022	"20.08.2022"	"11"	NA	"30"	"13"	69.9	"NOR"	0	"M 0070HØ"	"01"	"Vanlig kvote"
"1584884"	2	"2013"	"M 0070HØ"	2022	"20.08.2022"	"11"	NA	"30"	"13"	69.9	"NOR"	0	"M 0070HØ"	"01"	"Vanlig kvote"
"1585029"	2	"2013"	"H 0001BN"	2022	"21.08.2022"	"11"	NA	"30"	"14"	75.4	"NOR"	0	"H 0001BN"	"01"	"Vanlig kvote"
"1584695"	2	"2013"	"H 0380AV"	2022	"17.08.2022"	"11"	NA	"30"	"13"	70.6	"NOR"	0	"H 0380AV"	"01"	"Vanlig kvote"
"1584905"	1	"2013"	"H 0069S"	2022	"20.08.2022"	"11"	NA	"30"	"13"	61.88	"NOR"	0	"H 0069S"	"01"	"Vanlig kvote"
"1585334"	1	"2013"	"M 0027VD"	2022	"25.08.2022"	"11"	NA	"30"	"14"	65.7	"NOR"	0	"M 0027VD"	"01"	"Vanlig kvote"
"1584610"	2	"2013"	"TR0019F"	2022	"16.08.2022"	"11"	NA	"30"	"14"	64	"NOR"	0	"TR0019F"	"01"	"Vanlig kvote"
"1585041"	1	"2013"	"H 0365AV"	2022	"21.08.2022"	"11"	NA	"30"	"14"	78.75	"NOR"	0	"H 0365AV"	"01"	"Vanlig kvote"
"1584998"	2	"2013"	"M 0008AV"	2022	"21.08.2022"	"11"	NA	"30"	"14"	40.85	"NOR"	0	"M 0008AV"	"01"	"Vanlig kvote"
"1584886"	1	"2013"	"M 0070HØ"	2022	"20.08.2022"	"11"	NA	"30"	"13"	69.9	"NOR"	0	"M 0070HØ"	"01"	"Vanlig kvote"
"1584394"	2	"2013"	"M 0070HØ"	2022	"13.08.2022"	"11"	NA	"34"	"05"	69.9	"NOR"	0	"M 0070HØ"	"01"	"Vanlig kvote"
"1584388"	1	"2013"	"M 0065HØ"	2022	"13.08.2022"	"11"	NA	"34"	"05"	74	"NOR"	0	"M 0065HØ"	"01"	"Vanlig kvote"
"1584798"	1	"2013"	"M 0625H"	2022	"18.08.2022"	"11"	NA	"30"	"08"	75.4	"NOR"	0	"M 0625H"	"01"	"Vanlig kvote"
"1584998"	1	"2013"	"M 0008AV"	2022	"21.08.2022"	"11"	NA	"30"	"14"	40.85	"NOR"	0	"M 0008AV"	"01"	"Vanlig kvote"
"1586407"	4	"2013"	"SF0246A"	2022	"07.09.2022"	"11"	NA	"28"	"51"	36.34	"NOR"	0	"SF0246A"	"01"	"Vanlig kvote"
"1585508"	1	"2013"	"VL0225AV"	2022	"27.08.2022"	"11"	NA	"30"	"09"	54.27	"NOR"	0	"VL0225AV"	"01"	"Vanlig kvote"
"1585508"	3	"2013"	"VL0225AV"	2022	"27.08.2022"	"11"	NA	"30"	"09"	54.27	"NOR"	0	"VL0225AV"	"01"	"Vanlig kvote"
"1584986"	2	"2013"	"M 0189A"	2022	"21.08.2022"	"11"	NA	"30"	"13"	74.8	"NOR"	0	"M 0189A"	"01"	"Vanlig kvote"
"1587174"	1	"2013"	"M 0125H"	2022	"20.09.2022"	"11"	NA	"30"	"08"	75	"NOR"	0	"M 0125H"	"01"	"Vanlig kvote"
"1587197"	2	"2013"	"H 0365AV"	2022	"20.09.2022"	"11"	NA	"30"	"14"	78.75	"NOR"	0	"H 0365AV"	"01"	"Vanlig kvote"
"1585030"	1	"2013"	"SF0001V"	2022	"21.08.2022"	"11"	NA	"30"	"13"	56.2	"NOR"	0	"SF0001V"	"01"	"Vanlig kvote"
"1584798"	2	"2013"	"M 0625H"	2022	"18.08.2022"	"11"	NA	"30"	"08"	75.4	"NOR"	0	"M 0625H"	"01"	"Vanlig kvote"
"1587863"	1	"2013"	"H 0099AV"	2022	"29.09.2022"	"11"	NA	"28"	"51"	74.2	"NOR"	0	"H 0099AV"	"01"	"Vanlig kvote"
"1587864"	1	"2013"	"H 0099AV"	2022	"29.09.2022"	"11"	NA	"28"	"51"	74.2	"NOR"	0	"H 0099AV"	"01"	"Vanlig kvote"
"1587864"	2	"2013"	"H 0099AV"	2022	"29.09.2022"	"11"	NA	"28"	"51"	74.2	"NOR"	0	"H 0099AV"	"01"	"Vanlig kvote"
"1585516"	1	"2013"	"NT0500V"	2022	"27.08.2022"	"11"	NA	"30"	"14"	68.25	"NOR"	0	"NT0500V"	"01"	"Vanlig kvote"
"1585517"	2	"2013"	"NT0500V"	2022	"27.08.2022"	"11"	NA	"30"	"14"	68.25	"NOR"	0	"NT0500V"	"01"	"Vanlig kvote"
"1585385"	1	"2013"	"N 0118LN"	2022	"26.08.2022"	"11"	NA	"07"	"20"	75	"NOR"	0	"N 0118LN"	"01"	"Vanlig kvote"
"1584695"	1	"2013"	"H 0380AV"	2022	"17.08.2022"	"11"	NA	"30"	"13"	70.6	"NOR"	0	"H 0380AV"	"01"	"Vanlig kvote"
"1584801"	2	"2013"	"M 0400A"	2022	"18.08.2022"	"11"	NA	"30"	"08"	80	"NOR"	0	"M 9002A"	"01"	"Vanlig kvote"
"1584801"	1	"2013"	"M 0400A"	2022	"18.08.2022"	"11"	NA	"30"	"08"	80	"NOR"	0	"M 9002A"	"01"	"Vanlig kvote"
"1584386"	1	"2013"	"M 0065HØ"	2022	"13.08.2022"	"11"	NA	"34"	"05"	74	"NOR"	0	"M 0065HØ"	"01"	"Vanlig kvote"
"1585518"	2	"2013"	"TF0195M"	2022	"27.08.2022"	"11"	NA	"30"	"14"	62.6	"NOR"	0	"TF0195M"	"01"	"Vanlig kvote"
"1585337"	1	"2013"	"N 0003V"	2022	"25.08.2022"	"11"	NA	"07"	"20"	43	"NOR"	0	"N 0003V"	"01"	"Vanlig kvote"
"1585337"	2	"2013"	"N 0003V"	2022	"25.08.2022"	"11"	NA	"07"	"20"	43	"NOR"	0	"N 0003V"	"01"	"Vanlig kvote"
"1585336"	1	"2013"	"M 0027VD"	2022	"25.08.2022"	"11"	NA	"07"	"20"	65.7	"NOR"	0	"M 0027VD"	"01"	"Vanlig kvote"
"1585336"	2	"2013"	"M 0027VD"	2022	"25.08.2022"	"11"	NA	"07"	"20"	65.7	"NOR"	0	"M 0027VD"	"01"	"Vanlig kvote"
"1584614"	1	"2013"	"H 0087AV"	2022	"16.08.2022"	"11"	NA	"30"	"14"	68.8	"NOR"	0	"H 0087AV"	"01"	"Vanlig kvote"
"1584614"	2	"2013"	"H 0087AV"	2022	"16.08.2022"	"11"	NA	"30"	"14"	68.8	"NOR"	0	"H 0087AV"	"01"	"Vanlig kvote"
"1587472"	1	"2013"	"AG0014K"	2022	"24.09.2022"	"11"	NA	"30"	"04"	44.85	"NOR"	0	"AG0014K"	"01"	"Vanlig kvote"
"1585132"	1	"2013"	"H 0010AM"	2022	"22.08.2022"	"11"	NA	"30"	"13"	57.5	"NOR"	0	"H 0010AM"	"01"	"Vanlig kvote"
"1585132"	2	"2013"	"H 0010AM"	2022	"22.08.2022"	"11"	NA	"30"	"13"	57.5	"NOR"	0	"H 0010AM"	"01"	"Vanlig kvote"
"1584986"	1	"2013"	"M 0189A"	2022	"21.08.2022"	"11"	NA	"30"	"13"	74.8	"NOR"	0	"M 0189A"	"01"	"Vanlig kvote"
"1585030"	2	"2013"	"SF0001V"	2022	"21.08.2022"	"11"	NA	"30"	"13"	56.2	"NOR"	0	"SF0001V"	"01"	"Vanlig kvote"
"1582706"	5	"2013"	"M 0122HØ"	2022	"24.05.2022"	"11"	NA	"08"	"09"	69.94	"NOR"	0	"M 9004HØ"	"01"	"Vanlig kvote"
"1587926"	1	"2013"	"M 0065HØ"	2022	"30.09.2022"	"53"	NA	"28"	"11"	74	"NOR"	0	"M 0065HØ"	"01"	"Vanlig kvote"
"1583555"	2	"2013"	"GG64"	2022	"30.06.2022"	"53"	NA	"42"	"42"	NA	"SWE"	0	"GG64"	"04"	"Annet lands kvote"
"1582792"	4	"2013"	"N 0400B"	2022	"27.05.2022"	"53"	NA	"08"	"55"	80.16	"NOR"	0	"N 0400B"	"01"	"Vanlig kvote"
"1582793"	4	"2013"	"M 0125H"	2022	"27.05.2022"	"53"	NA	"28"	"51"	75	"NOR"	0	"M 0125H"	"01"	"Vanlig kvote"
"1582798"	5	"2013"	"T 0055G"	2022	"28.05.2022"	"53"	NA	"28"	"51"	69.99	"NOR"	0	"T 0055G"	"01"	"Vanlig kvote"
"1588175"	1	"2013"	"TF0195M"	2022	"04.10.2022"	"53"	NA	"42"	"24"	62.6	"NOR"	0	"TF0195M"	"01"	"Vanlig kvote"
"1589407"	2	"2013"	"FR224"	2022	"04.11.2022"	"53"	NA	"42"	"42"	NA	"GBR"	0	"FR224"	"04"	"Annet lands kvote"
"1589311"	3	"2013"	"LK394"	2022	"01.11.2022"	"53"	NA	"42"	"53"	NA	"GBR"	0	"LK394"	"04"	"Annet lands kvote"
"1583365"	3	"2013"	"H 0074AV"	2022	"23.06.2022"	"53"	NA	"42"	"23"	64	"NOR"	0	"H 0074AV"	"01"	"Vanlig kvote"
"1582841"	3	"2013"	"T 0055G"	2022	"31.05.2022"	"53"	NA	"28"	"52"	69.99	"NOR"	0	"T 0055G"	"01"	"Vanlig kvote"
"1589581"	1	"2013"	"LK394"	2022	"08.11.2022"	"53"	NA	"42"	"52"	NA	"GBR"	0	"LK394"	"04"	"Annet lands kvote"
"1588171"	3	"2013"	"M 0065HØ"	2022	"04.10.2022"	"53"	NA	"42"	"24"	74	"NOR"	0	"M 0065HØ"	"01"	"Vanlig kvote"
"1589511"	3	"2013"	"R 0001K"	2022	"06.11.2022"	"53"	NA	"42"	"06"	65	"NOR"	0	"R 0001K"	"01"	"Vanlig kvote"
"1582716"	2	"2013"	"N 0400B"	2022	"24.05.2022"	"53"	NA	"28"	"51"	80.16	"NOR"	0	"N 0400B"	"01"	"Vanlig kvote"
"1589238"	1	"2013"	"FR224"	2022	"31.10.2022"	"53"	NA	"42"	"43"	NA	"GBR"	0	"FR224"	"04"	"Annet lands kvote"
"1589581"	2	"2013"	"LK394"	2022	"08.11.2022"	"53"	NA	"42"	"52"	NA	"GBR"	0	"LK394"	"04"	"Annet lands kvote"
"1588171"	1	"2013"	"M 0065HØ"	2022	"04.10.2022"	"53"	NA	"42"	"24"	74	"NOR"	0	"M 0065HØ"	"01"	"Vanlig kvote"
"1586813"	2	"2013"	"H 0380AV"	2022	"12.09.2022"	"53"	NA	"28"	"51"	70.6	"NOR"	0	"H 0380AV"	"01"	"Vanlig kvote"
"1582848"	2	"2013"	"H 0099AV"	2022	"31.05.2022"	"53"	NA	"28"	"51"	74.2	"NOR"	0	"H 0099AV"	"01"	"Vanlig kvote"
"1584310"	3	"2013"	"H 0012AV"	2022	"10.08.2022"	"53"	NA	"28"	"09"	62.95	"NOR"	0	"H 0012AV"	"01"	"Vanlig kvote"
"1588172"	1	"2013"	"TF0195M"	2022	"04.10.2022"	"53"	NA	"42"	"24"	62.6	"NOR"	0	"TF0195M"	"01"	"Vanlig kvote"
"1588175"	2	"2013"	"TF0195M"	2022	"04.10.2022"	"53"	NA	"42"	"24"	62.6	"NOR"	0	"TF0195M"	"01"	"Vanlig kvote"
"1582892"	3	"2013"	"TR0004O"	2022	"02.06.2022"	"53"	NA	"08"	"54"	79.95	"NOR"	0	"TR0004O"	"01"	"Vanlig kvote"
"1583546"	2	"2013"	"VL0009AV"	2022	"29.06.2022"	"53"	NA	"42"	"53"	74.5	"NOR"	0	"VL0009AV"	"01"	"Vanlig kvote"
"1582748"	2	"2013"	"M 0022HØ"	2022	"25.05.2022"	"53"	NA	"28"	"51"	77.5	"NOR"	0	"M 0022HØ"	"01"	"Vanlig kvote"
"1582871"	2	"2013"	"N 0118LN"	2022	"01.06.2022"	"53"	NA	"28"	"51"	75	"NOR"	0	"N 0118LN"	"01"	"Vanlig kvote"
"1588172"	2	"2013"	"TF0195M"	2022	"04.10.2022"	"53"	NA	"42"	"24"	62.6	"NOR"	0	"TF0195M"	"01"	"Vanlig kvote"
"1589407"	1	"2013"	"FR224"	2022	"04.11.2022"	"53"	NA	"42"	"42"	NA	"GBR"	0	"FR224"	"04"	"Annet lands kvote"
"1582899"	2	"2013"	"M 0022HØ"	2022	"03.06.2022"	"53"	NA	"08"	"55"	77.5	"NOR"	0	"M 0022HØ"	"01"	"Vanlig kvote"
"1583454"	4	"2013"	"H 0005ØN"	2022	"27.06.2022"	"53"	NA	"42"	"42"	62.6	"NOR"	0	"H 0005ØN"	"01"	"Vanlig kvote"
"1582818"	4	"2013"	"M 0300A"	2022	"30.05.2022"	"53"	NA	"08"	"55"	71.6	"NOR"	0	"M 0300A"	"01"	"Vanlig kvote"
"1589238"	2	"2013"	"FR224"	2022	"31.10.2022"	"53"	NA	"42"	"43"	NA	"GBR"	0	"FR224"	"04"	"Annet lands kvote"
"1583456"	2	"2013"	"GG64"	2022	"27.06.2022"	"53"	NA	"42"	"42"	NA	"SWE"	0	"GG64"	"04"	"Annet lands kvote"
"1589311"	1	"2013"	"LK394"	2022	"01.11.2022"	"53"	NA	"42"	"53"	NA	"GBR"	0	"LK394"	"04"	"Annet lands kvote"
"1587925"	1	"2013"	"M 0065HØ"	2022	"30.09.2022"	"53"	NA	"28"	"12"	74	"NOR"	0	"M 0065HØ"	"01"	"Vanlig kvote"
"1587925"	2	"2013"	"M 0065HØ"	2022	"30.09.2022"	"53"	NA	"28"	"12"	74	"NOR"	0	"M 0065HØ"	"01"	"Vanlig kvote"
"1585386"	2	"2013"	"N 0118LN"	2022	"26.08.2022"	"53"	NA	"07"	"20"	75	"NOR"	0	"N 0118LN"	"01"	"Vanlig kvote"
"1586813"	1	"2013"	"H 0380AV"	2022	"12.09.2022"	"53"	NA	"28"	"51"	70.6	"NOR"	0	"H 0380AV"	"01"	"Vanlig kvote"
"1586985"	4	"2013"	"H 0365AV"	2022	"14.09.2022"	"53"	NA	"08"	"55"	78.75	"NOR"	0	"H 0365AV"	"01"	"Vanlig kvote"
"1586985"	2	"2013"	"H 0365AV"	2022	"14.09.2022"	"53"	NA	"08"	"55"	78.75	"NOR"	0	"H 0365AV"	"01"	"Vanlig kvote"
"1586037"	4	"2013"	"S205"	2022	"02.09.2022"	"53"	NA	"41"	"69"	NA	"DNK"	0	"S205"	"04"	"Annet lands kvote"
"1587559"	1	"2013"	"M 0029HØ"	2022	"25.09.2022"	"53"	NA	"30"	"04"	77.5	"NOR"	0	"M 0029HØ"	"01"	"Vanlig kvote"
"1586820"	2	"2013"	"H 0148AV"	2022	"12.09.2022"	"53"	NA	"28"	"51"	69.95	"NOR"	0	"H 0148AV"	"01"	"Vanlig kvote"
"1586820"	1	"2013"	"H 0148AV"	2022	"12.09.2022"	"53"	NA	"28"	"51"	69.95	"NOR"	0	"H 0148AV"	"01"	"Vanlig kvote"
"1586985"	1	"2013"	"H 0365AV"	2022	"14.09.2022"	"53"	NA	"08"	"55"	78.75	"NOR"	0	"H 0365AV"	"01"	"Vanlig kvote"
"1588171"	2	"2013"	"M 0065HØ"	2022	"04.10.2022"	"53"	NA	"42"	"24"	74	"NOR"	0	"M 0065HØ"	"01"	"Vanlig kvote"
"1584309"	2	"2013"	"N 0307LN"	2022	"10.08.2022"	"53"	NA	"08"	"14"	74.8	"NOR"	0	"N 0307LN"	"01"	"Vanlig kvote"
"1585386"	1	"2013"	"N 0118LN"	2022	"26.08.2022"	"53"	NA	"07"	"20"	75	"NOR"	0	"N 0118LN"	"01"	"Vanlig kvote"
"1582758"	3	"2013"	"M 0189A"	2022	"26.05.2022"	"53"	NA	"08"	"55"	74.8	"NOR"	0	"M 0189A"	"01"	"Vanlig kvote"
"1900552"	1	"2013"	"H 0024ØN"	2022	"22.09.2022"	"34"	NA	"28"	"04"	10.52	"NOR"	8	"H 0024ØN"	"01"	"Vanlig kvote"
"1900294"	2	"2013"	"SF0210V"	2022	"13.08.2022"	"34"	NA	"07"	"33"	10.61	"NOR"	8	"SF0210V"	"01"	"Vanlig kvote"
"1900398"	2	"2013"	"SF0139A"	2022	"01.09.2022"	"34"	NA	"28"	"04"	10.64	"NOR"	8	"SF0139A"	"01"	"Vanlig kvote"
"1900494"	1	"2013"	"H 0024ØN"	2022	"13.09.2022"	"34"	NA	"28"	"04"	10.52	"NOR"	8	"H 0024ØN"	"01"	"Vanlig kvote"
"1900443"	1	"2013"	"SF0139A"	2022	"07.09.2022"	"34"	NA	"28"	"04"	10.64	"NOR"	8	"SF0139A"	"01"	"Vanlig kvote"
"1900639"	2	"2013"	"H 0024ØN"	2022	"03.10.2022"	"34"	NA	"28"	"01"	10.52	"NOR"	8	"H 0024ØN"	"01"	"Vanlig kvote"
"1900421"	1	"2013"	"SF0139A"	2022	"04.09.2022"	"34"	NA	"28"	"04"	10.64	"NOR"	8	"SF0139A"	"01"	"Vanlig kvote"
"1900406"	1	"2013"	"SF0041F"	2022	"01.09.2022"	"34"	NA	"28"	"04"	10.65	"NOR"	8	"SF0041F"	"01"	"Vanlig kvote"
"1900317"	1	"2013"	"SF0210V"	2022	"17.08.2022"	"34"	NA	"28"	"04"	10.61	"NOR"	8	"SF0210V"	"01"	"Vanlig kvote"
"1900331"	1	"2013"	"SF0040F"	2022	"19.08.2022"	"34"	NA	"28"	"04"	10.65	"NOR"	8	"SF0040F"	"01"	"Vanlig kvote"
"1900445"	1	"2013"	"H 0024ØN"	2022	"07.09.2022"	"34"	NA	"28"	"04"	10.52	"NOR"	8	"H 0024ØN"	"01"	"Vanlig kvote"
"1900398"	1	"2013"	"SF0139A"	2022	"01.09.2022"	"34"	NA	"28"	"04"	10.64	"NOR"	8	"SF0139A"	"01"	"Vanlig kvote"
"1900318"	2	"2013"	"SF0040F"	2022	"17.08.2022"	"34"	NA	"28"	"04"	10.65	"NOR"	8	"SF0040F"	"01"	"Vanlig kvote"
"1900294"	1	"2013"	"SF0210V"	2022	"13.08.2022"	"34"	NA	"07"	"33"	10.61	"NOR"	8	"SF0210V"	"01"	"Vanlig kvote"
"1900317"	2	"2013"	"SF0210V"	2022	"17.08.2022"	"34"	NA	"28"	"04"	10.61	"NOR"	8	"SF0210V"	"01"	"Vanlig kvote"
"1900363"	1	"2013"	"SF0040F"	2022	"26.08.2022"	"34"	NA	"28"	"04"	10.65	"NOR"	8	"SF0040F"	"01"	"Vanlig kvote"
"1900463"	1	"2013"	"H 0024ØN"	2022	"10.09.2022"	"34"	NA	"28"	"01"	10.52	"NOR"	8	"H 0024ØN"	"01"	"Vanlig kvote"
"1900639"	1	"2013"	"H 0024ØN"	2022	"03.10.2022"	"34"	NA	"28"	"01"	10.52	"NOR"	8	"H 0024ØN"	"01"	"Vanlig kvote"
"1900348"	1	"2013"	"SF0040F"	2022	"24.08.2022"	"34"	NA	"28"	"04"	10.65	"NOR"	8	"SF0040F"	"01"	"Vanlig kvote"
"1900421"	2	"2013"	"SF0139A"	2022	"04.09.2022"	"34"	NA	"28"	"04"	10.64	"NOR"	8	"SF0139A"	"01"	"Vanlig kvote"
"1900318"	1	"2013"	"SF0040F"	2022	"17.08.2022"	"34"	NA	"28"	"04"	10.65	"NOR"	8	"SF0040F"	"01"	"Vanlig kvote"
"1900462"	1	"2013"	"SF0139A"	2022	"10.09.2022"	"34"	NA	"28"	"01"	10.64	"NOR"	8	"SF0139A"	"01"	"Vanlig kvote"
"1588107"	2	"2013"	"M 0061SØ"	2022	"03.10.2022"	"11"	NA	"08"	"55"	32.32	"NOR"	0	"M 0061SØ"	"01"	"Vanlig kvote"
"1587289"	1	"2013"	"N 0100B"	2022	"21.09.2022"	"11"	NA	"08"	"55"	39.7	"NOR"	0	"N 0100B"	"01"	"Vanlig kvote"
"1587903"	1	"2013"	"N 0210BØ"	2022	"29.09.2022"	"11"	NA	"28"	"51"	44.2	"NOR"	0	"N 0210BØ"	"01"	"Vanlig kvote"
"1587509"	2	"2013"	"SF0028B"	2022	"24.09.2022"	"11"	NA	"30"	"04"	64	"NOR"	0	"SF0028B"	"01"	"Vanlig kvote"
"1587536"	2	"2013"	"T 0001I"	2022	"24.09.2022"	"11"	NA	"30"	"04"	43.15	"NOR"	0	"T 0001I"	"01"	"Vanlig kvote"
"1587934"	1	"2013"	"T 0023T"	2022	"29.09.2022"	"11"	NA	"28"	"51"	38.05	"NOR"	0	"T 0023T"	"01"	"Vanlig kvote"
"1587466"	1	"2013"	"SF0210V"	2022	"24.09.2022"	"11"	NA	"28"	"36"	10.61	"NOR"	8	"SF0210V"	"01"	"Vanlig kvote"
"1587935"	2	"2013"	"T 0023T"	2022	"29.09.2022"	"11"	NA	"28"	"51"	38.05	"NOR"	0	"T 0023T"	"01"	"Vanlig kvote"
"1900330"	1	"2013"	"SF0139A"	2022	"19.08.2022"	"34"	NA	"28"	"04"	10.64	"NOR"	8	"SF0139A"	"01"	"Vanlig kvote"
"1588068"	1	"2013"	"SF0227V"	2022	"29.09.2022"	"11"	NA	"28"	"36"	9.7	"NOR"	8	"SF0227V"	"01"	"Vanlig kvote"
"1589400"	1	"2013"	"VL0004BN"	2022	"24.10.2022"	"11"	NA	"28"	"01"	10.66	"NOR"	8	"VL0004BN"	"01"	"Vanlig kvote"
"1587417"	2	"2013"	"M 0121A"	2022	"23.09.2022"	"11"	NA	"30"	"08"	35.46	"NOR"	0	"M 0121A"	"01"	"Vanlig kvote"
"1587217"	2	"2013"	"T 0079T"	2022	"20.09.2022"	"11"	NA	"30"	"14"	49.9	"NOR"	0	"T 0079T"	"01"	"Vanlig kvote"
"1587850"	1	"2013"	"M 0061SØ"	2022	"29.09.2022"	"11"	NA	"28"	"52"	32.32	"NOR"	0	"M 0061SØ"	"01"	"Vanlig kvote"
"1589399"	1	"2013"	"H 0011F"	2022	"24.10.2022"	"11"	NA	"28"	"01"	10.66	"NOR"	8	"H 0011F"	"01"	"Vanlig kvote"
"1587850"	2	"2013"	"M 0061SØ"	2022	"29.09.2022"	"11"	NA	"28"	"52"	32.32	"NOR"	0	"M 0061SØ"	"01"	"Vanlig kvote"
"1587466"	2	"2013"	"SF0210V"	2022	"24.09.2022"	"11"	NA	"28"	"36"	10.61	"NOR"	8	"SF0210V"	"01"	"Vanlig kvote"
"1587467"	2	"2013"	"SF0011V"	2022	"24.09.2022"	"11"	NA	"28"	"36"	10.65	"NOR"	8	"SF0011V"	"01"	"Vanlig kvote"
"1587417"	1	"2013"	"M 0121A"	2022	"23.09.2022"	"11"	NA	"30"	"08"	35.46	"NOR"	0	"M 0121A"	"01"	"Vanlig kvote"
"1587291"	1	"2013"	"NT0030NR"	2022	"21.09.2022"	"11"	NA	"08"	"55"	27.15	"NOR"	0	"NT0030NR"	"01"	"Vanlig kvote"
"1588107"	1	"2013"	"M 0061SØ"	2022	"03.10.2022"	"11"	NA	"08"	"55"	32.32	"NOR"	0	"M 0061SØ"	"01"	"Vanlig kvote"
"1587458"	1	"2013"	"SF0227V"	2022	"24.09.2022"	"11"	NA	"28"	"36"	9.7	"NOR"	8	"SF0227V"	"01"	"Vanlig kvote"
"1587290"	3	"2013"	"VL0050G"	2022	"21.09.2022"	"11"	NA	"42"	"44"	34.99	"NOR"	0	"VL0050G"	"01"	"Vanlig kvote"
"1587467"	1	"2013"	"SF0011V"	2022	"24.09.2022"	"11"	NA	"28"	"36"	10.65	"NOR"	8	"SF0011V"	"01"	"Vanlig kvote"
"1586912"	1	"2013"	"SF0227V"	2022	"13.09.2022"	"11"	NA	"28"	"36"	9.7	"NOR"	8	"SF0227V"	"01"	"Vanlig kvote"
"1587418"	1	"2013"	"M 0121A"	2022	"23.09.2022"	"11"	NA	"30"	"09"	35.46	"NOR"	0	"M 0121A"	"01"	"Vanlig kvote"
"1587418"	2	"2013"	"M 0121A"	2022	"23.09.2022"	"11"	NA	"30"	"09"	35.46	"NOR"	0	"M 0121A"	"01"	"Vanlig kvote"
"1587847"	1	"2013"	"H 0180K"	2022	"29.09.2022"	"11"	NA	"28"	"51"	36.9	"NOR"	0	"H 0180K"	"01"	"Vanlig kvote"
"1587847"	2	"2013"	"H 0180K"	2022	"29.09.2022"	"11"	NA	"28"	"51"	36.9	"NOR"	0	"H 0180K"	"01"	"Vanlig kvote"
"1586390"	2	"2013"	"SF0069SU"	2022	"07.09.2022"	"11"	NA	"28"	"03"	14.94	"NOR"	8	"VL9001SU"	"01"	"Vanlig kvote"
"1587015"	2	"2013"	"N 0210BØ"	2022	"14.09.2022"	"11"	NA	"42"	"44"	44.2	"NOR"	0	"N 0210BØ"	"01"	"Vanlig kvote"
"1587289"	4	"2013"	"N 0100B"	2022	"21.09.2022"	"11"	NA	"08"	"55"	39.7	"NOR"	0	"N 0100B"	"01"	"Vanlig kvote"
"1585924"	2	"2013"	"SF0210V"	2022	"01.09.2022"	"11"	NA	"28"	"36"	10.61	"NOR"	8	"SF0210V"	"01"	"Vanlig kvote"
"1586833"	1	"2013"	"SF0069SU"	2022	"12.09.2022"	"11"	NA	"28"	"03"	14.94	"NOR"	8	"SF0069SU"	"01"	"Vanlig kvote"
"1586961"	2	"2013"	"SF0227V"	2022	"13.09.2022"	"11"	NA	"28"	"36"	9.7	"NOR"	8	"SF0227V"	"01"	"Vanlig kvote"
"1587669"	1	"2013"	"SF0011V"	2022	"27.09.2022"	"11"	NA	"28"	"36"	10.65	"NOR"	8	"SF0011V"	"01"	"Vanlig kvote"
"1586375"	1	"2013"	"VL0153AV"	2022	"07.09.2022"	"11"	NA	"28"	"41"	14.99	"NOR"	8	"VL0153AV"	"01"	"Vanlig kvote"
"1586457"	1	"2013"	"SF0227V"	2022	"08.09.2022"	"11"	NA	"28"	"36"	9.7	"NOR"	8	"SF0227V"	"01"	"Vanlig kvote"
"1587292"	1	"2013"	"H 0260K"	2022	"20.09.2022"	"11"	NA	"28"	"51"	36.99	"NOR"	0	"H 0260K"	"01"	"Vanlig kvote"
"1587292"	3	"2013"	"H 0260K"	2022	"20.09.2022"	"11"	NA	"28"	"51"	36.99	"NOR"	0	"H 0260K"	"01"	"Vanlig kvote"
